substrate_UniProtAC	canonical_UniProtAC	substrate_genename	accession_is_isoform	needs_sequence_remap	canonical_counting_status	site_count_accession_level	label
Q9Y2R0	Q9Y2R0	CCDC56	False	False	canonical_or_unversioned_accession	1	CCDC56 (Q9Y2R0)
Q2TAC2	Q2TAC2	CCDC57	False	False	canonical_or_unversioned_accession	1	CCDC57 (Q2TAC2)
Q4VC31	Q4VC31	CCDC58	False	False	canonical_or_unversioned_accession	1	CCDC58 (Q4VC31)
Q9P031	Q9P031	CCDC59	False	False	canonical_or_unversioned_accession	1	CCDC59 (Q9P031)
A6NC98	A6NC98	CCDC88B	False	False	canonical_or_unversioned_accession	1	CCDC88B (A6NC98)
Q9P219	Q9P219	CCDC88C	False	False	canonical_or_unversioned_accession	1	CCDC88C (Q9P219)
P06307	P06307	CCK	False	False	canonical_or_unversioned_accession	1	CCK (P06307)
P20248	P20248	CCNA2	False	False	canonical_or_unversioned_accession	1	CCNA2 (P20248)
P78371	P78371	CCT2	False	False	canonical_or_unversioned_accession	1	CCT2 (P78371)
Q92526	Q92526	CCT6B	False	False	canonical_or_unversioned_accession	1	CCT6B (Q92526)
P50990	P50990	CCT8	False	False	canonical_or_unversioned_accession	1	CCT8 (P50990)
Q9Y5K6	Q9Y5K6	CD2AP	False	False	canonical_or_unversioned_accession	1	CD2AP (Q9Y5K6)
Q9NPY3	Q9NPY3	CD93	False	False	canonical_or_unversioned_accession	1	CD93 (Q9NPY3)
Q9UJX2	Q9UJX2	CDC23	False	False	canonical_or_unversioned_accession	1	CDC23 (Q9UJX2)
P49427	P49427	CDC34	False	False	canonical_or_unversioned_accession	1	CDC34 (P49427)
Q9Y5S2	Q9Y5S2	CDC42BPB	False	False	canonical_or_unversioned_accession	1	CDC42BPB (Q9Y5S2)
Q6DT37	Q6DT37	CDC42BPG	False	False	canonical_or_unversioned_accession	1	CDC42BPG (Q6DT37)
B0QYC7	B0QYC7	CDC42EP1	False	False	canonical_or_unversioned_accession	1	CDC42EP1 (B0QYC7)
B0QYC8	B0QYC8	CDC42EP1	False	False	canonical_or_unversioned_accession	1	CDC42EP1 (B0QYC8)
Q9H3Q1	Q9H3Q1	CDC42EP4	False	False	canonical_or_unversioned_accession	1	CDC42EP4 (Q9H3Q1)
Q6NZY7	Q6NZY7	CDC42EP5	False	False	canonical_or_unversioned_accession	1	CDC42EP5 (Q6NZY7)
E9PDH7	E9PDH7	CDC45	False	False	canonical_or_unversioned_accession	1	CDC45 (E9PDH7)
O75419	O75419	CDC45	False	False	canonical_or_unversioned_accession	1	CDC45 (O75419)
Q99741	Q99741	CDC6	False	False	canonical_or_unversioned_accession	1	CDC6 (Q99741)
P55283	P55283	CDH4	False	False	canonical_or_unversioned_accession	1	CDH4 (P55283)
B7Z8T0	B7Z8T0	CDK16	False	False	canonical_or_unversioned_accession	1	CDK16 (B7Z8T0)
Q00536	Q00536	CDK16	False	False	canonical_or_unversioned_accession	1	CDK16 (Q00536)
Q07002	Q07002	CDK18	False	False	canonical_or_unversioned_accession	1	CDK18 (Q07002)
G3V5T9	G3V5T9	CDK2	False	False	canonical_or_unversioned_accession	1	CDK2 (G3V5T9)
P24941	P24941	CDK2	False	False	canonical_or_unversioned_accession	1	CDK2 (P24941)
P11802	P11802	CDK4	False	False	canonical_or_unversioned_accession	1	CDK4 (P11802)
Q96SZ6	Q96SZ6	CDK5RAP1	False	False	canonical_or_unversioned_accession	1	CDK5RAP1 (Q96SZ6)
Q96JB5	Q96JB5	CDK5RAP3	False	False	canonical_or_unversioned_accession	1	CDK5RAP3 (Q96JB5)
P38936	P38936	CDKN1A	False	False	canonical_or_unversioned_accession	1	CDKN1A (P38936)
P42772	P42772	CDKN2B	False	False	canonical_or_unversioned_accession	1	CDKN2B (P42772)
Q9H211	Q9H211	CDT1	False	False	canonical_or_unversioned_accession	1	CDT1 (Q9H211)
Q9UKY7	Q9UKY7	CDV3	False	False	canonical_or_unversioned_accession	1	CDV3 (Q9UKY7)
P17676	P17676	CEBPB	False	False	canonical_or_unversioned_accession	1	CEBPB (P17676)
P53567	P53567	CEBPG	False	False	canonical_or_unversioned_accession	1	CEBPG (P53567)
G5EA30	G5EA30	CELF1	False	False	canonical_or_unversioned_accession	1	CELF1 (G5EA30)
E9PC62	E9PC62	CELF2	False	False	canonical_or_unversioned_accession	1	CELF2 (E9PC62)
G5EA30	G5EA30	CELF2	False	False	canonical_or_unversioned_accession	1	CELF2 (G5EA30)
Q5VZZ6	Q5VZZ6	CELF2	False	False	canonical_or_unversioned_accession	1	CELF2 (Q5VZZ6)
Q9NYQ6	Q9NYQ6	CELSR1	False	False	canonical_or_unversioned_accession	1	CELSR1 (Q9NYQ6)
Q9NYQ7	Q9NYQ7	CELSR3	False	False	canonical_or_unversioned_accession	1	CELSR3 (Q9NYQ7)
P49450	P49450	CENPA	False	False	canonical_or_unversioned_accession	1	CENPA (P49450)
Q02224	Q02224	CENPE	False	False	canonical_or_unversioned_accession	1	CENPE (Q02224)
Q9H3R5	Q9H3R5	CENPH	False	False	canonical_or_unversioned_accession	1	CENPH (Q9H3R5)
A0A0U1RRI6	A0A0U1RRI6	CENPVP3	False	False	canonical_or_unversioned_accession	1	CENPVP3 (A0A0U1RRI6)
Q6ZU80	Q6ZU80	CEP128	False	False	canonical_or_unversioned_accession	1	CEP128 (Q6ZU80)
Q9C0D2	Q9C0D2	CEP295	False	False	canonical_or_unversioned_accession	1	CEP295 (Q9C0D2)
E7EU22	E7EU22	CEP350	False	False	canonical_or_unversioned_accession	1	CEP350 (E7EU22)
Q76N32	Q76N32	CEP68	False	False	canonical_or_unversioned_accession	1	CEP68 (Q76N32)
Q9P209	Q9P209	CEP72	False	False	canonical_or_unversioned_accession	1	CEP72 (Q9P209)
Q5JTW2	Q5JTW2	CEP78	False	False	canonical_or_unversioned_accession	1	CEP78 (Q5JTW2)
Q5SZL2	Q5SZL2	CEP85L	False	False	canonical_or_unversioned_accession	1	CEP85L (Q5SZL2)
Q6ZMG9	Q6ZMG9	CERS6	False	False	canonical_or_unversioned_accession	1	CERS6 (Q6ZMG9)
P41208	P41208	CETN2	False	False	canonical_or_unversioned_accession	1	CETN2 (P41208)
O15182	O15182	CETN3	False	False	canonical_or_unversioned_accession	1	CETN3 (O15182)
P00746	P00746	CFD	False	False	canonical_or_unversioned_accession	1	CFD (P00746)
O15519	O15519	CFLAR	False	False	canonical_or_unversioned_accession	1	CFLAR (O15519)
Q9UFW8	Q9UFW8	CGGBP1	False	False	canonical_or_unversioned_accession	1	CGGBP1 (Q9UFW8)
Q9Y6H1	Q9Y6H1	CHCHD2	False	False	canonical_or_unversioned_accession	1	CHCHD2 (Q9Y6H1)
C9JRZ6	C9JRZ6	CHCHD3	False	False	canonical_or_unversioned_accession	1	CHCHD3 (C9JRZ6)
Q9NX63	Q9NX63	CHCHD3	False	False	canonical_or_unversioned_accession	1	CHCHD3 (Q9NX63)
O14646	O14646	CHD1	False	False	canonical_or_unversioned_accession	1	CHD1 (O14646)
Q8TD26	Q8TD26	CHD6	False	False	canonical_or_unversioned_accession	1	CHD6 (Q8TD26)
Q3L8U1	Q3L8U1	CHD9	False	False	canonical_or_unversioned_accession	1	CHD9 (Q3L8U1)
Q8NE62	Q8NE62	CHDH	False	False	canonical_or_unversioned_accession	1	CHDH (Q8NE62)
Q9UQN3	Q9UQN3	CHMP2B	False	False	canonical_or_unversioned_accession	1	CHMP2B (Q9UQN3)
Q9NZZ3	Q9NZZ3	CHMP5	False	False	canonical_or_unversioned_accession	1	CHMP5 (Q9NZZ3)
Q8WUX9	Q8WUX9	CHMP7	False	False	canonical_or_unversioned_accession	1	CHMP7 (Q8WUX9)
Q99653	Q99653	CHP	False	False	canonical_or_unversioned_accession	1	CHP (Q99653)
P02708	P02708	CHRNA1	False	False	canonical_or_unversioned_accession	1	CHRNA1 (P02708)
Q7LGC8	Q7LGC8	CHST3	False	False	canonical_or_unversioned_accession	1	CHST3 (Q7LGC8)
Q8WVB6	Q8WVB6	CHTF18	False	False	canonical_or_unversioned_accession	1	CHTF18 (Q8WVB6)
Q969X6	Q969X6	CIRH1A	False	False	canonical_or_unversioned_accession	1	CIRH1A (Q969X6)
O14578	O14578	CIT	False	False	canonical_or_unversioned_accession	1	CIT (O14578)
Q99967	Q99967	CITED2	False	False	canonical_or_unversioned_accession	1	CITED2 (Q99967)
Q9ULV3	Q9ULV3	CIZ1	False	False	canonical_or_unversioned_accession	1	CIZ1 (Q9ULV3)
Q07065	Q07065	CKAP4	False	False	canonical_or_unversioned_accession	1	CKAP4 (Q07065)
P06732	P06732	CKM	False	False	canonical_or_unversioned_accession	1	CKM (P06732)
P17540	P17540	CKMT2	False	False	canonical_or_unversioned_accession	1	CKMT2 (P17540)
P33552	P33552	CKS2	False	False	canonical_or_unversioned_accession	1	CKS2 (P33552)
Q96S66	Q96S66	CLCC1	False	False	canonical_or_unversioned_accession	1	CLCC1 (Q96S66)
P51798	P51798	CLCN7	False	False	canonical_or_unversioned_accession	1	CLCN7 (P51798)
F5H4D0	F5H4D0	CLEC16A	False	False	canonical_or_unversioned_accession	1	CLEC16A (F5H4D0)
Q2KHT3	Q2KHT3	CLEC16A	False	False	canonical_or_unversioned_accession	1	CLEC16A (Q2KHT3)
O14967	O14967	CLGN	False	False	canonical_or_unversioned_accession	1	CLGN (O14967)
Q9UDT6	Q9UDT6	CLIP2	False	False	canonical_or_unversioned_accession	1	CLIP2 (Q9UDT6)
O15516	O15516	CLOCK	False	False	canonical_or_unversioned_accession	1	CLOCK (O15516)
Q8NCR9	Q8NCR9	CLRN3	False	False	canonical_or_unversioned_accession	1	CLRN3 (Q8NCR9)
P09496	P09496	CLTA	False	False	canonical_or_unversioned_accession	1	CLTA (P09496)
Q00610	Q00610	CLTCL1	False	False	canonical_or_unversioned_accession	1	CLTCL1 (Q00610)
Q9NRP2	Q9NRP2	CMC2	False	False	canonical_or_unversioned_accession	1	CMC2 (Q9NRP2)
Q5EBM0	Q5EBM0	CMPK2	False	False	canonical_or_unversioned_accession	1	CMPK2 (Q5EBM0)
Q9BQ75	Q9BQ75	CMSS1	False	False	canonical_or_unversioned_accession	1	CMSS1 (Q9BQ75)
Q8N1G2	Q8N1G2	CMTR1	False	False	canonical_or_unversioned_accession	1	CMTR1 (Q8N1G2)
Q96KP4	Q96KP4	CNDP2	False	False	canonical_or_unversioned_accession	1	CNDP2 (Q96KP4)
Q8N9A8	Q8N9A8	CNEP1R1	False	False	canonical_or_unversioned_accession	1	CNEP1R1 (Q8N9A8)
Q8NE01	Q8NE01	CNNM3	False	False	canonical_or_unversioned_accession	1	CNNM3 (Q8NE01)
F8WAF2	F8WAF2	CNOT10	False	False	canonical_or_unversioned_accession	1	CNOT10 (F8WAF2)
Q9H9A5	Q9H9A5	CNOT10	False	False	canonical_or_unversioned_accession	1	CNOT10 (Q9H9A5)
Q9UKZ1	Q9UKZ1	CNOT11	False	False	canonical_or_unversioned_accession	1	CNOT11 (Q9UKZ1)
F8VQD8	F8VQD8	CNOT2	False	False	canonical_or_unversioned_accession	1	CNOT2 (F8VQD8)
F8VQP3	F8VQP3	CNOT4	False	False	canonical_or_unversioned_accession	1	CNOT4 (F8VQP3)
Q9Y2B0	Q9Y2B0	CNPY2	False	False	canonical_or_unversioned_accession	1	CNPY2 (Q9Y2B0)
Q7Z7A1	Q7Z7A1	CNTRL	False	False	canonical_or_unversioned_accession	1	CNTRL (Q7Z7A1)
Q8N137	Q8N137	CNTROB	False	False	canonical_or_unversioned_accession	1	CNTROB (Q8N137)
Q8WTW3	Q8WTW3	COG1	False	False	canonical_or_unversioned_accession	1	COG1 (Q8WTW3)
Q14746	Q14746	COG2	False	False	canonical_or_unversioned_accession	1	COG2 (Q14746)
Q9H9E3	Q9H9E3	COG4	False	False	canonical_or_unversioned_accession	1	COG4 (Q9H9E3)
P83436	P83436	COG7	False	False	canonical_or_unversioned_accession	1	COG7 (P83436)
Q05707	Q05707	COL14A1	False	False	canonical_or_unversioned_accession	1	COL14A1 (Q05707)
F5GZA2	F5GZA2	COL18A1	False	False	canonical_or_unversioned_accession	1	COL18A1 (F5GZA2)
P39060	P39060	COL18A1	False	False	canonical_or_unversioned_accession	1	COL18A1 (P39060)
Q86Y22	Q86Y22	COL23A1	False	False	canonical_or_unversioned_accession	1	COL23A1 (Q86Y22)
P02458	P02458	COL2A1	False	False	canonical_or_unversioned_accession	1	COL2A1 (P02458)
Q14031	Q14031	COL4A6	False	False	canonical_or_unversioned_accession	1	COL4A6 (Q14031)
Q5KU26	Q5KU26	COLEC12	False	False	canonical_or_unversioned_accession	1	COLEC12 (Q5KU26)
Q9Y215	Q9Y215	COLQ	False	False	canonical_or_unversioned_accession	1	COLQ (Q9Y215)
Q86X83	Q86X83	COMMD2	False	False	canonical_or_unversioned_accession	1	COMMD2 (Q86X83)
Q9H0A8	Q9H0A8	COMMD4	False	False	canonical_or_unversioned_accession	1	COMMD4 (Q9H0A8)
Q9BT78	Q9BT78	COPS4	False	False	canonical_or_unversioned_accession	1	COPS4 (Q9BT78)
Q5HYK3	Q5HYK3	COQ5	False	False	canonical_or_unversioned_accession	1	COQ5 (Q5HYK3)
Q99807	Q99807	COQ7	False	False	canonical_or_unversioned_accession	1	COQ7 (Q99807)
Q9BR76	Q9BR76	CORO1B	False	False	canonical_or_unversioned_accession	1	CORO1B (Q9BR76)
Q8N8Q8	Q8N8Q8	COX18	False	False	canonical_or_unversioned_accession	1	COX18 (Q8N8Q8)
O43402	O43402	COX4NB	False	False	canonical_or_unversioned_accession	1	COX4NB (O43402)
P12074	P12074	COX6A1	False	False	canonical_or_unversioned_accession	1	COX6A1 (P12074)
Q8NE35	Q8NE35	CPEB3	False	False	canonical_or_unversioned_accession	1	CPEB3 (Q8NE35)
Q96FN4	Q96FN4	CPNE2	False	False	canonical_or_unversioned_accession	1	CPNE2 (Q96FN4)
Q9HCH3	Q9HCH3	CPNE5	False	False	canonical_or_unversioned_accession	1	CPNE5 (Q9HCH3)
H0YGP4	H0YGP4	CPS1	False	False	canonical_or_unversioned_accession	1	CPS1 (H0YGP4)
Q9P2I0	Q9P2I0	CPSF2	False	False	canonical_or_unversioned_accession	1	CPSF2 (Q9P2I0)
Q5TA45	Q5TA45	CPSF3L	False	False	canonical_or_unversioned_accession	1	CPSF3L (Q5TA45)
O95639	O95639	CPSF4	False	False	canonical_or_unversioned_accession	1	CPSF4 (O95639)
Q9H3G5	Q9H3G5	CPVL	False	False	canonical_or_unversioned_accession	1	CPVL (Q9H3G5)
Q2VPA4	Q2VPA4	CR1L	False	False	canonical_or_unversioned_accession	1	CR1L (Q2VPA4)
P43155	P43155	CRAT	False	False	canonical_or_unversioned_accession	1	CRAT (P43155)
A0A1W2PPJ5	A0A1W2PPJ5	CRBN	False	False	canonical_or_unversioned_accession	1	CRBN (A0A1W2PPJ5)
Q9UGL9	Q9UGL9	CRCT1	False	False	canonical_or_unversioned_accession	1	CRCT1 (Q9UGL9)
P16220	P16220	CREB1	False	False	canonical_or_unversioned_accession	1	CREB1 (P16220)
Q02930	Q02930	CREB5	False	False	canonical_or_unversioned_accession	1	CREB5 (Q02930)
O60519	O60519	CREBL2	False	False	canonical_or_unversioned_accession	1	CREBL2 (O60519)
Q96HD1	Q96HD1	CRELD1	False	False	canonical_or_unversioned_accession	1	CRELD1 (Q96HD1)
P50238	P50238	CRIP1	False	False	canonical_or_unversioned_accession	1	CRIP1 (P50238)
Q9H336	Q9H336	CRISPLD1	False	False	canonical_or_unversioned_accession	1	CRISPLD1 (Q9H336)
P46108	P46108	CRK	False	False	canonical_or_unversioned_accession	1	CRK (P46108)
Q8IUI8	Q8IUI8	CRLF3	False	False	canonical_or_unversioned_accession	1	CRLF3 (Q8IUI8)
Q14194	Q14194	CRMP1	False	False	canonical_or_unversioned_accession	1	CRMP1 (Q14194)
Q9BZJ0	Q9BZJ0	CRNKL1	False	False	canonical_or_unversioned_accession	1	CRNKL1 (Q9BZJ0)
H0YDQ8	H0YDQ8	CRTC2	False	False	canonical_or_unversioned_accession	1	CRTC2 (H0YDQ8)
P02489	P02489	CRYAA	False	False	canonical_or_unversioned_accession	1	CRYAA (P02489)
P05813	P05813	CRYBA1	False	False	canonical_or_unversioned_accession	1	CRYBA1 (P05813)
B4DLE8	B4DLE8	CRYBG3	False	False	canonical_or_unversioned_accession	1	CRYBG3 (B4DLE8)
Q68DQ2	Q68DQ2	CRYBG3	False	False	canonical_or_unversioned_accession	1	CRYBG3 (Q68DQ2)
O75390	O75390	CS	False	False	canonical_or_unversioned_accession	1	CS (O75390)
P32927	P32927	CSF2RB	False	False	canonical_or_unversioned_accession	1	CSF2RB (P32927)
P78368	P78368	CSNK1G2	False	False	canonical_or_unversioned_accession	1	CSNK1G2 (P78368)
A0A2R8YD58	A0A2R8YD58	CSNK2A1	False	False	canonical_or_unversioned_accession	1	CSNK2A1 (A0A2R8YD58)
E7EU96	E7EU96	CSNK2A1	False	False	canonical_or_unversioned_accession	1	CSNK2A1 (E7EU96)
P68400	P68400	CSNK2A1	False	False	canonical_or_unversioned_accession	1	CSNK2A1 (P68400)
Q8NEV1	Q8NEV1	CSNK2A3	False	False	canonical_or_unversioned_accession	1	CSNK2A3 (Q8NEV1)
Q96S65	Q96S65	CSRNP1	False	False	canonical_or_unversioned_accession	1	CSRNP1 (Q96S65)
Q9H112	Q9H112	CST11	False	False	canonical_or_unversioned_accession	1	CST11 (Q9H112)
P04080	P04080	CSTB	False	False	canonical_or_unversioned_accession	1	CSTB (P04080)
Q12996	Q12996	CSTF3	False	False	canonical_or_unversioned_accession	1	CSTF3 (Q12996)
O75638	O75638	CTAG2	False	False	canonical_or_unversioned_accession	1	CTAG2 (O75638)
Q96PC5	Q96PC5	CTAGE5	False	False	canonical_or_unversioned_accession	1	CTAGE5 (Q96PC5)
Q86UF2	Q86UF2	CTAGE6	False	False	canonical_or_unversioned_accession	1	CTAGE6 (Q86UF2)
O95476	O95476	CTDNEP1	False	False	canonical_or_unversioned_accession	1	CTDNEP1 (O95476)
Q05D32	Q05D32	CTDSPL2	False	False	canonical_or_unversioned_accession	1	CTDSPL2 (Q05D32)
Q9UBT7	Q9UBT7	CTNNAL1	False	False	canonical_or_unversioned_accession	1	CTNNAL1 (Q9UBT7)
P35222	P35222	CTNNB1	False	False	canonical_or_unversioned_accession	1	CTNNB1 (P35222)
C9JZR2	C9JZR2	CTNND1	False	False	canonical_or_unversioned_accession	1	CTNND1 (C9JZR2)
Q8WZ74	Q8WZ74	CTTNBP2	False	False	canonical_or_unversioned_accession	1	CTTNBP2 (Q8WZ74)
Q9P2B4	Q9P2B4	CTTNBP2NL	False	False	canonical_or_unversioned_accession	1	CTTNBP2NL (Q9P2B4)
O60494	O60494	CUBN	False	False	canonical_or_unversioned_accession	1	CUBN (O60494)
Q9NWM3	Q9NWM3	CUEDC1	False	False	canonical_or_unversioned_accession	1	CUEDC1 (Q9NWM3)
Q13616	Q13616	CUL1	False	False	canonical_or_unversioned_accession	1	CUL1 (Q13616)
G3V1S2	G3V1S2	CUL2	False	False	canonical_or_unversioned_accession	1	CUL2 (G3V1S2)
Q13617	Q13617	CUL2	False	False	canonical_or_unversioned_accession	1	CUL2 (Q13617)
P39880	P39880	CUX1	False	False	canonical_or_unversioned_accession	1	CUX1 (P39880)
Q13948	Q13948	CUX1	False	False	canonical_or_unversioned_accession	1	CUX1 (Q13948)
Q9HCG8	Q9HCG8	CWC22	False	False	canonical_or_unversioned_accession	1	CWC22 (Q9HCG8)
Q9NXE8	Q9NXE8	CWC25	False	False	canonical_or_unversioned_accession	1	CWC25 (Q9NXE8)
Q6UX04	Q6UX04	CWC27	False	False	canonical_or_unversioned_accession	1	CWC27 (Q6UX04)
Q2TBE0	Q2TBE0	CWF19L2	False	False	canonical_or_unversioned_accession	1	CWF19L2 (Q2TBE0)
P61073	P61073	CXCR4	False	False	canonical_or_unversioned_accession	1	CXCR4 (P61073)
Q9P0U4	Q9P0U4	CXXC1	False	False	canonical_or_unversioned_accession	1	CXXC1 (Q9P0U4)
Q86X51	Q86X51	CXorf67	False	False	canonical_or_unversioned_accession	1	CXorf67 (Q86X51)
P00167	P00167	CYB5A	False	False	canonical_or_unversioned_accession	1	CYB5A (P00167)
Q6P9G0	Q6P9G0	CYB5D1	False	False	canonical_or_unversioned_accession	1	CYB5D1 (Q6P9G0)
Q4G0S4	Q4G0S4	CYP27C1	False	False	canonical_or_unversioned_accession	1	CYP27C1 (Q4G0S4)
Q9HBI6	Q9HBI6	CYP4F11	False	False	canonical_or_unversioned_accession	1	CYP4F11 (Q9HBI6)
Q16850	Q16850	CYP51A1	False	False	canonical_or_unversioned_accession	1	CYP51A1 (Q16850)
Q9Y4D1	Q9Y4D1	DAAM1	False	False	canonical_or_unversioned_accession	1	DAAM1 (Q9Y4D1)
Q9NYF0	Q9NYF0	DACT1	False	False	canonical_or_unversioned_accession	1	DACT1 (Q9NYF0)
Q3LXA3	Q3LXA3	DAK	False	False	canonical_or_unversioned_accession	1	DAK (Q3LXA3)
Q9BTK2	Q9BTK2	DANT2	False	False	canonical_or_unversioned_accession	1	DANT2 (Q9BTK2)
P51397	P51397	DAP	False	False	canonical_or_unversioned_accession	1	DAP (P51397)
K7EQ55	K7EQ55	DAZAP1	False	False	canonical_or_unversioned_accession	1	DAZAP1 (K7EQ55)
Q16643	Q16643	DBN1	False	False	canonical_or_unversioned_accession	1	DBN1 (Q16643)
Q9UJU6	Q9UJU6	DBNL	False	False	canonical_or_unversioned_accession	1	DBNL (Q9UJU6)
Q9NV06	Q9NV06	DCAF13	False	False	canonical_or_unversioned_accession	1	DCAF13 (Q9NV06)
Q8NA75	Q8NA75	DCAF4L2	False	False	canonical_or_unversioned_accession	1	DCAF4L2 (Q8NA75)
Q96JK2	Q96JK2	DCAF5	False	False	canonical_or_unversioned_accession	1	DCAF5 (Q96JK2)
Q5TAQ9	Q5TAQ9	DCAF8	False	False	canonical_or_unversioned_accession	1	DCAF8 (Q5TAQ9)
P81605	P81605	DCD	False	False	canonical_or_unversioned_accession	1	DCD (P81605)
Q96JQ0	Q96JQ0	DCHS1	False	False	canonical_or_unversioned_accession	1	DCHS1 (Q96JQ0)
Q6V1P9	Q6V1P9	DCHS2	False	False	canonical_or_unversioned_accession	1	DCHS2 (Q6V1P9)
Q9NPI6	Q9NPI6	DCP1A	False	False	canonical_or_unversioned_accession	1	DCP1A (Q9NPI6)
Q8IU60	Q8IU60	DCP2	False	False	canonical_or_unversioned_accession	1	DCP2 (Q8IU60)
Q5T1A1	Q5T1A1	DCST2	False	False	canonical_or_unversioned_accession	1	DCST2 (Q5T1A1)
P40126	P40126	DCT	False	False	canonical_or_unversioned_accession	1	DCT (P40126)
F5H2S7	F5H2S7	DCTN2	False	False	canonical_or_unversioned_accession	1	DCTN2 (F5H2S7)
Q13561	Q13561	DCTN2	False	False	canonical_or_unversioned_accession	1	DCTN2 (Q13561)
O75935	O75935	DCTN3	False	False	canonical_or_unversioned_accession	1	DCTN3 (O75935)
Q9UJW0	Q9UJW0	DCTN4	False	False	canonical_or_unversioned_accession	1	DCTN4 (Q9UJW0)
P39656	P39656	DDOST	False	False	canonical_or_unversioned_accession	1	DDOST (P39656)
A6NHG4	A6NHG4	DDTL	False	False	canonical_or_unversioned_accession	1	DDTL (A6NHG4)
Q13206	Q13206	DDX10	False	False	canonical_or_unversioned_accession	1	DDX10 (Q13206)
Q9NUU7	Q9NUU7	DDX19A	False	False	canonical_or_unversioned_accession	1	DDX19A (Q9NUU7)
Q9UMR2	Q9UMR2	DDX19B	False	False	canonical_or_unversioned_accession	1	DDX19B (Q9UMR2)
Q9UHI6	Q9UHI6	DDX20	False	False	canonical_or_unversioned_accession	1	DDX20 (Q9UHI6)
Q9GZR7	Q9GZR7	DDX24	False	False	canonical_or_unversioned_accession	1	DDX24 (Q9GZR7)
Q9H8H2	Q9H8H2	DDX31	False	False	canonical_or_unversioned_accession	1	DDX31 (Q9H8H2)
Q13838	Q13838	DDX39A	False	False	canonical_or_unversioned_accession	1	DDX39A (Q13838)
A0A2R8YFS5	A0A2R8YFS5	DDX3Y	False	False	canonical_or_unversioned_accession	1	DDX3Y (A0A2R8YFS5)
Q9Y2R4	Q9Y2R4	DDX52	False	False	canonical_or_unversioned_accession	1	DDX52 (Q9Y2R4)
Q8NHQ9	Q8NHQ9	DDX55	False	False	canonical_or_unversioned_accession	1	DDX55 (Q8NHQ9)
Q16698	Q16698	DECR1	False	False	canonical_or_unversioned_accession	1	DECR1 (Q16698)
Q9NUI1	Q9NUI1	DECR2	False	False	canonical_or_unversioned_accession	1	DECR2 (Q9NUI1)
A4D1U4	A4D1U4	DENND11	False	False	canonical_or_unversioned_accession	1	DENND11 (A4D1U4)
Q8IV53	Q8IV53	DENND1C	False	False	canonical_or_unversioned_accession	1	DENND1C (Q8IV53)
Q7Z401	Q7Z401	DENND4A	False	False	canonical_or_unversioned_accession	1	DENND4A (Q7Z401)
Q5VZ89	Q5VZ89	DENND4C	False	False	canonical_or_unversioned_accession	1	DENND4C (Q5VZ89)
Q6IQ26	Q6IQ26	DENND5A	False	False	canonical_or_unversioned_accession	1	DENND5A (Q6IQ26)
Q9BUN8	Q9BUN8	DERL1	False	False	canonical_or_unversioned_accession	1	DERL1 (Q9BUN8)
O00273	O00273	DFFA	False	False	canonical_or_unversioned_accession	1	DFFA (O00273)
P98153	P98153	DGCR2	False	False	canonical_or_unversioned_accession	1	DGCR2 (P98153)
Q14129	Q14129	DGCR6	False	False	canonical_or_unversioned_accession	1	DGCR6 (Q14129)
Q86XF0	Q86XF0	DHFRL1	False	False	canonical_or_unversioned_accession	1	DHFRL1 (Q86XF0)
Q96LJ7	Q96LJ7	DHRS1	False	False	canonical_or_unversioned_accession	1	DHRS1 (Q96LJ7)
O75911	O75911	DHRS3	False	False	canonical_or_unversioned_accession	1	DHRS3 (O75911)
Q9BTZ2	Q9BTZ2	DHRS4	False	False	canonical_or_unversioned_accession	1	DHRS4 (Q9BTZ2)
Q8N5I4	Q8N5I4	DHRSX	False	False	canonical_or_unversioned_accession	1	DHRSX (Q8N5I4)
O60231	O60231	DHX16	False	False	canonical_or_unversioned_accession	1	DHX16 (O60231)
Q6P158	Q6P158	DHX57	False	False	canonical_or_unversioned_accession	1	DHX57 (Q6P158)
Q14562	Q14562	DHX8	False	False	canonical_or_unversioned_accession	1	DHX8 (Q14562)
A0A0G2JH68	A0A0G2JH68	DIAPH1	False	False	canonical_or_unversioned_accession	1	DIAPH1 (A0A0G2JH68)
E9PER1	E9PER1	DIP2A	False	False	canonical_or_unversioned_accession	1	DIP2A (E9PER1)
A7MBM2	A7MBM2	DISP2	False	False	canonical_or_unversioned_accession	1	DISP2 (A7MBM2)
P09622	P09622	DLD	False	False	canonical_or_unversioned_accession	1	DLD (P09622)
Q15398	Q15398	DLGAP5	False	False	canonical_or_unversioned_accession	1	DLGAP5 (Q15398)
Q9NPF5	Q9NPF5	DMAP1	False	False	canonical_or_unversioned_accession	1	DMAP1 (Q9NPF5)
G5E982	G5E982	DMPK	False	False	canonical_or_unversioned_accession	1	DMPK (G5E982)
Q09013	Q09013	DMPK	False	False	canonical_or_unversioned_accession	1	DMPK (Q09013)
Q9Y5R6	Q9Y5R6	DMRT1	False	False	canonical_or_unversioned_accession	1	DMRT1 (Q9Y5R6)
Q9NQL9	Q9NQL9	DMRT3	False	False	canonical_or_unversioned_accession	1	DMRT3 (Q9NQL9)
Q8TDJ6	Q8TDJ6	DMXL2	False	False	canonical_or_unversioned_accession	1	DMXL2 (Q8TDJ6)
E9PAX5	E9PAX5	DNAAF3	False	False	canonical_or_unversioned_accession	1	DNAAF3 (E9PAX5)
