substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
Q53H47	Q53H47	Q53H47	False	canonical_or_unversioned_accession	SETMAR	3	Q53H47	Maron2021	False
Q53SZ7	Q53SZ7	Q53SZ7	False	canonical_or_unversioned_accession	PRR30	1	Q53SZ7	Maron2021	False
Q53TS8	Q53TS8	Q53TS8	False	canonical_or_unversioned_accession	C2CD6	1	Q53TS8	Maron2021	False
Q562F6	Q562F6	Q562F6	False	canonical_or_unversioned_accession	SGOL2	1	Q562F6	Maron2021	False
Q562R1	Q562R1	Q562R1	False	canonical_or_unversioned_accession	ACTBL2	3	Q562R1	Maron2021	False
Q56NI9	Q56NI9	Q56NI9	False	canonical_or_unversioned_accession	ESCO2	1	Q56NI9	Maron2021	False
Q58EX2	Q58EX2	Q58EX2	False	canonical_or_unversioned_accession	SDK2	1	Q58EX2	Maron2021	False
Q58EX7	Q58EX7	Q58EX7	False	canonical_or_unversioned_accession	PLEKHG4	1	Q58EX7	Maron2021	False
Q58FF3	Q58FF3	Q58FF3	False	canonical_or_unversioned_accession	HSP90B2P	1	Q58FF3	Maron2021	False
Q58FF7	Q58FF7	Q58FF7	False	canonical_or_unversioned_accession	HSP90AB3P	1	Q58FF7	Maron2021	False
Q58WW2	Q58WW2	Q58WW2	False	canonical_or_unversioned_accession	DCAF6	6	Q58WW2	Maron2021;ProMetheusDB	False
Q5BJF6	Q5BJF6	Q5BJF6	False	canonical_or_unversioned_accession	ODF2	1	Q5BJF6	Maron2021	False
Q5BJH7	Q5BJH7	Q5BJH7	False	canonical_or_unversioned_accession	YIF1B	3	Q5BJH7	Maron2021	False
Q5BKY9	Q5BKY9	Q5BKY9	False	canonical_or_unversioned_accession	FAM133B	2	Q5BKY9	Maron2021	False
Q5BKZ1	Q5BKZ1	Q5BKZ1	False	canonical_or_unversioned_accession	ZNF326	13	Q5BKZ1	Maron2021;ProMetheusDB;human_ptm_master	False
Q5C9Z4	Q5C9Z4	Q5C9Z4	False	canonical_or_unversioned_accession	NOM1	3	Q5C9Z4	Maron2021	False
Q5CZ79	Q5CZ79	Q5CZ79	False	canonical_or_unversioned_accession	ANKRD20A8P	1	Q5CZ79	Maron2021	False
Q5CZC0	Q5CZC0	Q5CZC0	False	canonical_or_unversioned_accession	FSIP2	4	Q5CZC0	Maron2021	False
Q5EBL8	Q5EBL8	Q5EBL8	False	canonical_or_unversioned_accession	PDZD11	1	Q5EBL8	Maron2021	False
Q5EBM0	Q5EBM0	Q5EBM0	False	canonical_or_unversioned_accession	CMPK2	1	Q5EBM0	Maron2021	False
Q5FVE4	Q5FVE4	Q5FVE4	False	canonical_or_unversioned_accession	ACSBG2	1	Q5FVE4	ProMetheusDB	False
Q5H9F3	Q5H9F3	Q5H9F3	False	canonical_or_unversioned_accession	BCORL1	2	Q5H9F3	Maron2021	False
Q5H9L2	Q5H9L2	Q5H9L2	False	canonical_or_unversioned_accession	TCEAL5	1	Q5H9L2	Maron2021;ProMetheusDB	False
Q5H9R7	Q5H9R7	Q5H9R7	False	canonical_or_unversioned_accession	PPP6R3	1	Q5H9R7	Maron2021	False
Q5HY92	Q5HY92	Q5HY92	False	canonical_or_unversioned_accession	FIGN	1	Q5HY92	Maron2021	False
Q5HYB6	Q5HYB6	Q5HYB6	False	canonical_or_unversioned_accession	TPM3	1	Q5HYB6	Maron2021	False
Q5HYI8	Q5HYI8	Q5HYI8	False	canonical_or_unversioned_accession	RABL3	1	Q5HYI8	Maron2021;ProMetheusDB	False
Q5HYK3	Q5HYK3	Q5HYK3	False	canonical_or_unversioned_accession	COQ5	1	Q5HYK3	Maron2021	False
Q5HYW2	Q5HYW2	Q5HYW2	False	canonical_or_unversioned_accession	NHSL2	1	Q5HYW2	Maron2021	False
Q5J8M3	Q5J8M3	Q5J8M3	False	canonical_or_unversioned_accession	TMEM85	2	Q5J8M3	Maron2021	False
Q5JP00	Q5JP00	Q5JP00	False	canonical_or_unversioned_accession	RBBP7	5	Q5JP00	Maron2021	False
Q5JPH6	Q5JPH6	Q5JPH6	False	canonical_or_unversioned_accession	EARS2	1	Q5JPH6	Maron2021	False
Q5JPI3	Q5JPI3	Q5JPI3	False	canonical_or_unversioned_accession	C3orf38	1	Q5JPI3	Maron2021	False
Q5JRA6	Q5JRA6	Q5JRA6	False	canonical_or_unversioned_accession	MIA3	7	Q5JRA6	Maron2021;ProMetheusDB	False
Q5JRX3	Q5JRX3	Q5JRX3	False	canonical_or_unversioned_accession	PITRM1	4	Q5JRX3	Maron2021;ProMetheusDB	False
Q5JSZ5	Q5JSZ5	Q5JSZ5	False	canonical_or_unversioned_accession	PRRC2B	22	Q5JSZ5	Maron2021;ProMetheusDB	False
Q5JT09	Q5JT09	Q5JT09	False	canonical_or_unversioned_accession	UCK1	1	Q5JT09	Maron2021	False
Q5JT82	Q5JT82	Q5JT82	False	canonical_or_unversioned_accession	KLF17	1	Q5JT82	Maron2021	False
Q5JTC6	Q5JTC6	Q5JTC6	False	canonical_or_unversioned_accession	FAM123B	1	Q5JTC6	Maron2021	False
Q5JTD0	Q5JTD0	Q5JTD0	False	canonical_or_unversioned_accession	TJAP1	1	Q5JTD0	Maron2021	False
Q5JTH9	Q5JTH9	Q5JTH9	False	canonical_or_unversioned_accession	RRP12	3	Q5JTH9	Maron2021	False
Q5JTV8	Q5JTV8	Q5JTV8	False	canonical_or_unversioned_accession	TOR1AIP1	1	Q5JTV8	Maron2021	False
Q5JTW2	Q5JTW2	Q5JTW2	False	canonical_or_unversioned_accession	CEP78	1	Q5JTW2	Maron2021	False
Q5JTZ9	Q5JTZ9	Q5JTZ9	False	canonical_or_unversioned_accession	AARS2	5	Q5JTZ9	Maron2021	False
Q5JU85	Q5JU85	Q5JU85	False	canonical_or_unversioned_accession	IQSEC2	2	Q5JU85	Maron2021;ProMetheusDB	False
Q5JUK3	Q5JUK3	Q5JUK3	False	canonical_or_unversioned_accession	KCNT1	1	Q5JUK3	Maron2021	False
Q5JUX0	Q5JUX0	Q5JUX0	False	canonical_or_unversioned_accession	SPIN3	1	Q5JUX0	Maron2021	False
Q5JV73	Q5JV73	Q5JV73	False	canonical_or_unversioned_accession	FRMPD3	1	Q5JV73	Maron2021	False
Q5JVS0	Q5JVS0	Q5JVS0	False	canonical_or_unversioned_accession	HABP4	11	Q5JVS0	Maron2021;human_ptm_master	False
Q5JWF2	Q5JWF2	Q5JWF2	False	canonical_or_unversioned_accession	GNAS	2	Q5JWF2	Maron2021	False
Q5JWF8	Q5JWF8	Q5JWF8	False	canonical_or_unversioned_accession	ACTL10	1	Q5JWF8	Maron2021	False
Q5KU26	Q5KU26	Q5KU26	False	canonical_or_unversioned_accession	COLEC12	1	Q5KU26	Maron2021	False
Q5MIZ7	Q5MIZ7	Q5MIZ7	False	canonical_or_unversioned_accession	PPP4R3B	1	Q5MIZ7	Maron2021	False
Q5MNZ6	Q5MNZ6	Q5MNZ6	False	canonical_or_unversioned_accession	WDR45L	1	Q5MNZ6	Maron2021	False
Q5NUL3	Q5NUL3	Q5NUL3	False	canonical_or_unversioned_accession	FFAR4	1	Q5NUL3	Maron2021	False
Q5PRF9	Q5PRF9	Q5PRF9	False	canonical_or_unversioned_accession	SAMD4B	5	Q5PRF9	Maron2021;ProMetheusDB;human_ptm_master	False
Q5QGS0	Q5QGS0	Q5QGS0	False	canonical_or_unversioned_accession	KIAA2022	1	Q5QGS0	Maron2021	False
Q5QJE6	Q5QJE6	Q5QJE6	False	canonical_or_unversioned_accession	DNTTIP2	1	Q5QJE6	Maron2021	False
Q5QNW6	Q5QNW6	Q5QNW6	False	canonical_or_unversioned_accession	HIST2H2BF	5	Q5QNW6	Maron2021	False
Q5QP82	Q5QP82	Q5QP82	False	canonical_or_unversioned_accession	DCAF10	2	Q5QP82	Maron2021;ProMetheusDB;human_ptm_master	False
Q5QPM7	Q5QPM7	Q5QPM7	False	canonical_or_unversioned_accession	PSMF1	4	Q5QPM7	Maron2021	False
Q5QPS4	Q5QPS4	Q5QPS4	False	canonical_or_unversioned_accession	NADK	3	Q5QPS4	Maron2021	False
Q5R372	Q5R372	Q5R372	False	canonical_or_unversioned_accession	RABGAP1L	1	Q5R372	ProMetheusDB	False
Q5RKV6	Q5RKV6	Q5RKV6	False	canonical_or_unversioned_accession	EXOSC6	3	Q5RKV6	Maron2021	False
Q5SQI0	Q5SQI0	Q5SQI0	False	canonical_or_unversioned_accession	ATAT1	2	Q5SQI0	Maron2021;human_ptm_master	False
Q5SRE5	Q5SRE5	Q5SRE5	False	canonical_or_unversioned_accession	NUP188	3	Q5SRE5	Maron2021	False
Q5SRN2	Q5SRN2	Q5SRN2	False	canonical_or_unversioned_accession	C6orf10	1	Q5SRN2	Maron2021	False
Q5SRQ6	Q5SRQ6	Q5SRQ6	False	canonical_or_unversioned_accession	CSNK2B	3	Q5SRQ6	Maron2021	False
Q5SSJ5	Q5SSJ5	Q5SSJ5	False	canonical_or_unversioned_accession	HP1BP3	1	Q5SSJ5	Maron2021	False
Q5STQ1	Q5STQ1	Q5STQ1	False	canonical_or_unversioned_accession	RXRB	5	Q5STQ1	Maron2021	False
Q5SW79	Q5SW79	Q5SW79	False	canonical_or_unversioned_accession	CEP170	3	Q5SW79	Maron2021	False
Q5SXM2	Q5SXM2	Q5SXM2	False	canonical_or_unversioned_accession	SNAPC4	1	Q5SXM2	Maron2021	False
Q5SY16	Q5SY16	Q5SY16	False	canonical_or_unversioned_accession	NOL9	1	Q5SY16	Maron2021	False
Q5SYE7	Q5SYE7	Q5SYE7	False	canonical_or_unversioned_accession	NHSL1	2	Q5SYE7	Maron2021	False
Q5SZJ8	Q5SZJ8	Q5SZJ8	False	canonical_or_unversioned_accession	BEND6	1	Q5SZJ8	Maron2021	False
Q5SZL2	Q5SZL2	Q5SZL2	False	canonical_or_unversioned_accession	CEP85L	1	Q5SZL2	Maron2021	False
Q5T011	Q5T011	Q5T011	False	canonical_or_unversioned_accession	SZT2	2	Q5T011	Maron2021	False
Q5T089	Q5T089	Q5T089	False	canonical_or_unversioned_accession	MORN1	1	Q5T089	Maron2021	False
Q5T0B9	Q5T0B9	Q5T0B9	False	canonical_or_unversioned_accession	ZNF362	1	Q5T0B9	Maron2021	False
Q5T0F9	Q5T0F9	Q5T0F9	False	canonical_or_unversioned_accession	CC2D1B	1	Q5T0F9	Maron2021	False
Q5T0W9	Q5T0W9	Q5T0W9	False	canonical_or_unversioned_accession	FAM83B	4	Q5T0W9	Maron2021	False
Q5T0Z8	Q5T0Z8	Q5T0Z8	False	canonical_or_unversioned_accession	C6orf132	12	Q5T0Z8	Maron2021;ProMetheusDB;human_ptm_master	False
Q5T123	Q5T123	Q5T123	False	canonical_or_unversioned_accession	SH3BGRL3	2	Q5T123	Maron2021	False
Q5T171	Q5T171	Q5T171	False	canonical_or_unversioned_accession	PYGO2	2	Q5T171	Maron2021	False
Q5T1A1	Q5T1A1	Q5T1A1	False	canonical_or_unversioned_accession	DCST2	1	Q5T1A1	Maron2021	False
Q5T1M5	Q5T1M5	Q5T1M5	False	canonical_or_unversioned_accession	FKBP15	1	Q5T1M5	Maron2021	False
Q5T1R4	Q5T1R4	Q5T1R4	False	canonical_or_unversioned_accession	HIVEP3	2	Q5T1R4	Maron2021	False
Q5T1Z4	Q5T1Z4	Q5T1Z4	False	canonical_or_unversioned_accession	PUM1	1	Q5T1Z4	Maron2021	False
Q5T200	Q5T200	Q5T200	False	canonical_or_unversioned_accession	ZC3H13	8	Q5T200	Maron2021;ProMetheusDB	False
Q5T280	Q5T280	Q5T280	False	canonical_or_unversioned_accession	C9orf114	1	Q5T280	Maron2021	False
Q5T2E6	Q5T2E6	Q5T2E6	False	canonical_or_unversioned_accession	C10orf76	2	Q5T2E6	Maron2021	False
Q5T2N8	Q5T2N8	Q5T2N8	False	canonical_or_unversioned_accession	ATAD3C	1	Q5T2N8	Maron2021	False
Q5T3I0	Q5T3I0	Q5T3I0	False	canonical_or_unversioned_accession	GPATCH4	3	Q5T3I0	Maron2021	False
Q5T440	Q5T440	Q5T440	False	canonical_or_unversioned_accession	IBA57	1	Q5T440	Maron2021	False
Q5T4S7	Q5T4S7	Q5T4S7	False	canonical_or_unversioned_accession	UBR4	3	Q5T4S7	Maron2021	False
Q5T4U5	Q5T4U5	Q5T4U5	False	canonical_or_unversioned_accession	ACADM	4	Q5T4U5	Maron2021	False
Q5T5P2	Q5T5P2	Q5T5P2	False	canonical_or_unversioned_accession	SKT	4	Q5T5P2	Maron2021	False
Q5T5S1	Q5T5S1	Q5T5S1	False	canonical_or_unversioned_accession	KIAA1984	2	Q5T5S1	Maron2021	False
Q5T5U3	Q5T5U3	Q5T5U3	False	canonical_or_unversioned_accession	ARHGAP21	3	Q5T5U3	Maron2021;human_ptm_master	False
Q5T5X7	Q5T5X7	Q5T5X7	False	canonical_or_unversioned_accession	BEND3	2	Q5T5X7	Maron2021	False
Q5T6F2	Q5T6F2	Q5T6F2	False	canonical_or_unversioned_accession	UBAP2	5	Q5T6F2	Maron2021;ProMetheusDB;human_ptm_master	False
Q5T6L9	Q5T6L9	Q5T6L9	False	canonical_or_unversioned_accession	ERMARD	1	Q5T6L9	Maron2021	False
Q5T6V5	Q5T6V5	Q5T6V5	False	canonical_or_unversioned_accession	C9orf64	1	Q5T6V5	Maron2021	False
Q5T7N2	Q5T7N2	Q5T7N2	False	canonical_or_unversioned_accession	L1TD1	1	Q5T7N2	Maron2021	False
Q5T8I3	Q5T8I3	Q5T8I3	False	canonical_or_unversioned_accession	FAM102B	2	Q5T8I3	Maron2021	False
Q5T8P6	Q5T8P6	Q5T8P6	False	canonical_or_unversioned_accession	RBM26	7	Q5T8P6	Maron2021;ProMetheusDB	False
Q5T8R8	Q5T8R8	Q5T8R8	False	canonical_or_unversioned_accession	DOCK8-AS1	1	Q5T8R8	Maron2021	False
Q5T9B7	Q5T9B7	Q5T9B7	False	canonical_or_unversioned_accession	AK1	2	Q5T9B7	Maron2021	False
Q5TA31	Q5TA31	Q5TA31	False	canonical_or_unversioned_accession	RNF187	2	Q5TA31	Maron2021;human_ptm_master	False
Q5TA45	Q5TA45	Q5TA45	False	canonical_or_unversioned_accession	CPSF3L	1	Q5TA45	Maron2021	False
Q5TAQ9	Q5TAQ9	Q5TAQ9	False	canonical_or_unversioned_accession	DCAF8	1	Q5TAQ9	human_ptm_master	False
Q5TAX3	Q5TAX3	Q5TAX3	False	canonical_or_unversioned_accession	ZCCHC11	2	Q5TAX3	Maron2021	False
Q5TBK1	Q5TBK1	Q5TBK1	False	canonical_or_unversioned_accession	N4BP2L1	1	Q5TBK1	Maron2021	False
Q5TC12	Q5TC12	Q5TC12	False	canonical_or_unversioned_accession	ATPAF1	1	Q5TC12	Maron2021	False
Q5TC82	Q5TC82	Q5TC82	False	canonical_or_unversioned_accession	RC3H1	5	Q5TC82	Maron2021;ProMetheusDB	False
Q5TCZ1	Q5TCZ1	Q5TCZ1	False	canonical_or_unversioned_accession	SH3PXD2A	2	Q5TCZ1	Maron2021	False
Q5TD97	Q5TD97	Q5TD97	False	canonical_or_unversioned_accession	FHL5	1	Q5TD97	Maron2021	False
Q5TDH0	Q5TDH0	Q5TDH0	False	canonical_or_unversioned_accession	DDI2	3	Q5TDH0	Maron2021;ProMetheusDB	False
Q5TF21	Q5TF21	Q5TF21	False	canonical_or_unversioned_accession	C6orf174	1	Q5TF21	Maron2021	False
Q5TG53	Q5TG53	Q5TG53	False	canonical_or_unversioned_accession	SERTAD4-AS1	1	Q5TG53	Maron2021	False
Q5TGY1	Q5TGY1	Q5TGY1	False	canonical_or_unversioned_accession	TMCO4	1	Q5TGY1	Maron2021	False
Q5TGY3	Q5TGY3	Q5TGY3	False	canonical_or_unversioned_accession	AHDC1	5	Q5TGY3	Maron2021;human_ptm_master	False
Q5TH69	Q5TH69	Q5TH69	False	canonical_or_unversioned_accession	ARFGEF3	1	Q5TH69	Maron2021	False
Q5TH74	Q5TH74	Q5TH74	False	canonical_or_unversioned_accession	STPG1	1	Q5TH74	Maron2021	False
Q5TYX0	Q5TYX0	Q5TYX0	False	canonical_or_unversioned_accession	PRAMEF5	1	Q5TYX0	Maron2021	False
Q5TZA2	Q5TZA2	Q5TZA2	False	canonical_or_unversioned_accession	CROCC	3	Q5TZA2	Maron2021	False
Q5U5R9	Q5U5R9	Q5U5R9	False	canonical_or_unversioned_accession	HECTD2	1	Q5U5R9	Maron2021	False
Q5UCC4	Q5UCC4	Q5UCC4	False	canonical_or_unversioned_accession	C19orf63	1	Q5UCC4	Maron2021	False
Q5UIP0	Q5UIP0	Q5UIP0	False	canonical_or_unversioned_accession	RIF1	1	Q5UIP0	Maron2021	False
Q5VST9	Q5VST9	Q5VST9	False	canonical_or_unversioned_accession	OBSCN	3	Q5VST9	Maron2021	False
Q5VT06	Q5VT06	Q5VT06	False	canonical_or_unversioned_accession	CEP350	2	Q5VT06	Maron2021	False
Q5VT25	Q5VT25	Q5VT25	False	canonical_or_unversioned_accession	CDC42BPA	2	Q5VT25	Maron2021	False
Q5VT52	Q5VT52	Q5VT52	False	canonical_or_unversioned_accession	RPRD2	19	Q5VT52	Maron2021;ProMetheusDB;human_ptm_master	False
Q5VT66	Q5VT66	Q5VT66	False	canonical_or_unversioned_accession	MTARC1	1	Q5VT66	Maron2021	False
Q5VT79	Q5VT79	Q5VT79	False	canonical_or_unversioned_accession	ANXA8	1	Q5VT79	Maron2021	False
Q5VT97	Q5VT97	Q5VT97	False	canonical_or_unversioned_accession	SYDE2	2	Q5VT97	Maron2021	False
Q5VTB9	Q5VTB9	Q5VTB9	False	canonical_or_unversioned_accession	RNF220	1	Q5VTB9	Maron2021	False
Q5VTE0	Q5VTE0	Q5VTE0	False	canonical_or_unversioned_accession	EEF1A1P5	1	Q5VTE0	Maron2021	False
Q5VTE6	Q5VTE6	Q5VTE6	False	canonical_or_unversioned_accession	ANGEL2	6	Q5VTE6	Maron2021	False
Q5VTI5	Q5VTI5	Q5VTI5	False	canonical_or_unversioned_accession	PLEKHA6	2	Q5VTI5	Maron2021	False
Q5VTL8	Q5VTL8	Q5VTL8	False	canonical_or_unversioned_accession	PRPF38B	1	Q5VTL8	Maron2021	False
Q5VTR2	Q5VTR2	Q5VTR2	False	canonical_or_unversioned_accession	RNF20	2	Q5VTR2	Maron2021	False
Q5VU43	Q5VU43	Q5VU43	False	canonical_or_unversioned_accession	PDE4DIP	1	Q5VU43	Maron2021	False
Q5VUA4	Q5VUA4	Q5VUA4	False	canonical_or_unversioned_accession	ZNF318	7	Q5VUA4	Maron2021	False
Q5VUJ6	Q5VUJ6	Q5VUJ6	False	canonical_or_unversioned_accession	LRCH2	3	Q5VUJ6	Maron2021	False
Q5VV17	Q5VV17	Q5VV17	False	canonical_or_unversioned_accession	OTUD1	1	Q5VV17	Maron2021	False
Q5VV41	Q5VV41	Q5VV41	False	canonical_or_unversioned_accession	ARHGEF16	2	Q5VV41	Maron2021	False
Q5VV67	Q5VV67	Q5VV67	False	canonical_or_unversioned_accession	PPRC1	1	Q5VV67	human_ptm_master	False
Q5VVH2	Q5VVH2	Q5VVH2	False	canonical_or_unversioned_accession	FKBP1C	1	Q5VVH2	Maron2021	False
Q5VVW2	Q5VVW2	Q5VVW2	False	canonical_or_unversioned_accession	GARNL3	1	Q5VVW2	Maron2021	False
Q5VWM5	Q5VWM5	Q5VWM5	False	canonical_or_unversioned_accession	PRAMEF15	1	Q5VWM5	Maron2021	False
Q5VWN6	Q5VWN6	Q5VWN6	False	canonical_or_unversioned_accession	FAM208B	1	Q5VWN6	Maron2021	False
Q5VWQ0	Q5VWQ0	Q5VWQ0	False	canonical_or_unversioned_accession	RSBN1	2	Q5VWQ0	Maron2021	False
Q5VWQ8	Q5VWQ8	Q5VWQ8	False	canonical_or_unversioned_accession	DAB2IP	2	Q5VWQ8	Maron2021	False
Q5VWX1	Q5VWX1	Q5VWX1	False	canonical_or_unversioned_accession	KHDRBS2	8	Q5VWX1	Maron2021	False
Q5VXH4	Q5VXH4	Q5VXH4	False	canonical_or_unversioned_accession	PRAMEF6	1	Q5VXH4	Maron2021	False
Q5VYK3	Q5VYK3	Q5VYK3	False	canonical_or_unversioned_accession	ECPAS	3	Q5VYK3	Maron2021;ProMetheusDB	False
Q5VZ89	Q5VZ89	Q5VZ89	False	canonical_or_unversioned_accession	DENND4C	1	Q5VZ89	Maron2021	False
Q5VZF2	Q5VZF2	Q5VZF2	False	canonical_or_unversioned_accession	MBNL2	1	Q5VZF2	ProMetheusDB	False
Q5VZL5	Q5VZL5	Q5VZL5	False	canonical_or_unversioned_accession	ZMYM4	2	Q5VZL5	Maron2021;ProMetheusDB	False
Q5VZZ6	Q5VZZ6	Q5VZZ6	False	canonical_or_unversioned_accession	CELF2	1	Q5VZZ6	Maron2021	False
Q5XG87	Q5XG87	Q5XG87	False	canonical_or_unversioned_accession	PAPD7	2	Q5XG87	Maron2021	False
Q5XPI4	Q5XPI4	Q5XPI4	False	canonical_or_unversioned_accession	RNF123	3	Q5XPI4	Maron2021	False
Q5XUX0	Q5XUX0	Q5XUX0	False	canonical_or_unversioned_accession	FBXO31	1	Q5XUX0	Maron2021	False
Q5XXA6	Q5XXA6	Q5XXA6	False	canonical_or_unversioned_accession	ANO1	1	Q5XXA6	Maron2021	False
Q60I27	Q60I27	Q60I27	False	canonical_or_unversioned_accession	ALS2CL	1	Q60I27	Maron2021	False
Q63HN8	Q63HN8	Q63HN8	False	canonical_or_unversioned_accession	RNF213	4	Q63HN8	Maron2021	False
Q63HQ2	Q63HQ2	Q63HQ2	False	canonical_or_unversioned_accession	EGFLAM	2	Q63HQ2	Maron2021	False
Q63ZY3	Q63ZY3	Q63ZY3	False	canonical_or_unversioned_accession	KANK2	5	Q63ZY3	Maron2021;ProMetheusDB;human_ptm_master	False
Q63ZY6	Q63ZY6	Q63ZY6	False	canonical_or_unversioned_accession	NSUN5P2	1	Q63ZY6	Maron2021	False
Q641Q2	Q641Q2	Q641Q2	False	canonical_or_unversioned_accession	FAM21A	2	Q641Q2	Maron2021	False
Q641Q3	Q641Q3	Q641Q3	False	canonical_or_unversioned_accession	METRNL	1	Q641Q3	Maron2021	False
Q659C4	Q659C4	Q659C4	False	canonical_or_unversioned_accession	LARP1B	7	Q659C4	Maron2021	False
Q66K14	Q66K14	Q66K14	False	canonical_or_unversioned_accession	TBC1D9B	1	Q66K14	Maron2021	False
Q66K74	Q66K74	Q66K74	False	canonical_or_unversioned_accession	MAP1S	8	Q66K74	Maron2021	False
Q66PJ3	Q66PJ3	Q66PJ3	False	canonical_or_unversioned_accession	ARL6IP4	3	Q66PJ3	Maron2021	False
Q68BL7	Q68BL7	Q68BL7	False	canonical_or_unversioned_accession	OLFML2A	1	Q68BL7	Maron2021	False
Q68CQ4	Q68CQ4	Q68CQ4	False	canonical_or_unversioned_accession	DIEXF	4	Q68CQ4	Maron2021	False
Q68CZ2	Q68CZ2	Q68CZ2	False	canonical_or_unversioned_accession	TNS3	4	Q68CZ2	Maron2021	False
Q68D20	Q68D20	Q68D20	False	canonical_or_unversioned_accession	PMS2CL	1	Q68D20	Maron2021	False
Q68D85	Q68D85	Q68D85	False	canonical_or_unversioned_accession	NCR3LG1	1	Q68D85	Maron2021	False
Q68D91	Q68D91	Q68D91	False	canonical_or_unversioned_accession	MBLAC2	1	Q68D91	Maron2021	False
Q68DC2	Q68DC2	Q68DC2	False	canonical_or_unversioned_accession	ANKS6	1	Q68DC2	Maron2021	False
Q68DK7	Q68DK7	Q68DK7	False	canonical_or_unversioned_accession	MSL1	1	Q68DK7	Maron2021	False
Q68DN1	Q68DN1	Q68DN1	False	canonical_or_unversioned_accession	C2orf16	4	Q68DN1	Maron2021	False
Q68DQ2	Q68DQ2	Q68DQ2	False	canonical_or_unversioned_accession	CRYBG3	1	Q68DQ2	Maron2021	False
Q68EM7	Q68EM7	Q68EM7	False	canonical_or_unversioned_accession	ARHGAP17	2	Q68EM7	Maron2021	False
Q69YH5	Q69YH5	Q69YH5	False	canonical_or_unversioned_accession	CDCA2	3	Q69YH5	Maron2021	False
Q69YN4	Q69YN4	Q69YN4	False	canonical_or_unversioned_accession	VIRMA	17	Q69YN4	Maron2021;ProMetheusDB;human_ptm_master	False
Q6AI08	Q6AI08	Q6AI08	False	canonical_or_unversioned_accession	HEATR6	1	Q6AI08	Maron2021	False
Q6AI12	Q6AI12	Q6AI12	False	canonical_or_unversioned_accession	ANKRD40	1	Q6AI12	Maron2021	False
Q6AWC2	Q6AWC2	Q6AWC2	False	canonical_or_unversioned_accession	WWC2	1	Q6AWC2	Maron2021	False
Q6DKJ4	Q6DKJ4	Q6DKJ4	False	canonical_or_unversioned_accession	NXN	1	Q6DKJ4	Maron2021	False
Q6DN03	Q6DN03	Q6DN03	False	canonical_or_unversioned_accession	HIST2H2BC	1	Q6DN03	Maron2021	False
Q6DN14	Q6DN14	Q6DN14	False	canonical_or_unversioned_accession	MCTP1	1	Q6DN14	Maron2021	False
Q6DN90	Q6DN90	Q6DN90	False	canonical_or_unversioned_accession	IQSEC1	1	Q6DN90	Maron2021	False
Q6DRA6	Q6DRA6	Q6DRA6	False	canonical_or_unversioned_accession	HIST2H2BD	1	Q6DRA6	Maron2021	False
Q6DT37	Q6DT37	Q6DT37	False	canonical_or_unversioned_accession	CDC42BPG	1	Q6DT37	Maron2021	False
Q6EEV4	Q6EEV4	Q6EEV4	False	canonical_or_unversioned_accession	POLR2M	4	Q6EEV4	Maron2021;ProMetheusDB	False
Q6F5E8	Q6F5E8	Q6F5E8	False	canonical_or_unversioned_accession	RLTPR	2	Q6F5E8	Maron2021	False
Q6FI13	Q6FI13	Q6FI13	False	canonical_or_unversioned_accession	HIST1H2AG	5	Q6FI13	Maron2021	False
Q6GMV3	Q6GMV3	Q6GMV3	False	canonical_or_unversioned_accession	PTRHD1	2	Q6GMV3	Maron2021	False
Q6GQQ9	Q6GQQ9	Q6GQQ9	False	canonical_or_unversioned_accession	OTUD7B	4	Q6GQQ9	Maron2021	False
Q6I9Y2	Q6I9Y2	Q6I9Y2	False	canonical_or_unversioned_accession	THOC7	1	Q6I9Y2	Maron2021	False
Q6IAA8	Q6IAA8	Q6IAA8	False	canonical_or_unversioned_accession	LAMTOR1	2	Q6IAA8	Maron2021	False
Q6IBS0	Q6IBS0	Q6IBS0	False	canonical_or_unversioned_accession	TWF2	2	Q6IBS0	Maron2021	False
Q6ICC9	Q6ICC9	Q6ICC9	False	canonical_or_unversioned_accession	LDOC1L	2	Q6ICC9	Maron2021	False
Q6IE81	Q6IE81	Q6IE81	False	canonical_or_unversioned_accession	JADE1	2	Q6IE81	Maron2021	False
Q6IMN6	Q6IMN6	Q6IMN6	False	canonical_or_unversioned_accession	CAPRIN2	2	Q6IMN6	Maron2021	False
Q6IN84	Q6IN84	Q6IN84	False	canonical_or_unversioned_accession	MRM1	1	Q6IN84	Maron2021	False
Q6IN85	Q6IN85	Q6IN85	False	canonical_or_unversioned_accession	PPP4R3A	1	Q6IN85	Maron2021	False
Q6IPF4	Q6IPF4	Q6IPF4	False	canonical_or_unversioned_accession	PCBP2	2	Q6IPF4	Maron2021	False
Q6IQ22	Q6IQ22	Q6IQ22	False	canonical_or_unversioned_accession	RAB12	1	Q6IQ22	Maron2021	False
Q6IQ23	Q6IQ23	Q6IQ23	False	canonical_or_unversioned_accession	PLEKHA7	1	Q6IQ23	Maron2021	False
Q6IQ26	Q6IQ26	Q6IQ26	False	canonical_or_unversioned_accession	DENND5A	1	Q6IQ26	Maron2021	False
