canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q01813	PFKP	3	48	12842	642733	3.7728785133496054	1.9156656461300408	0.07107972411803454	0.2203563281927957	0.01998347804306599	0.028212482292795153	0.4975259077409569	0.07108661810187937	0.22037770043341026	784	PFKP (Q01813)
Q9NQ55	PPAN	3	48	12842	642733	3.7728785133496054	1.9156656461300408	0.07107972411803454	0.2203563281927957	0.01998347804306599	0.028212482292795153	0.4975259077409569	0.07108661810187937	0.22037770043341026	473	PPAN (Q9NQ55)
Q9NYZ3	GTSE1	3	48	12842	642733	3.7728785133496054	1.9156656461300408	0.07107972411803454	0.2203563281927957	0.01998347804306599	0.028212482292795153	0.4975259077409569	0.07108661810187937	0.22037770043341026	739	GTSE1 (Q9NYZ3)
Q9UP83	COG5	3	48	12842	642733	3.7728785133496054	1.9156656461300408	0.07107972411803454	0.2203563281927957	0.01998347804306599	0.028212482292795153	0.4975259077409569	0.07108661810187937	0.22037770043341026	860	COG5 (Q9UP83)
O43432	EIF4G3	4	84	12841	642697	2.741842430028999	1.455145663769337	0.08803035331633546	0.2559008927166376	0.01998347804306599	0.0281573789035676	0.4947053433468159	0.08804313795604246	0.2559097132866234	1585	EIF4G3 (O43432)
Q9NRJ4	TULP4	4	84	12841	642697	2.741842430028999	1.455145663769337	0.08803035331633546	0.2559008927166376	0.01998347804306599	0.0281573789035676	0.4947053433468159	0.08804313795604246	0.2559097132866234	1543	TULP4 (Q9NRJ4)
O43414	ERI3	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	337	ERI3 (O43414)
O43809	NUDT21	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	227	NUDT21 (O43809)
O94760	DDAH1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	285	DDAH1 (O94760)
P05089	ARG1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	322	ARG1 (P05089)
P0DPI2	GATD3A	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	268	GATD3A (P0DPI2)
P28065	PSMB9	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	219	PSMB9 (P28065)
P41223	BUD31	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	144	BUD31 (P41223)
P48047	ATP5O	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	213	ATP5O (P48047)
P50914	RPL14	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	215	RPL14 (P50914)
P51911	CNN1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	297	CNN1 (P51911)
P61353	RPL27	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	136	RPL27 (P61353)
P78406	RAE1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	368	RAE1 (P78406)
Q8NC96	NECAP1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	275	NECAP1 (Q8NC96)
Q8TAZ6	CMTM2	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	248	CMTM2 (Q8TAZ6)
Q8TEA8	DTD1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	209	DTD1 (Q8TEA8)
Q92522	H1FX	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	213	H1FX (Q92522)
Q96B54	ZNF428	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	188	ZNF428 (Q96B54)
Q9BQ61	C19orf43	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	176	C19orf43 (Q9BQ61)
Q9NRW1	RAB6B	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	208	RAB6B (Q9NRW1)
Q9NYR9	NKIRAS2	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	191	NKIRAS2 (Q9NYR9)
Q9P0J0	NDUFA13	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	144	NDUFA13 (Q9P0J0)
Q9P0L0	VAPA	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	249	VAPA (Q9P0L0)
Q9UEE9	CFDP1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	299	CFDP1 (Q9UEE9)
Q9UKB3	DNAJC12	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	198	DNAJC12 (Q9UKB3)
Q9UMS0	NFU1	2	13	12843	642768	10.662228059871259	3.4144370409628615	0.02690852287751258	0.10915807378629151	0.01998347804306599	0.028153500509921117	0.4945066130358167	0.02690999928803611	0.10916406304588783	254	NFU1 (Q9UMS0)
Q13823	GNL2	3	49	12842	642732	3.691735480103236	1.8842991848323036	0.07463635002741718	0.2304889599624035	0.01998347804306599	0.02809917915105702	0.491720286059751	0.07464341130858136	0.23051076632553535	731	GNL2 (Q13823)
Q9P2N6	KANSL3	3	49	12842	642732	3.691735480103236	1.8842991848323036	0.07463635002741718	0.2304889599624035	0.01998347804306599	0.02809917915105702	0.491720286059751	0.07464341130858136	0.23051076632553535	904	KANSL3 (Q9P2N6)
O60678	PRMT3	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	531	PRMT3 (O60678)
O75340	PDCD6	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	191	PDCD6 (O75340)
O95168	NDUFB4	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	129	NDUFB4 (O95168)
P06753	TPM3	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	285	TPM3 (P06753)
P25490	YY1	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	414	YY1 (P25490)
P47756	CAPZB	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	272	CAPZB (P47756)
P49755	TMED10	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	219	TMED10 (P49755)
P52298	NCBP2	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	156	NCBP2 (P52298)
P57721	PCBP3	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	371	PCBP3 (P57721)
P62277	RPS13	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	151	RPS13 (P62277)
P62899	RPL31	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	125	RPL31 (P62899)
Q13126	MTAP	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	283	MTAP (Q13126)
Q15257	PPP2R4	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	358	PPP2R4 (Q15257)
Q92879	CELF1	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	486	CELF1 (Q92879)
Q96BP2	CHCHD1	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	118	CHCHD1 (Q96BP2)
Q96CN7	ISOC1	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	298	ISOC1 (Q96CN7)
Q99873	PRMT1	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	371	PRMT1 (Q99873)
Q9HC98	NEK6	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	313	NEK6 (Q9HC98)
Q9UKD2	MRTO4	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	239	MRTO4 (Q9UKD2)
Q9Y5N6	ORC6	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	252	ORC6 (Q9Y5N6)
Q9Y5Y2	NUBP2	2	14	12843	642767	9.809234243002297	3.294140516980371	0.030982967762836548	0.12108083248685066	0.01998347804306599	0.028021942096323357	0.4877492468605081	0.03098461145022894	0.12108725598505593	271	NUBP2 (Q9Y5Y2)
O95985	TOP3B	3	50	12842	642731	3.6140089956251344	1.8536000972173492	0.07827023521258408	0.23461515227057528	0.01998347804306599	0.02798678243445279	0.48593793346574493	0.07827745576134434	0.2346367958767592	862	TOP3B (O95985)
P10253	GAA	3	50	12842	642731	3.6140089956251344	1.8536000972173492	0.07827023521258408	0.23461515227057528	0.01998347804306599	0.02798678243445279	0.48593793346574493	0.07827745576134434	0.2346367958767592	952	GAA (P10253)
Q9BPX3	NCAPG	3	50	12842	642731	3.6140089956251344	1.8536000972173492	0.07827023521258408	0.23461515227057528	0.01998347804306599	0.02798678243445279	0.48593793346574493	0.07827745576134434	0.2346367958767592	1015	NCAPG (Q9BPX3)
O95071	UBR5	7	193	12838	642588	1.9725892535239546	0.9800905791757304	0.11448213287853783	0.30286645848076243	0.01998347804306599	0.02798141376237455	0.48566115639828483	0.11452521637593657	0.3029804373694155	2799	UBR5 (O95071)
O75122	CLASP2	4	86	12841	642695	2.675365027450064	1.419735746603152	0.09400137203374946	0.26882225396613035	0.01998347804306599	0.027960474155990202	0.4845811260731085	0.09401448313069076	0.2688310991944666	1294	CLASP2 (O75122)
O94842	TOX4	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	621	TOX4 (O94842)
P08865	RPSA	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	295	RPSA (P08865)
P35237	SERPINB6	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	376	SERPINB6 (P35237)
P35659	DEK	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	375	DEK (P35659)
P54819	AK2	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	239	AK2 (P54819)
Q7Z4W1	DCXR	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	244	DCXR (Q7Z4W1)
Q99536	VAT1	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	393	VAT1 (Q99536)
Q9GZL7	WDR12	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	423	WDR12 (Q9GZL7)
Q9H875	PRKRIP1	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	184	PRKRIP1 (Q9H875)
Q9NXV2	KCTD5	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	234	KCTD5 (Q9NXV2)
Q9Y376	CAB39	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	341	CAB39 (Q9Y376)
Q9Y657	SPIN1	2	15	12843	642766	9.082609880484291	3.1831069143232122	0.03528315845073825	0.13364157648389333	0.01998347804306599	0.027891607481921852	0.48102338367219455	0.03528496693893811	0.13364842647195263	262	SPIN1 (Q9Y657)
Q92922	SMARCC1	3	51	12842	642730	3.5394877270018004	1.8235405729654952	0.08197990066175184	0.2434712423637692	0.01998347804306599	0.02787528130921593	0.4801786641770602	0.08198727201679598	0.24348002046560227	1105	SMARCC1 (Q92922)
Q9UEG4	ZNF629	3	51	12842	642730	3.5394877270018004	1.8235405729654952	0.08197990066175184	0.2434712423637692	0.01998347804306599	0.02787528130921593	0.4801786641770602	0.08198727201679598	0.24348002046560227	869	ZNF629 (Q9UEG4)
Q96PE2	ARHGEF17	6	159	12839	642622	2.0770557013532014	1.0545399061144327	0.14110137077159896	0.348505135529029	0.01998347804306599	0.0278459487705103	0.4786597489637489	0.14114294006433087	0.3486078071892557	2063	ARHGEF17 (Q96PE2)
Q9UMN6	KMT2B	8	232	12837	642549	1.8572246450513203	0.8931483304590683	0.14905032888940123	0.3578205938309705	0.01998347804306599	0.027770128723641662	0.4747261643489829	0.14911716361173433	0.3578187802932149	2715	KMT2B (Q9UMN6)
P28340	POLD1	4	88	12841	642693	2.612034484164807	1.3851739435172508	0.10015824016987218	0.2795100897688785	0.01998347804306599	0.027766304196573603	0.47452746140918556	0.10017164329984438	0.27951885486897937	1107	POLD1 (P28340)
Q9UF83	LOC100271840	4	88	12841	642693	2.612034484164807	1.3851739435172508	0.10015824016987218	0.2795100897688785	0.01998347804306599	0.027766304196573603	0.47452746140918556	0.10017164329984438	0.27951885486897937	564	LOC100271840 (Q9UF83)
O96013	PAK4	3	52	12842	642729	3.4679774187268833	1.7940945046737025	0.08576383511146307	0.25265846820129606	0.01998347804306599	0.027764665113544435	0.47444229462791543	0.08577134839255361	0.25268060217057386	591	PAK4 (O96013)
Q14684	RRP1B	3	52	12842	642729	3.4679774187268833	1.7940945046737025	0.08576383511146307	0.25265846820129606	0.01998347804306599	0.027764665113544435	0.47444229462791543	0.08577134839255361	0.25268060217057386	758	RRP1B (Q14684)
