window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
15	8	24	4	3.11	2.0	5.0	1.2861736334405145	0.36308541964412216	0.3026973026973027	22	36	4	1.0	22,26,34,36	P15880	RPS2	0.6631902331034443	0.5760454059851032
20	3	28	2	1.31	1.0	2.0	1.5267175572519083	0.6104331882372743	0.3036963036963037	266	285	3	0.6666666666666666	266,285	Q13363	CTBP1	0.664353939917198	0.6104331882372743
10	3	12	2	1.312	1.0	2.0	1.524390243902439	0.6082322800440034	0.3036963036963037	85	95	2	1.0	85,95	P56537	EIF6	0.664353939917198	1.1088400808410042
30	3	22	2	1.312	1.0	2.0	1.524390243902439	0.6082322800440034	0.3036963036963037	410	421	2	1.0	410,421	Q9BXS5	AP1M1	0.664353939917198	0.7784322114615907
30	4	47	2	1.313	1.0	2.0	1.5232292460015233	0.6071330837692003	0.3036963036963037	796	818	3	0.6666666666666666	796,818	Q14671	PUM1	0.664353939917198	0.6071330837692003
50	3	60	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3036963036963037	83	89	2	1.0	83,89	P35609	ACTN2	0.664353939917198	0.9159357352115254
100	5	42	3	2.296	1.0	4.0	1.3066202090592336	0.3858398587075556	0.3036963036963037	304	327	3	1.0	304,316,327	P53618	COPB1	0.664353939917198	0.9885043611621707
100	3	8	3	2.303	2.0	3.0	1.302648719062093	0.3814480895903977	0.3036963036963037	99	135	3	1.0	99,100,135	P60174	TPI1	0.664353939917198	0.8468432119385796
20	5	16	3	2.316	2.0	3.0	1.295336787564767	0.3733272473940068	0.3036963036963037	11	26	4	0.75	11,17,26	Q9UNX3	RPL26L1	0.664353939917198	0.4679324477109692
5	8	43	2	1.304	1.0	2.0	1.5337423312883436	0.6170561304310095	0.3046953046953047	426	430	2	1.0	426,430	Q9H361	PABPC3	0.6655140667830536	1.1632679195408644
5	5	28	2	1.313	1.0	2.0	1.5232292460015233	0.6071330837692003	0.3046953046953047	500	504	2	1.0	500,504	Q9BZZ5	API5	0.6655140667830536	1.375197234747053
30	4	60	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.3046953046953047	222	224	2	1.0	222,224	P00533	EGFR	0.6655140667830536	0.9323612831246366
15	3	19	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3046953046953047	26	37	4	0.5	26,37	O00629	KPNA4	0.6655140667830536	0.6027446544055728
10	4	60	2	1.322	1.0	2.0	1.51285930408472	0.5972778231543953	0.3046953046953047	35	36	2	1.0	35,36	Q9NZM5	GLTSCR2	0.6655140667830536	0.7575499263222987
100	3	15	3	2.273	1.0	3.0	1.3198416190057192	0.4003648165653953	0.3046953046953047	205	218	3	1.0	205,206,218	Q9H9H4	VPS37B	0.6655140667830536	1.2769511861689784
75	7	43	4	3.145	2.0	5.0	1.2718600953895072	0.34693998289543554	0.3046953046953047	718	738	6	0.6666666666666666	718,725,728,738	Q9NR30	DDX21	0.6655140667830536	0.8783214434117476
100	4	22	4	3.182	2.0	4.0	1.257071024512885	0.33006616433103947	0.3046953046953047	23	89	7	0.5714285714285714	23,84,86,89	Q9BXH1	BBC3	0.6655140667830536	1.1595031959558009
5	6	20	2	1.305	1.0	2.0	1.5325670498084292	0.6159501932048402	0.30569430569430567	108	112	2	1.0	108,112	P63162	SNRPN	0.6665426703814419	0.6159501932048402
10	4	32	2	1.311	1.0	2.0	1.5255530129672006	0.6093323144403324	0.30569430569430567	262	267	2	1.0	262,267	Q13761	RUNX3	0.6665426703814419	0.7624362816823242
10	7	122	2	1.313	1.0	2.0	1.5232292460015233	0.6071330837692003	0.30569430569430567	963	966	2	1.0	963,966	Q8TER5	ARHGEF40	0.6665426703814419	1.0598959086429451
75	3	40	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.30569430569430567	411	486	3	0.6666666666666666	411,486	O94979	SEC31A	0.6665426703814419	0.6060347243397574
5	7	71	2	1.315	1.0	2.0	1.5209125475285172	0.6049372004824225	0.30569430569430567	145	149	2	1.0	145,149	Q659C4	LARP1B	0.6665426703814419	1.4587825518979631
100	3	145	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.30569430569430567	464	468	2	1.0	464,468	P55268	LAMB2	0.6665426703814419	0.9700171337842857
100	3	33	3	2.284	2.0	3.0	1.3134851138353767	0.3933998500204006	0.30569430569430567	234	259	9	0.3333333333333333	234,256,259	P0C7X2	ZNF688	0.6665426703814419	0.9123108713927713
20	9	41	3	2.308	2.0	3.0	1.2998266897746968	0.3783192767377609	0.30569430569430567	104	118	3	1.0	104,116,118	Q92925	SMARCD2	0.6665426703814419	0.697827200259248
15	15	74	3	2.314	2.0	3.0	1.296456352636128	0.3745736362757533	0.30569430569430567	239	246	3	1.0	239,244,246	Q99700	ATXN2	0.6665426703814419	0.5423181633126625
10	4	36	2	1.312	1.0	2.0	1.524390243902439	0.6082322800440034	0.3066933066933067	51	57	2	1.0	51,57	Q9NTG7	SIRT3	0.6674398398536329	0.6082322800440034
30	3	41	2	1.315	1.0	2.0	1.5209125475285172	0.6049372004824225	0.3066933066933067	253	255	2	1.0	253,255	Q96B70	LENG9	0.6674398398536329	0.8983499239055652
15	3	31	2	1.315	1.0	2.0	1.5209125475285172	0.6049372004824225	0.3066933066933067	6	10	2	1.0	6,10	Q9BU76	MMTAG2	0.6674398398536329	0.8249545138890861
15	5	43	2	1.318	1.0	2.0	1.5174506828528072	0.6016496296540351	0.3066933066933067	381	387	2	1.0	381,387	Q08945	SSRP1	0.6674398398536329	0.8934283358019559
20	3	26	2	1.318	1.0	2.0	1.5174506828528072	0.6016496296540351	0.3066933066933067	278	287	2	1.0	278,287	Q6NTE8	MRNIP	0.6674398398536329	0.7502512849164312
15	3	20	2	1.319	1.0	2.0	1.5163002274450341	0.6005554354105423	0.3066933066933067	343	346	2	1.0	343,346	Q8IVD9	NUDCD3	0.6674398398536329	0.8929817501178795
15	4	48	2	1.32	1.0	2.0	1.5151515151515151	0.5994620704162712	0.3066933066933067	64	72	2	1.0	64,72	P41219	PRPH	0.6674398398536329	0.8668749167606394
10	5	65	2	1.326	1.0	2.0	1.5082956259426847	0.5929192245494993	0.3066933066933067	1002	1012	2	1.0	1002,1012	P54259	ATN1	0.6674398398536329	0.6386059290875221
100	4	34	4	3.103	2.0	4.0	1.2890750886239122	0.3663363031333678	0.3066933066933067	8	68	16	0.25	8,58,61,68	Q99933	BAG1	0.6674398398536329	0.9168433760347242
50	8	18	5	4.135	3.0	6.0	1.2091898428053205	0.2740407654908124	0.3066933066933067	130	160	6	0.8333333333333334	130,135,142,151,160	P07910	HNRNPC	0.6674398398536329	0.6121963354666712
15	3	9	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.3076923076923077	10	24	2	1.0	10,24	P26583	HMGB2	0.6675677263912558	0.613740858866654
20	3	9	2	1.307	1.0	2.0	1.5302218821729152	0.613740858866654	0.3076923076923077	10	24	2	1.0	10,24	P26583	HMGB2	0.6675677263912558	0.613740858866654
75	3	76	2	1.312	1.0	2.0	1.524390243902439	0.6082322800440034	0.3076923076923077	136	137	2	1.0	136,137	O95155	UBE4B	0.6675677263912558	0.9448043457578753
20	6	67	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.3076923076923077	1215	1218	2	1.0	1215,1218	P11388	TOP2A	0.6675677263912558	0.8546486144273798
10	5	27	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3076923076923077	9	13	2	1.0	9,13	P19013	KRT4	0.6675677263912558	1.2933589426905916
50	3	36	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3076923076923077	344	346	2	1.0	344,346	Q92973	TNPO1	0.6675677263912558	0.9545570292388328
30	4	53	2	1.318	1.0	2.0	1.5174506828528072	0.6016496296540351	0.3076923076923077	27	36	2	1.0	27,36	Q14527	HLTF	0.6675677263912558	0.8983499239055652
30	3	36	2	1.318	1.0	2.0	1.5174506828528072	0.6016496296540351	0.3076923076923077	122	143	3	0.6666666666666666	122,143	O43818	RRP9	0.6675677263912558	0.6016496296540351
15	4	40	2	1.32	1.0	2.0	1.5151515151515151	0.5994620704162712	0.3076923076923077	469	484	2	1.0	469,484	Q8WYA6	CTNNBL1	0.6675677263912558	0.5994620704162712
50	3	55	2	1.322	1.0	2.0	1.51285930408472	0.5972778231543953	0.3076923076923077	692	711	2	1.0	692,711	O60282	KIF5C	0.6675677263912558	0.8008773579863994
20	4	63	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3076923076923077	5	9	2	1.0	5,9	Q14137	BOP1	0.6675677263912558	0.8717065989901825
75	5	45	3	2.298	1.0	4.0	1.3054830287206267	0.38458370273713005	0.3076923076923077	10	46	7	0.42857142857142855	10,15,46	Q9UHD8	SEPTIN9	0.6675677263912558	0.7908586021614082
100	4	38	3	2.317	2.0	4.0	1.294777729823047	0.3727044565184213	0.3076923076923077	6	39	7	0.42857142857142855	6,25,39	P28702	RXRB	0.6675677263912558	0.5820799921880349
75	16	289	3	2.326	2.0	4.0	1.2897678417884781	0.36711140391002495	0.3076923076923077	2831	2843	3	1.0	2831,2836,2843	Q14204	DYNC1H1	0.6675677263912558	0.9471204403970512
75	4	27	3	2.33	2.0	4.0	1.2875536480686696	0.3646325458416007	0.3076923076923077	273	347	10	0.3	273,331,347	O94992	HEXIM1	0.6675677263912558	0.3646325458416007
100	10	18	9	8.156	7.0	10.0	1.1034820990681706	0.14206322608780284	0.3076923076923077	3	84	13	0.6923076923076923	3,9,18,27,41,43,50,64,84	Q71DI3	H3C14	0.6675677263912558	0.33175117737300425
10	4	25	2	1.313	1.0	2.0	1.5232292460015233	0.6071330837692003	0.3086913086913087	5	8	2	1.0	5,8	Q8IVB5	LIX1L	0.6685859421798411	1.290709364276642
30	3	32	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3086913086913087	464	467	2	1.0	464,467	Q9Y6V7	DDX49	0.6685859421798411	0.9448043457578753
10	5	57	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3086913086913087	221	226	2	1.0	221,226	P22083	FUT4	0.6685859421798411	0.927779840592733
15	4	35	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3086913086913087	39	42	2	1.0	39,42	P58004	SESN2	0.6685859421798411	0.8533447778805349
30	3	34	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3086913086913087	130	144	3	0.6666666666666666	130,144	Q01167	FOXK2	0.6685859421798411	0.7734914701913203
50	4	133	2	1.325	1.0	2.0	1.509433962264151	0.5940076403241633	0.3086913086913087	657	672	4	0.5	657,672	Q8WWQ0	PHIP	0.6685859421798411	0.9213901653036335
100	3	10	3	2.308	2.0	3.0	1.2998266897746968	0.3783192767377609	0.3086913086913087	26	48	3	1.0	26,27,48	P49720	PSMB3	0.6685859421798411	0.7652943172247006
75	6	49	4	3.233	2.0	5.0	1.2372409526755335	0.3071264925360015	0.3086913086913087	279	325	8	0.5	279,315,321,325	P83369	LSM11	0.6685859421798411	0.8703872618695305
75	10	18	8	7.089	6.0	9.0	1.1285089575398504	0.1744178699670839	0.3086913086913087	3	64	10	0.8	3,9,18,27,41,43,50,64	P68431	HIST1H3A	0.6685859421798411	0.3239905613442548
20	3	79	2	1.314	1.0	2.0	1.5220700152207	0.6060347243397574	0.3096903096903097	500	515	2	1.0	500,515	Q9HCD5	NCOA5	0.6699832256869012	0.686173703609602
5	6	34	2	1.315	1.0	2.0	1.5209125475285172	0.6049372004824225	0.3096903096903097	22	26	2	1.0	22,26	Q9P258	RCC2	0.6699832256869012	0.9875505131665062
30	3	24	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3096903096903097	487	490	2	1.0	487,490	P35527	KRT9	0.6699832256869012	0.9545570292388328
15	4	57	2	1.32	1.0	2.0	1.5151515151515151	0.5994620704162712	0.3096903096903097	200	206	2	1.0	200,206	A8CG34	POM121C	0.6699832256869012	0.9935224359287953
30	3	39	2	1.325	1.0	2.0	1.509433962264151	0.5940076403241633	0.3096903096903097	34	42	2	1.0	34,42	Q9HBZ2	ARNT2	0.6699832256869012	0.8224010706722666
20	22	28	7	6.141	5.0	7.0	1.1398794984530207	0.1888813189751244	0.3096903096903097	259	279	7	1.0	259,263,265,267,269,277,279	Q86U42	PABPN1	0.6699832256869012	0.3493579679578573
50	3	13	2	1.315	1.0	2.0	1.5209125475285172	0.6049372004824225	0.3106893106893107	601	636	2	1.0	601,636	Q96F45	ZNF503	0.6711219945675166	0.6049372004824225
50	3	48	2	1.321	1.0	2.0	1.514004542013626	0.5983695334152594	0.3106893106893107	310	319	2	1.0	310,319	Q01813	PFKP	0.6711219945675166	0.8809758968577255
20	3	36	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3106893106893107	56	64	2	1.0	56,64	Q9NYP3	DONSON	0.6711219945675166	0.898798174659797
5	7	35	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.3106893106893107	334	339	2	1.0	334,339	P49368	CCT3	0.6711219945675166	0.5950968778548692
50	4	31	3	2.268	1.0	4.0	1.3227513227513228	0.4035418604410144	0.3106893106893107	239	287	11	0.2727272727272727	239,286,287	P51570	GALK1	0.6711219945675166	1.1057319395148202
30	6	58	3	2.307	1.0	4.0	1.3003901170351106	0.37894449670026065	0.3106893106893107	108	130	4	0.75	108,118,130	Q8NC56	LEMD2	0.6711219945675166	0.5734668618833266
75	7	41	4	3.186	2.0	5.0	1.2554927809165097	0.32825373313677725	0.3106893106893107	443	503	12	0.3333333333333333	443,445,450,503	Q71RC2	LARP4	0.6711219945675166	0.5950968778548694
100	9	41	5	4.201	3.0	6.0	1.1901928112354203	0.2511953090629322	0.3106893106893107	615	668	10	0.5	615,625,647,657,668	Q96PK6	RBM14	0.6711219945675166	0.34739878240348065
5	4	31	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3116883116883117	5	9	2	1.0	5,9	P84098	RPL19	0.6721296926308316	0.6027446544055728
20	6	128	2	1.318	1.0	2.0	1.5174506828528072	0.6016496296540351	0.3116883116883117	1742	1743	2	1.0	1742,1743	O14647	CHD2	0.6721296926308316	1.0641631263159748
15	4	60	2	1.319	1.0	2.0	1.5163002274450341	0.6005554354105423	0.3116883116883117	3	13	2	1.0	3,13	Q96T17	MAP7D2	0.6721296926308316	1.088244512785979
20	3	26	2	1.319	1.0	2.0	1.5163002274450341	0.6005554354105423	0.3116883116883117	52	57	2	1.0	52,57	Q9H000	MKRN2	0.6721296926308316	0.9064398238376621
10	5	7	3	2.221	1.0	3.0	1.3507429085997298	0.4337531078362625	0.3116883116883117	157	166	3	1.0	157,158,166	P61081	UBE2M	0.6721296926308316	0.45600928033515
75	3	15	3	2.3	2.0	3.0	1.3043478260869565	0.3833286395515057	0.3116883116883117	74	132	6	0.5	74,104,132	P62491	RAB11A	0.6721296926308316	0.3833286395515057
75	10	98	3	2.312	2.0	3.0	1.2975778546712804	0.37582110288256454	0.3116883116883117	714	768	3	1.0	714,742,768	Q92793	CREBBP	0.6721296926308316	0.704864750999182
20	9	58	3	2.327	2.0	4.0	1.289213579716373	0.3664912899778947	0.3116883116883117	280	290	3	1.0	280,286,290	Q6ZUT6	C15orf52	0.6721296926308316	0.6924548981004137
30	7	35	3	2.329	1.0	4.0	1.2881064834693001	0.36525186117237707	0.3116883116883117	313	339	8	0.375	313,334,339	P49368	CCT3	0.6721296926308316	0.5950968778548692
15	3	17	2	1.316	1.0	2.0	1.519756838905775	0.6038405109268454	0.3126873126873127	60	62	2	1.0	60,62	Q8IWD4	CCDC117	0.6726241000052778	0.8823049573302454
15	3	15	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3126873126873127	296	308	2	1.0	296,308	P20042	EIF2S2	0.6726241000052778	0.6027446544055728
15	4	21	2	1.319	1.0	2.0	1.5163002274450341	0.6005554354105423	0.3126873126873127	20	21	2	1.0	20,21	Q15435	PPP1R7	0.6726241000052778	0.8996950942043145
50	3	60	2	1.32	1.0	2.0	1.5151515151515151	0.5994620704162712	0.3126873126873127	779	809	3	0.6666666666666666	779,809	Q8N0Z3	SPICE1	0.6726241000052778	0.7821489031888685
75	3	84	2	1.32	1.0	2.0	1.5151515151515151	0.5994620704162712	0.3126873126873127	1086	1090	2	1.0	1086,1090	Q92618	ZNF516	0.6726241000052778	0.9448043457578753
5	11	111	2	1.321	1.0	2.0	1.514004542013626	0.5983695334152594	0.3126873126873127	1341	1343	2	1.0	1341,1343	Q93074	MED12	0.6726241000052778	1.575922513609639
15	4	18	2	1.322	1.0	2.0	1.51285930408472	0.5972778231543953	0.3126873126873127	198	212	3	0.6666666666666666	198,212	P68032	ACTA2	0.6726241000052778	0.5972778231543953
15	4	32	2	1.327	1.0	2.0	1.5071590052750565	0.5918316292918937	0.3126873126873127	520	527	2	1.0	520,527	P54652	HSPA2	0.6726241000052778	0.7238011349677582
20	4	21	2	1.343	1.0	3.0	1.4892032762472078	0.5745406952346448	0.3126873126873127	379	380	2	1.0	379,380	Q9H8H0	NOL11	0.6726241000052778	0.7628442259918117
75	5	28	3	2.318	1.0	4.0	1.2942191544434858	0.3720819343767715	0.3126873126873127	60	101	4	0.75	60,97,101	P11021	HSPA5	0.6726241000052778	0.8783214434117476
75	6	29	3	2.321	2.0	3.0	1.2925463162429986	0.3702159780387608	0.3126873126873127	33	73	4	0.75	33,69,73	P34932	HSPA4	0.6726241000052778	0.8664364742588941
100	5	24	4	3.265	2.0	5.0	1.225114854517611	0.2929170082282938	0.3126873126873127	23	50	6	0.6666666666666666	23,27,48,50	P58340	MLF1	0.6726241000052778	0.7606019584334442
30	16	30	6	5.144	4.0	7.0	1.166407465007776	0.2220718580552959	0.3126873126873127	81	107	7	0.8571428571428571	81,88,93,98,101,107	Q13242	SRSF9	0.6726241000052778	0.2601518973006726
15	7	80	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.31368631368631367	1833	1843	2	1.0	1833,1843	Q5JRA6	MIA3	0.6740072864529078	1.6246626245414137
20	4	48	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.31368631368631367	43	49	2	1.0	43,49	Q9H6R0	DHX33	0.6740072864529078	0.8916428219095816
30	3	37	2	1.326	1.0	2.0	1.5082956259426847	0.5929192245494993	0.31368631368631367	552	555	2	1.0	552,555	Q96BN6	FAM149B1	0.6740072864529078	0.905088352974533
30	3	33	2	1.327	1.0	2.0	1.5071590052750565	0.5918316292918937	0.31368631368631367	517	522	2	1.0	517,522	P23443	RPS6KB1	0.6740072864529078	0.8533447778805349
75	4	179	2	1.329	1.0	2.0	1.5048908954100828	0.5896588953859125	0.31368631368631367	824	826	2	1.0	824,826	Q9P281	BAHCC1	0.6740072864529078	1.0780559461404629
15	20	60	4	3.273	2.0	5.0	1.2221203788573174	0.2893863976173236	0.31368631368631367	7	19	4	1.0	7,9,18,19	P23246	SFPQ	0.6740072864529078	0.42404231254005303
10	5	36	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3146853146853147	109	116	2	1.0	109,116	Q7Z5L9	IRF2BP2	0.675514961229247	1.3382504001892952
75	3	121	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.3146853146853147	512	514	2	1.0	512,514	Q86UU1	PHLDB1	0.675514961229247	0.9742624385863917
30	3	31	2	1.325	1.0	2.0	1.509433962264151	0.5940076403241633	0.3146853146853147	49	58	2	1.0	49,58	Q12874	SF3A3	0.675514961229247	0.8287931725818577
75	3	24	3	2.303	2.0	3.0	1.302648719062093	0.3814480895903977	0.3146853146853147	6	16	3	1.0	6,13,16	Q9P013	CWC15	0.675514961229247	1.1855179361316988
20	6	12	4	3.273	2.0	5.0	1.2221203788573174	0.2893863976173236	0.3146853146853147	97	114	4	1.0	97,110,112,114	P62318	SNRPD3	0.675514961229247	0.7563309190331373
10	3	13	2	1.321	1.0	2.0	1.514004542013626	0.5983695334152594	0.3156843156843157	11	19	2	1.0	11,19	Q9Y3A5	SBDS	0.6771476257881093	0.5983695334152594
75	3	86	2	1.322	1.0	2.0	1.51285930408472	0.5972778231543953	0.3156843156843157	595	600	2	1.0	595,600	P35568	IRS1	0.6771476257881093	0.9587570177681186
5	7	61	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3156843156843157	481	484	2	1.0	481,484	Q8TDC3	BRSK1	0.6771476257881093	1.204233052217608
20	6	148	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3156843156843157	602	609	2	1.0	602,609	Q9Y4F5	KIAA0284	0.6771476257881093	0.8756718649977983
15	5	42	2	1.321	1.0	2.0	1.514004542013626	0.5983695334152594	0.3166833166833167	304	316	2	1.0	304,316	P53618	COPB1	0.678521779992923	0.9885043611621707
5	10	125	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.3166833166833167	522	523	2	1.0	522,523	Q7Z6E9	RBBP6	0.678521779992923	1.1852445171901262
100	3	97	2	1.325	1.0	2.0	1.509433962264151	0.5940076403241633	0.3166833166833167	880	907	6	0.3333333333333333	880,907	Q9ULH0	KIDINS220	0.678521779992923	0.8664364742588941
10	13	39	3	2.313	1.0	4.0	1.2970168612191957	0.3751972347470526	0.3166833166833167	640	649	4	0.75	640,642,649	Q12906	ILF3	0.678521779992923	0.5585165204173551
75	7	22	4	3.27	2.0	5.0	1.2232415902140672	0.29070936427664207	0.3166833166833167	276	320	6	0.6666666666666666	276,282,318,320	P07437	TUBB	0.678521779992923	0.6792265230541294
15	22	34	4	3.284	2.0	4.0	1.218026796589525	0.28454587288428235	0.3166833166833167	111	120	4	1.0	111,116,117,120	Q15654	TRIP6	0.678521779992923	0.410556082191407
5	7	26	2	1.317	1.0	2.0	1.5186028853454823	0.6027446544055728	0.3176823176823177	156	158	2	1.0	156,158	Q9NR12	PDLIM7	0.6787419839893039	1.1816168601489563
5	8	83	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.3176823176823177	1136	1139	2	1.0	1136,1139	P46940	IQGAP1	0.6787419839893039	0.5961869383834103
15	5	96	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.3176823176823177	210	220	2	1.0	210,220	Q8NDT2	RBM15B	0.6787419839893039	1.0831412353002459
50	3	53	2	1.324	1.0	2.0	1.510574018126888	0.5950968778548692	0.3176823176823177	60	68	2	1.0	60,68	P57740	NUP107	0.6787419839893039	0.9023892033735778
10	5	37	2	1.325	1.0	2.0	1.509433962264151	0.5940076403241633	0.3176823176823177	472	477	2	1.0	472,477	Q8IY67	RAVER1	0.6787419839893039	0.7747250701304307
5	10	82	2	1.326	1.0	2.0	1.5082956259426847	0.5929192245494993	0.3176823176823177	396	401	2	1.0	396,401	Q9Y4H2	IRS2	0.6787419839893039	1.238714726638381
75	3	78	2	1.326	1.0	2.0	1.5082956259426847	0.5929192245494993	0.3176823176823177	1098	1100	2	1.0	1098,1100	Q8WX93	PALLD	0.6787419839893039	0.9601597354682089
75	3	108	2	1.327	1.0	2.0	1.5071590052750565	0.5918316292918937	0.3176823176823177	1205	1244	6	0.3333333333333333	1205,1244	O14559	ARHGAP33	0.6787419839893039	0.6943212567577126
30	5	39	3	2.292	1.0	4.0	1.3089005235602096	0.3883554566263385	0.3176823176823177	50	69	7	0.42857142857142855	50,61,69	Q9UBB5	MBD2	0.6787419839893039	0.5907448533151624
30	6	83	3	2.298	1.0	4.0	1.3054830287206267	0.38458370273713005	0.3176823176823177	917	940	3	1.0	917,937,940	O95104	SCAF4	0.6787419839893039	0.5627722610870901
100	4	28	3	2.3	1.0	3.0	1.3043478260869565	0.3833286395515057	0.3176823176823177	440	457	3	1.0	440,445,457	Q9P2K3	RCOR3	0.6787419839893039	0.9554893039342075
15	7	16	3	2.319	2.0	3.0	1.29366106080207	0.3714596807372398	0.3176823176823177	197	201	3	1.0	197,199,201	Q96DH6	MSI2	0.6787419839893039	0.7490384264667812
20	12	42	3	2.324	2.0	3.0	1.2908777969018934	0.3683524319787145	0.3176823176823177	509	527	3	1.0	509,520,527	Q8WXI9	GATAD2B	0.6787419839893039	0.5336600120205249
75	4	19	3	2.326	2.0	3.0	1.2897678417884781	0.36711140391002495	0.3176823176823177	6	25	3	1.0	6,18,25	P08758	ANXA5	0.6787419839893039	0.9378782880922025
75	15	215	3	2.359	2.0	4.0	1.2717253073336159	0.34678708214378057	0.3176823176823177	9	24	3	1.0	9,14,24	P78527	PRKDC	0.6787419839893039	0.9159357352115254
5	12	232	2	1.323	1.0	2.0	1.5117157974300832	0.5961869383834103	0.31868131868131866	33	36	2	1.0	33,36	Q9UMN6	WBP7	0.6797258318099474	1.1890222828758559
15	6	105	2	1.327	1.0	2.0	1.5071590052750565	0.5918316292918937	0.31868131868131866	228	239	2	1.0	228,239	Q9ULL5	PRR12	0.6797258318099474	0.5918316292918937
10	4	28	2	1.329	1.0	2.0	1.5048908954100828	0.5896588953859125	0.31868131868131866	440	445	2	1.0	440,445	Q9P2K3	RCOR3	0.6797258318099474	0.9554893039342075
20	3	29	2	1.329	1.0	2.0	1.5048908954100828	0.5896588953859125	0.31868131868131866	345	350	2	1.0	345,350	Q9ULX3	NOB1	0.6797258318099474	0.9023892033735778
50	4	112	2	1.333	1.0	2.0	1.5003750937734435	0.585323219573114	0.31868131868131866	533	535	2	1.0	533,535	Q70EL1	USP54	0.6797258318099474	0.9364970576938421
