canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
O75027	1			1	1	1	1	1	ABCB7
O75030	1			1	1	1	1	1	MITF
O75037	1			1	1	1	1	1	KIF21B
O75052	1			1	1	1	1	1	NOS1AP
O75061	1			1	1	1	1	1	DNAJC6
O75096	1			1	1	1	1	1	LRP4
O75112	1			1	1	1	1	1	LDB3
O75123	1			1	1	1	1	1	ZNF623
O75127	1			1	1	1	1	1	PTCD1
O75150	1			1	1	1	1	1	RNF40
O75155	1			1	1	1	1	1	CAND2
O75190	1			1	1	1	1	1	DNAJB6
O75251	1			1	1	1	1	1	NDUFS7
O75326	1			1	1	1	1	1	SEMA7A
O75335	1			1	1	1	1	1	PPFIA4
O75342	1			1	1	1	1	1	ALOX12B
O75347	1			1	1	1	1	1	TBCA
O75348	1			1	1	1	1	1	ATP6V1G1
O75381	1			1	1	1	1	1	PEX14
O75390	1			1	1	1	1	1	CS
O75419	1			1	1	1	1	1	CDC45
O75431	1			1	1	1	1	1	MTX2
O75445	1			1	1	1	1	1	USH2A
O75449	1			1	1	1	1	1	KATNA1
O75475	1			1	1	1	1	1	PSIP1
O75493	1			1	1	1	1	1	CA11
O75528	1			1	1	1	1	1	TADA3
O75581	1			1	1	1	1	1	LRP6
O75626	1			1	1	1	1	1	PRDM1
O75638	1			1	1	1	1	1	CTAG2
O75676	1			1	1	1	1	1	RPS6KA4
O75694	1			1	1	1	1	1	NUP155
O75787	1			1	1	1	1	1	ATP6AP2
O75815	1			1	1	1	1	1	BCAR3
O75817	1			1	1	1	1	1	POP7
O75821	1			1	1	1	1	1	EIF3G
O75822	1			1	1	1	1	1	EIF3J
O75865	1			1	1	1	1	1	TRAPPC6A
O75884	1			1	1	1	1	1	RBBP9
O75891	1			1	1	1	1	1	ALDH1L1
O75911	1			1	1	1	1	1	DHRS3
O75920	1			1	1	1	1	1	SERF1A
O75923	1			1	1	1	1	1	DYSF
O75925	1			1	1	1	1	1	PIAS1
O75935	1			1	1	1	1	1	DCTN3
O75940	1			1	1	1	1	1	SMNDC1
O75943	1			1	1	1	1	1	RAD17
O75969	1			1	1	1	1	1	AKAP3
O76003	1			1	1	1	1	1	GLRX3
O76021	1			1	1	1	1	1	RSL1D1
O76061	1			1	1	1	1	1	STC2
O76080	1			1	1	1	1	1	ZFAND5
O76094	1			1	1	1	1	1	SRP72
O94762	1			1	1	1	1	1	RECQL5
O94782	1			1	1	1	1	1	USP1
O94788	1			1	1	1	1	1	ALDH1A2
O94805	1			1	1	1	1	1	ACTL6B
O94819	1			1	1	1	1	1	KBTBD11
O94822	1			1	1	1	1	1	LTN1
O94832	1			1	1	1	1	1	MYO1D
O94855	1			1	1	1	1	1	SEC24D
O94876	1			1	1	1	1	1	TMCC1
O94885	1			1	1	1	1	1	SASH1
O94903	1			1	1	1	1	1	PLPBP
O94915	1			1	1	1	1	1	FRYL
O94925	1			1	1	1	1	1	GLS
O94941	1			1	1	1	1	1	UBOX5
O94989	1			1	1	1	1	1	ARHGEF15
O95049	1			1	1	1	1	1	TJP3
O95140	1			1	1	1	1	1	MFN2
O95154	1			1	1	1	1	1	AKR7A3
O95166	1			1	1	1	1	1	GABARAP
O95169	1			1	1	1	1	1	NDUFB8
O95182	1			1	1	1	1	1	NDUFA7
O95197	1			1	1	1	1	1	RTN3
O95208	1			1	1	1	1	1	EPN2
O95218	1			1	1	1	1	1	ZRANB2
O95219	1			1	1	1	1	1	SNX4
O95232	1			1	1	1	1	1	LUC7L3
O95264	1			1	1	1	1	1	HTR3B
O95278	1			1	1	1	1	1	EPM2A
O95292	1			1	1	1	1	1	VAPB
O95297	1			1	1	1	1	1	MPZL1
O95336	1			1	1	1	1	1	PGLS
O95352	1			1	1	1	1	1	ATG7
O95359	1			1	1	1	1	1	TACC2
O95373	1			1	1	1	1	1	IPO7
O95428	1			1	1	1	1	1	PAPLN
O95450	1			1	1	1	1	1	ADAMTS2
O95467	1			1	1	1	1	1	GNAS
O95476	1			1	1	1	1	1	CTDNEP1
O95478	1			1	1	1	1	1	NSA2
O95490	1			1	1	1	1	1	LPHN2
O95551	1			1	1	1	1	1	TDP2
O95625	1			1	1	1	1	1	ZBTB11
O95639	1			1	1	1	1	1	CPSF4
O95644	1			1	1	1	1	1	NFATC1
O95671	1			1	1	1	1	1	ASMTL
O95685	1			1	1	1	1	1	PPP1R3D
O95749	1			1	1	1	1	1	GGPS1
O95785	1			1	1	1	1	1	WIZ
O95810	1			1	1	1	1	1	SDPR
O95819	1			1	1	1	1	1	MAP4K4
O95831	1			1	1	1	1	1	AIFM1
O95841	1			1	1	1	1	1	ANGPTL1
O95847	1			1	1	1	1	1	SLC25A27
O95861	1			1	1	1	1	1	BPNT1
O95948	1			1	1	1	1	1	ONECUT2
O96018	1			1	1	1	1	1	APBA3
P00167	1			1	1	1	1	1	CYB5A
P00390	1			1	1	1	1	1	GSR
P00403	1			1	1	1	1	1	MT-CO2
P00568	1			1	1	1	1	1	AK1
P00746	1			1	1	1	1	1	CFD
P01023	1			1	1	1	1	1	A2M
P01718	1			1	1	1	1	1	IGLV3-27
P01857	1			1	1	1	1	1	IGHG1
P02458	1			1	1	1	1	1	COL2A1
P02489	1			1	1	1	1	1	CRYAA
P02686	1			1	1	1	1	1	MBP
P02708	1			1	1	1	1	1	CHRNA1
P02765	1			1	1	1	1	1	AHSG
P02794	1			1	1	1	1	1	FTH1
P03915	1			1	1	1	1	1	MT-ND5
P04040	1			1	1	1	1	1	CAT
P04053	1			1	1	1	1	1	DNTT
P04080	1			1	1	1	1	1	CSTB
P04114	1			1	1	1	1	1	APOB
P04150	1			1	1	1	1	1	NR3C1
P04181	1			1	1	1	1	1	OAT
P04183	1			1	1	1	1	1	TK1
P04818	1			1	1	1	1	1	TYMS
P04899	1			1	1	1	1	1	GNAI2
P04920	1			1	1	1	1	1	SLC4A2
P05026	1			1	1	1	1	1	ATP1B1
P05067	1			1	1	1	1	1	APP
P05155	1			1	1	1	1	1	SERPING1
P05166	1			1	1	1	1	1	PCCB
P05387	1			1	1	1	1	1	RPLP2
P05455	1			1	1	1	1	1	SSB
P05556	1			1	1	1	1	1	ITGB1
P05813	1			1	1	1	1	1	CRYBA1
P06280	1			1	1	1	1	1	GLA
P06307	1			1	1	1	1	1	CCK
P06396	1			1	1	1	1	1	GSN
P06454	1			1	1	1	1	1	PTMA
P06730	1			1	1	1	1	1	EIF4E
P06732	1			1	1	1	1	1	CKM
P07093	1			1	1	1	1	1	SERPINE2
P07203	1			1	1	1	1	1	GPX1
P07384	1			1	1	1	1	1	CAPN1
P07686	1			1	1	1	1	1	HEXB
P07737	1			1	1	1	1	1	PFN1
P07942	1			1	1	1	1	1	LAMB1
P07996	1			1	1	1	1	1	THBS1
P08240	1			1	1	1	1	1	SRPR
P08294	1			1	1	1	1	1	SOD3
P08397	1			1	1	1	1	1	HMBS
P08559	1			1	1	1	1	1	PDHA1
P08588	1			1	1	1	1	1	ADRB1
P08708	1			1	1	1	1	1	RPS17
P08F94	1			1	1	1	1	1	PKHD1
P09012	1			1	1	1	1	1	SNRPA
P09016	1			1	1	1	1	1	HOXD4
P09067	1			1	1	1	1	1	HOXB5
P09086	1			1	1	1	1	1	POU2F2
P09104	1			1	1	1	1	1	ENO2
P09132	1			1	1	1	1	1	SRP19
P09234	1			1	1	1	1	1	SNRPC
P09488	1			1	1	1	1	1	GSTM1
P09493	1			1	1	1	1	1	TPM1
P09496	1			1	1	1	1	1	CLTA
P09525	1			1	1	1	1	1	ANXA4
P09622	1			1	1	1	1	1	DLD
P09629	1			1	1	1	1	1	HOXB7
P09630	1			1	1	1	1	1	HOXC6
P09661	1			1	1	1	1	1	SNRPA1
P09936	1			1	1	1	1	1	UCHL1
P0C0L4	1			1	1	1	1	1	C4A
P0C221	1			1	1	1	1	1	CCDC175
P0CG00	1			1	1	1	1	1	ZSCAN5D
P0CJ78	1			1	1	1	1	1	ZNF865
P0DJD0	1			1	1	1	1	1	RGPD1
P0DJD1	1			1	1	1	1	1	RGPD2
P0DMQ5	1			1	1	1	1	1	LINC00984
P0DP25	1			1	1	1	1	1	CALM3
P0DPH7	1			1	1	1	1	1	TUBA3C
P10074	1			1	1	1	1	1	ZBTB48
P10109	1			1	1	1	1	1	FDX1
P10155	1			1	1	1	1	1	TROVE2
P10589	1			1	1	1	1	1	NR2F1
P10768	1			1	1	1	1	1	ESD
P11137	1			1	1	1	1	1	MAP2
P11177	1			1	1	1	1	1	PDHB
P11216	1			1	1	1	1	1	PYGB
P11217	1			1	1	1	1	1	PYGM
P11310	1			1	1	1	1	1	ACADM
P11802	1			1	1	1	1	1	CDK4
P11836	1			1	1	1	1	1	MS4A1
P12074	1			1	1	1	1	1	COX6A1
P12694	1			1	1	1	1	1	BCKDHA
P12872	1			1	1	1	1	1	MLN
P13051	1			1	1	1	1	1	UNG
P13473	1			1	1	1	1	1	LAMP2
P13591	1			1	1	1	1	1	NCAM1
P13647	1			1	1	1	1	1	KRT5
P13798	1			1	1	1	1	1	APEH
P13807	1			1	1	1	1	1	GYS1
P13929	1			1	1	1	1	1	ENO3
P13984	1			1	1	1	1	1	GTF2F2
P14314	1			1	1	1	1	1	PRKCSH
P14317	1			1	1	1	1	1	HCLS1
P14649	1			1	1	1	1	1	MYL6B
P15056	1			1	1	1	1	1	BRAF
P15259	1			1	1	1	1	1	PGAM2
P15289	1			1	1	1	1	1	ARSA
P15291	1			1	1	1	1	1	B4GALT1
P15498	1			1	1	1	1	1	VAV1
P15559	1			1	1	1	1	1	NQO1
P15586	1			1	1	1	1	1	GNS
P15822	1			1	1	1	1	1	HIVEP1
P15941	1			1	1	1	1	1	MUC1
P16152	1			1	1	1	1	1	CBR1
P16220	1			1	1	1	1	1	CREB1
P16383	1			1	1	1	1	1	GCFC2
P16403	1			1	1	1	1	1	HIST1H1E
P17029	1			1	1	1	1	1	ZKSCAN1
P17174	1			1	1	1	1	1	GOT1
P17252	1			1	1	1	1	1	PRKCA
P17301	1			1	1	1	1	1	ITGA2
P17302	1			1	1	1	1	1	GJA1
P17509	1			1	1	1	1	1	HOXB6
P17540	1			1	1	1	1	1	CKMT2
P17676	1			1	1	1	1	1	CEBPB
P18031	1			1	1	1	1	1	PTPN1
P18545	1			1	1	1	1	1	PDE6G
P18615	1			1	1	1	1	1	NELFE
P18621	1			1	1	1	1	1	RPL17
P18846	1			1	1	1	1	1	ATF1
P18847	1			1	1	1	1	1	ATF3
P18858	1			1	1	1	1	1	LIG1
P18887	1			1	1	1	1	1	XRCC1
P19105	1			1	1	1	1	1	MYL12A
P19544	1			1	1	1	1	1	WT1
P19622	1			1	1	1	1	1	EN2
P20020	1			1	1	1	1	1	ATP2B1
P20073	1			1	1	1	1	1	ANXA7
P20248	1			1	1	1	1	1	CCNA2
P20719	1			1	1	1	1	1	HOXA5
P20749	1			1	1	1	1	1	BCL3
P20848	1			1	1	1	1	1	SERPINA2P
P20916	1			1	1	1	1	1	MAG
P21108	1			1	1	1	1	1	PRPS1L1
P21359	1			1	1	1	1	1	NF1
P21796	1			1	1	1	1	1	VDAC1
P21817	1			1	1	1	1	1	RYR1
P21917	1			1	1	1	1	1	DRD4
P22105	1			1	1	1	1	1	TNXB
P22413	1			1	1	1	1	1	ENPP1
P22612	1			1	1	1	1	1	PRKACG
P22732	1			1	1	1	1	1	SLC2A5
P22760	1			1	1	1	1	1	AADAC
P23142	1			1	1	1	1	1	FBLN1
P23258	1			1	1	1	1	1	TUBG1
P23368	1			1	1	1	1	1	ME2
P23381	1			1	1	1	1	1	WARS
P23468	1			1	1	1	1	1	PTPRD
P23511	1			1	1	1	1	1	NFYA
P23677	1			1	1	1	1	1	ITPKA
P23760	1			1	1	1	1	1	PAX3
P23769	1			1	1	1	1	1	GATA2
P23921	1			1	1	1	1	1	RRM1
P24941	1			1	1	1	1	1	CDK2
P25311	1			1	1	1	1	1	AZGP1
P25325	1			1	1	1	1	1	MPST
P25391	1			1	1	1	1	1	LAMA1
P25440	1			1	1	1	1	1	BRD2
P26022	1			1	1	1	1	1	PTX3
P26045	1			1	1	1	1	1	PTPN3
P26378	1			1	1	1	1	1	ELAVL4
P26440	1			1	1	1	1	1	IVD
P26599	1			1	1	1	1	1	PTBP1
P26885	1			1	1	1	1	1	FKBP2
P27540	1			1	1	1	1	1	ARNT
P27816	1			1	1	1	1	1	MAP4
P28062	1			1	1	1	1	1	PSMB8
P28482	1			1	1	1	1	1	MAPK3
P28676	1			1	1	1	1	1	GCA
P28838	1			1	1	1	1	1	LAP3
P29033	1			1	1	1	1	1	GJB2
P29322	1			1	1	1	1	1	EPHA8
P29350	1			1	1	1	1	1	PTPN6
P29353	1			1	1	1	1	1	SHC1
P29992	1			1	1	1	1	1	GNA11
P30040	1			1	1	1	1	1	ERP29
P30154	1			1	1	1	1	1	PPP2R1B
P30520	1			1	1	1	1	1	ADSS
P30530	1			1	1	1	1	1	AXL
P30613	1			1	1	1	1	1	PKLR
P30626	1			1	1	1	1	1	SRI
P30939	1			1	1	1	1	1	HTR1F
P31267	1			1	1	1	1	1	HOXA6
P31268	1			1	1	1	1	1	HOXA7
P31275	1			1	1	1	1	1	HOXC12
P31276	1			1	1	1	1	1	HOXC13
P31277	1			1	1	1	1	1	HOXD11
P31321	1			1	1	1	1	1	PRKAR1B
P31350	1			1	1	1	1	1	RRM2
P31944	1			1	1	1	1	1	CASP14
P31946	1			1	1	1	1	1	YWHAB
P31949	1			1	1	1	1	1	S100A11
P32519	1			1	1	1	1	1	ELF1
P32927	1			1	1	1	1	1	CSF2RB
P33552	1			1	1	1	1	1	CKS2
P34925	1			1	1	1	1	1	RYK
P35222	1			1	1	1	1	1	CTNNB1
P35226	1			1	1	1	1	1	BMI1
P35228	1			1	1	1	1	1	NOS2
P35236	1			1	1	1	1	1	PTPN7
P35251	1			1	1	1	1	1	RFC1
P35268	1			1	1	1	1	1	RPL22
P35269	1			1	1	1	1	1	GTF2F1
P35354	1			1	1	1	1	1	PTGS2
P35555	1			1	1	1	1	1	FBN1
P35658	1			1	1	1	1	1	NUP214
P35711	1			1	1	1	1	1	SOX5
P35869	1			1	1	1	1	1	AHR
P35998	1			1	1	1	1	1	PSMC2
P36405	1			1	1	1	1	1	ARL3
P36508	1			1	1	1	1	1	ZNF76
P36639	1			1	1	1	1	1	NUDT1
P36952	1			1	1	1	1	1	SERPINB5
P37268	1			1	1	1	1	1	FDFT1
P37837	1			1	1	1	1	1	TALDO1
P38935	1			1	1	1	1	1	IGHMBP2
P38936	1			1	1	1	1	1	CDKN1A
P39060	1			1	1	1	1	1	COL18A1
P39656	1			1	1	1	1	1	DDOST
P40126	1			1	1	1	1	1	DCT
P40197	1			1	1	1	1	1	GP5
P40425	1			1	1	1	1	1	PBX2
P40763	1			1	1	1	1	1	STAT3
P40925	1			1	1	1	1	1	MDH1
P40926	1			1	1	1	1	1	MDH2
P41091	1			1	1	1	1	1	EIF2S3
P41162	1			1	1	1	1	1	ETV3
P41208	1			1	1	1	1	1	CETN2
P41227	1			1	1	1	1	1	NAA10
P41236	1			1	1	1	1	1	PPP1R2
P42025	1			1	1	1	1	1	ACTR1B
P42229	1			1	1	1	1	1	STAT5B
P42345	1			1	1	1	1	1	MTOR
P42677	1			1	1	1	1	1	RPS27
P42765	1			1	1	1	1	1	ACAA2
P42772	1			1	1	1	1	1	CDKN2B
P43026	1			1	1	1	1	1	GDF5
P43121	1			1	1	1	1	1	MCAM
P43155	1			1	1	1	1	1	CRAT
P43166	1			1	1	1	1	1	CA7
P43246	1			1	1	1	1	1	MSH2
P43308	1			1	1	1	1	1	SSR2
P43364	1			1	1	1	1	1	MAGEA11
P43405	1			1	1	1	1	1	SYK
P43490	1			1	1	1	1	1	NAMPT
P45877	1			1	1	1	1	1	PPIC
P45985	1			1	1	1	1	1	MAP2K4
P46087	1			1	1	1	1	1	NOP2
P46108	1			1	1	1	1	1	CRK
P46439	1			1	1	1	1	1	GSTM5
P46459	1			1	1	1	1	1	NSF
P46531	1			1	1	1	1	1	NOTCH1
P46934	1			1	1	1	1	1	NEDD4
P46937	1			1	1	1	1	1	YAP1
P46977	1			1	1	1	1	1	STT3A
P47813	1			1	1	1	1	1	EIF1AX
P47869	1			1	1	1	1	1	GABRA2
P47914	1			1	1	1	1	1	RPL29
P47928	1			1	1	1	1	1	ID4
P47974	1			1	1	1	1	1	ZFP36L2
P48029	1			1	1	1	1	1	SLC6A8
P48147	1			1	1	1	1	1	PREP
P48444	1			1	1	1	1	1	ARCN1
P48723	1			1	1	1	1	1	HSPA13
P48735	1			1	1	1	1	1	IDH2
P48741	1			1	1	1	1	1	HSPA7
P49069	1			1	1	1	1	1	CAMLG
P49427	1			1	1	1	1	1	CDC34
P49441	1			1	1	1	1	1	INPP1
P49448	1			1	1	1	1	1	GLUD2
P49450	1			1	1	1	1	1	CENPA
P49589	1			1	1	1	1	1	CARS
P49593	1			1	1	1	1	1	PPM1F
P49753	1			1	1	1	1	1	ACOT2
P49773	1			1	1	1	1	1	HINT1
P49796	1			1	1	1	1	1	RGS3
P49842	1			1	1	1	1	1	STK19
P49848	1			1	1	1	1	1	TAF6
P50213	1			1	1	1	1	1	IDH3A
P50219	1			1	1	1	1	1	MNX1
P50238	1			1	1	1	1	1	CRIP1
P50452	1			1	1	1	1	1	SERPINB8
P50454	1			1	1	1	1	1	SERPINH1
P50851	1			1	1	1	1	1	LRBA
P50895	1			1	1	1	1	1	BCAM
P50990	1			1	1	1	1	1	CCT8
P50993	1			1	1	1	1	1	ATP1A2
P51153	1			1	1	1	1	1	RAB13
P51159	1			1	1	1	1	1	RAB27A
P51397	1			1	1	1	1	1	DAP
P51553	1			1	1	1	1	1	IDH3G
P51571	1			1	1	1	1	1	SSR4
P51572	1			1	1	1	1	1	BCAP31
P51648	1			1	1	1	1	1	ALDH3A2
P51659	1			1	1	1	1	1	HSD17B4
P51665	1			1	1	1	1	1	PSMD7
P51692	1			1	1	1	1	1	STAT5B
P51798	1			1	1	1	1	1	CLCN7
P51805	1			1	1	1	1	1	PLXNA3
P51809	1			1	1	1	1	1	VAMP7
P51812	1			1	1	1	1	1	RPS6KA3
P51956	1			1	1	1	1	1	NEK3
P51957	1			1	1	1	1	1	NEK4
P52198	1			1	1	1	1	1	RND2
P52209	1			1	1	1	1	1	PGD
P52306	1			1	1	1	1	1	RAP1GDS1
P52655	1			1	1	1	1	1	GTF2A1
P52737	1			1	1	1	1	1	ZNF136
P52788	1			1	1	1	1	1	SMS
P52789	1			1	1	1	1	1	HK2
P52790	1			1	1	1	1	1	HK3
P52895	1			1	1	1	1	1	AKR1C2
P52907	1			1	1	1	1	1	CAPZA1
P52926	1			1	1	1	1	1	HMGA2
P52952	1			1	1	1	1	1	NKX2-5
P53007	1			1	1	1	1	1	SLC25A1
P53365	1			1	1	1	1	1	ARFIP2
P53384	1			1	1	1	1	1	NUBP1
P53567	1			1	1	1	1	1	CEBPG
P53667	1			1	1	1	1	1	LIMK1
P53677	1			1	1	1	1	1	AP3M2
P54132	1			1	1	1	1	1	BLM
P54274	1			1	1	1	1	1	TERF1
P54578	1			1	1	1	1	1	USP14
P54646	1			1	1	1	1	1	PRKAA2
P54687	1			1	1	1	1	1	BCAT1
P54727	1			1	1	1	1	1	RAD23B
P55011	1			1	1	1	1	1	SLC12A2
P55017	1			1	1	1	1	1	SLC12A3
P55042	1			1	1	1	1	1	RRAD
P55055	1			1	1	1	1	1	NR1H2
P55084	1			1	1	1	1	1	HADHB
P55201	1			1	1	1	1	1	BRPF1
P55209	1			1	1	1	1	1	NAP1L1
P55211	1			1	1	1	1	1	CASP9
P55212	1			1	1	1	1	1	CASP6
P55283	1			1	1	1	1	1	CDH4
P55735	1			1	1	1	1	1	SEC13
P55809	1			1	1	1	1	1	OXCT1
P56556	1			1	1	1	1	1	NDUFA6
P57071	1			1	1	1	1	1	PRDM15
P57073	1			1	1	1	1	1	SOX8
P57076	1			1	1	1	1	1	C21orf59
P57078	1			1	1	1	1	1	RIPK4
P57088	1			1	1	1	1	1	TMEM33
P57735	1			1	1	1	1	1	RAB25
P58417	1			1	1	1	1	1	NXPH1
P59047	1			1	1	1	1	1	NLRP5
P60228	1			1	1	1	1	1	EIF3E
P60763	1			1	1	1	1	1	RAC3
P61073	1			1	1	1	1	1	CXCR4
P61088	1			1	1	1	1	1	UBE2N
P61204	1			1	1	1	1	1	ARF3
P61221	1			1	1	1	1	1	ABCE1
P61244	1			1	1	1	1	1	MAX
P61421	1			1	1	1	1	1	ATP6V0D1
P61513	1			1	1	1	1	1	RPL37A
P61599	1			1	1	1	1	1	NAA20
P61619	1			1	1	1	1	1	SEC61A1
P61956	1			1	1	1	1	1	SUMO3
P61981	1			1	1	1	1	1	YWHAG
P62072	1			1	1	1	1	1	TIMM10
P62191	1			1	1	1	1	1	PSMC1
P62195	1			1	1	1	1	1	PSMC5
P62244	1			1	1	1	1	1	RPS15A
P62263	1			1	1	1	1	1	RPS14
P62266	1			1	1	1	1	1	RPS23
P62304	1			1	1	1	1	1	SNRPE
P62306	1			1	1	1	1	1	SNRPF
P62310	1			1	1	1	1	1	LSM3
P62312	1			1	1	1	1	1	LSM6
P62487	1			1	1	1	1	1	POLR2G
P62508	1			1	1	1	1	1	ESRRG
P62820	1			1	1	1	1	1	RAB1A
P62829	1			1	1	1	1	1	RPL23
P62841	1			1	1	1	1	1	RPS15
P62851	1			1	1	1	1	1	RPS25
P62854	1			1	1	1	1	1	RPS26
P62857	1			1	1	1	1	1	RPS28
P62877	1			1	1	1	1	1	RBX1
P62879	1			1	1	1	1	1	GNB2
P62888	1			1	1	1	1	1	RPL30
P62937	1			1	1	1	1	1	PPIA
P63092	1			1	1	1	1	1	GNAS
P63096	1			1	1	1	1	1	GNAI1
P63104	1			1	1	1	1	1	YWHAZ
P63173	1			1	1	1	1	1	RPL38
P63208	1			1	1	1	1	1	SKP1
P63218	1			1	1	1	1	1	GNG5
P63241	1			1	1	1	1	1	EIF5A
P67775	1			1	1	1	1	1	PPP2CA
P68366	1			1	1	1	1	1	TUBA4A
P68400	1			1	1	1	1	1	CSNK2A1
P69849	1			1	1	1	1	1	NOMO3
P78337	1			1	1	1	1	1	PITX1
P78346	1			1	1	1	1	1	RPP30
P78364	1			1	1	1	1	1	PHC1
P78368	1			1	1	1	1	1	CSNK1G2
P78371	1			1	1	1	1	1	CCT2
P78410	1			1	1	1	1	1	BTN3A2
P78426	1			1	1	1	1	1	NKX6-1
P78549	1			1	1	1	1	1	NTHL1
P78559	1			1	1	1	1	1	MAP1A
P81274	1			1	1	1	1	1	GPSM2
P81605	1			1	1	1	1	1	DCD
P81877	1			1	1	1	1	1	SSBP2
P82094	1			1	1	1	1	1	TMF1
P82675	1			1	1	1	1	1	MRPS5
P82909	1			1	1	1	1	1	MRPS36
P82932	1			1	1	1	1	1	MRPS6
P83436	1			1	1	1	1	1	COG7
P83731	1			1	1	1	1	1	RPL24
P83881	1			1	1	1	1	1	RPL36A
P84085	1			1	1	1	1	1	ARF5
P85299	1			1	1	1	1	1	PRR5
P98153	1			1	1	1	1	1	DGCR2
P98160	1			1	1	1	1	1	HSPG2
Q00056	1			1	1	1	1	1	HOXA4
Q00059	1			1	1	1	1	1	TFAM
Q00266	1			1	1	1	1	1	MAT1A
Q00403	1			1	1	1	1	1	GTF2B
Q00444	1			1	1	1	1	1	HOXC5
Q00536	1			1	1	1	1	1	CDK16
Q00796	1			1	1	1	1	1	SORD
Q00994	1			1	1	1	1	1	NGFRAP1
Q01201	1			1	1	1	1	1	RELB
Q01543	1			1	1	1	1	1	FLI1
Q01581	1			1	1	1	1	1	HMGCS1
Q01780	1			1	1	1	1	1	EXOSC10
Q01831	1			1	1	1	1	1	XPC
Q01860	1			1	1	1	1	1	POU5F1
Q01995	1			1	1	1	1	1	TAGLN
Q02040	1			1	1	1	1	1	AKAP17A
Q02224	1			1	1	1	1	1	CENPE
Q02241	1			1	1	1	1	1	KIF23
Q02447	1			1	1	1	1	1	SP3
Q02487	1			1	1	1	1	1	DSC2
Q02548	1			1	1	1	1	1	PAX5
Q02641	1			1	1	1	1	1	CACNB1
Q02750	1			1	1	1	1	1	MAP2K1
Q02779	1			1	1	1	1	1	MAP3K10
Q02833	1			1	1	1	1	1	RASSF7
Q02930	1			1	1	1	1	1	CREB5
Q02962	1			1	1	1	1	1	PAX2
Q02978	1			1	1	1	1	1	SLC25A11
Q03001	1			1	1	1	1	1	DST
Q03013	1			1	1	1	1	1	GSTM4
Q03112	1			1	1	1	1	1	MECOM
Q03113	1			1	1	1	1	1	GNA12
Q03154	1			1	1	1	1	1	ACY1
Q03518	1			1	1	1	1	1	TAP1
Q04760	1			1	1	1	1	1	GLO1
Q04828	1			1	1	1	1	1	AKR1C1
Q04864	1			1	1	1	1	1	REL
Q04917	1			1	1	1	1	1	YWHAH
Q05086	1			1	1	1	1	1	UBE3A
Q05195	1			1	1	1	1	1	MXD1
Q05397	1			1	1	1	1	1	PTK2
Q05682	1			1	1	1	1	1	CALD1
Q05707	1			1	1	1	1	1	COL14A1
Q05D32	1			1	1	1	1	1	CTDSPL2
Q06033	1			1	1	1	1	1	ITIH3
Q06124	1			1	1	1	1	1	PTPN11
Q06203	1			1	1	1	1	1	PPAT
Q06210	1			1	1	1	1	1	GFPT1
Q06278	1			1	1	1	1	1	AOX1
Q06481	1			1	1	1	1	1	APLP2
Q06546	1			1	1	1	1	1	GABPA
Q06609	1			1	1	1	1	1	RAD51
Q07002	1			1	1	1	1	1	CDK18
Q07065	1			1	1	1	1	1	CKAP4
Q07352	1			1	1	1	1	1	ZFP36L1
Q07507	1			1	1	1	1	1	DPT
Q07889	1			1	1	1	1	1	SOS1
Q07890	1			1	1	1	1	1	SOS2
Q08188	1			1	1	1	1	1	TGM3
Q08209	1			1	1	1	1	1	PPP3CA
Q08378	1			1	1	1	1	1	GOLGA3
Q08397	1			1	1	1	1	1	LOXL1
Q08499	1			1	1	1	1	1	PDE4D
Q08752	1			1	1	1	1	1	PPID
Q08AD1	1			1	1	1	1	1	CAMSAP2
Q08AG5	1			1	1	1	1	1	ZNF844
Q08AM6	1			1	1	1	1	1	VAC14
Q09013	1			1	1	1	1	1	DMPK
Q0VAM2	1			1	1	1	1	1	RASGEF1B
Q0VDF9	1			1	1	1	1	1	HSPA14
Q0Z7S8	1			1	1	1	1	1	FABP9
Q10567	1			1	1	1	1	1	AP2B1
Q10588	1			1	1	1	1	1	BST1
Q12788	1			1	1	1	1	1	TBL3
Q12791	1			1	1	1	1	1	KCNMA1
Q12792	1			1	1	1	1	1	TWF1
Q12800	1			1	1	1	1	1	TFCP2
Q12815	1			1	1	1	1	1	TROAP
Q12849	1			1	1	1	1	1	GRSF1
Q12857	1			1	1	1	1	1	NFIA
Q12866	1			1	1	1	1	1	MERTK
Q12912	1			1	1	1	1	1	IRAG2
Q12955	1			1	1	1	1	1	ANK3
Q12962	1			1	1	1	1	1	TAF10
Q12983	1			1	1	1	1	1	BNIP3
Q12986	1			1	1	1	1	1	NFX1
Q12996	1			1	1	1	1	1	CSTF3
Q13015	1			1	1	1	1	1	MLLT11
Q13085	1			1	1	1	1	1	ACACA
Q13105	1			1	1	1	1	1	ZBTB17
Q13129	1			1	1	1	1	1	RLF
Q13163	1			1	1	1	1	1	MAP2K5
Q13206	1			1	1	1	1	1	DDX10
Q13232	1			1	1	1	1	1	NME3
Q13322	1			1	1	1	1	1	GRB10
Q13347	1			1	1	1	1	1	EIF3I
Q13356	1			1	1	1	1	1	PPIL2
Q13362	1			1	1	1	1	1	PPP2R5C
