term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C0917798	Cerebral Ischemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	112
C0917799	Hypersomnia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	68
C0917800	Epilepsy, Myoclonic, Infantile	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0917801	Sleeplessness	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	162
C0917804	Arteriovenous Malformations, Cerebral	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	33
C0917805	Transient Cerebral Ischemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	94
C0917808	Vegetative State	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0917811	Nerve Entrapment	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0917812	Tetanilla	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0917813	Spina Bifida, Open	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0917814	Aphasia, Expressive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0917816	Mental deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	144
C0917817	Neurofibromatosis 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0917890	Pineocytoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0917967	Pupillary Functions, Abnormal	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0917981	Progressive Muscular Atrophy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	15
C0917990	Acro-Osteolysis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0917996	Cerebral Aneurysm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	60
C0919267	ovarian neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2179
C0919532	Genomic Instability	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0919563	Dissection of renal artery	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0919568	Impatience	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919582	Sudden onset of sleep	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0919613	Enterochromaffin cell hyperplasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0919631	Upper Extremity Deep Vein Thrombosis, Primary	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919632	Malignant pleurisy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919645	Tumour ulceration	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C0919659	Oropharyngeal candidiasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	25
C0919677	Protein C measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	56
C0919678	Protein S measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0919715	Lupus-like syndrome	Immune / inflammatory	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Immune / inflammatory).	7
C0919718	Calcification of mitral valve	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0919746	Engraftment syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	9
C0919747	Cytokine storm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	94
C0919758	Vitamin D measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	14
C0919785	Decreased transferrin saturation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919818	Anti-neutrophil cytoplasmic antibody positive vasculitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919823	Cytolytic hepatitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0919890	Hyperfibrinogenemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0919896	Myeloblastoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0919899	Ascites infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0919907	Pleural Infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0919909	Tonic clonic movements	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	18
C0919934	Abdominal wall infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C0919974	Abulia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0919976	Renal cancer metastatic	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	15
C0919989	Metastatic renal carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	7
C0919997	Thickened Achilles tendon	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920027	Cholestatic hepatic disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920028	Leukaemia recurrent	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	48
C0920035	Left ventricular overload	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0920160	Radiation-induced liver disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920163	Idiopathic thrombocytopenia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920184	Fundic gland polyp	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C0920186	Hepatic artery stenosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0920187	Congenital neuropathy	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C0920193	Photodermatosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0920209	Hypercapnic encephalopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C0920233	Pisa syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C0920235	Psoriatic plaque	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0920253	Emergence Delirium	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920269	Microsatellite Instability	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0920289	Sluggishness	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0920296	Developmental reading disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	30
C0920299	Overriding toe	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	47
C0920350	Autoimmune thyroiditis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	144
C0920372	Carcinogenesis, Radiation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0920506	Environment-Related Malignant Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	6
C0920563	Insulin Sensitivity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	62
C0920605	Neoplasm diagnosis	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0920646	Ischemia of kidney	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	125
C0920652	skin irritant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0920715	Myocardial hypoxia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0920776	hormone related neoplasm/cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0935560	Multiple disability	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0935909	Breast Carcinoma Metastatic in the Skin	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0936016	Testicular Feminization	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	23
C0936215	Vitamin B 6 Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0936223	Metastatic Prostate Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	332
C0936243	HIV-1-Associated Cognitive Motor Complex	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0936247	Brain Embolism and Thrombosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0936248	Chondroma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C0936250	Eczema Herpeticum	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	21
C0936251	Polyradiculitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0936256	Lysine Alpha-Ketoglutarate Reductase Deficiency Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0936261	Brain Thrombus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0936263	Cerebral Thrombus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0936273	Familial Amyloid Polyneuropathy, Type IV	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
