canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q8N1B3	Other / unclassified	Other / unclassified	CCNQ	CCNQ_HUMAN	Cyclin-Q; ; Cyclin-Q (CDK10-activating cyclin) (Cyclin-M) (Cyclin-related protein FAM58A)	Name: CCNQ; Synonyms: FAM58A;			q8n1b3 ccnq ccnq_human cyclin-q; ; cyclin-q (cdk10-activating cyclin) (cyclin-m) (cyclin-related protein fam58a) name: ccnq; synonyms: fam58a;  	False
Q8N1D5	Other / unclassified	Other / unclassified	CFAP107	CF107_HUMAN	Cilia- and flagella-associated protein 107				q8n1d5 cfap107 cf107_human cilia- and flagella-associated protein 107   	False
Q8N1E2	Other / unclassified	Other / unclassified	LYG1	LYG1_HUMAN	Lysozyme g-like protein 1 (EC 3.2.1.-)				q8n1e2 lyg1 lyg1_human lysozyme g-like protein 1 (ec 3.2.1.-)   	False
Q8N1E6	Other / unclassified	Other / unclassified	FBXL14	FXL14_HUMAN	F-box/LRR-repeat protein 14 (F-box and leucine-rich repeat protein 14)				q8n1e6 fbxl14 fxl14_human f-box/lrr-repeat protein 14 (f-box and leucine-rich repeat protein 14)   	False
Q8N1H7	Other / unclassified	Other / unclassified	SIX6OS1	S6OS1_HUMAN	Protein SIX6OS1 (Six6 opposite strand transcript 1)				q8n1h7 six6os1 s6os1_human protein six6os1 (six6 opposite strand transcript 1)   	False
Q8N1M1	Other / unclassified	Other / unclassified	BEST3	BEST3_HUMAN	Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3)				q8n1m1 best3 best3_human bestrophin-3 (vitelliform macular dystrophy 2-like protein 3)   	False
Q8N1N0	Other / unclassified	Other / unclassified	CLEC4F	CLC4F_HUMAN	C-type lectin domain family 4 member F (C-type lectin superfamily member 13) (C-type lectin 13)				q8n1n0 clec4f clc4f_human c-type lectin domain family 4 member f (c-type lectin superfamily member 13) (c-type lectin 13)   	False
Q8N1P7	Other / unclassified	Other / unclassified	CRYBG2	CRBG2_HUMAN	Beta/gamma crystallin domain-containing protein 2 (Absent in melanoma 1-like protein)				q8n1p7 crybg2 crbg2_human beta/gamma crystallin domain-containing protein 2 (absent in melanoma 1-like protein)   	False
Q8N1Q1	Other / unclassified	Other / unclassified	CA13	CAH13_HUMAN	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)				q8n1q1 ca13 cah13_human carbonic anhydrase 13 (ec 4.2.1.1) (carbonate dehydratase xiii) (carbonic anhydrase xiii) (ca-xiii)   	False
Q8N1V2	Other / unclassified	Other / unclassified	CFAP52	CFA52_HUMAN	Cilia- and flagella-associated protein 52; ; Cilia- and flagella-associated protein 52 (WD repeat-containing protein 16) (WD40-repeat protein up-regulated in HCC)	Name: CFAP52; Synonyms: WDR16; WDRPUH;			q8n1v2 cfap52 cfa52_human cilia- and flagella-associated protein 52; ; cilia- and flagella-associated protein 52 (wd repeat-containing protein 16) (wd40-repeat protein up-regulated in hcc) name: cfap52; synonyms: wdr16; wdrpuh;  	False
Q8N228	Other / unclassified	Other / unclassified	SCML4	SCML4_HUMAN	Sex comb on midleg-like protein 4				q8n228 scml4 scml4_human sex comb on midleg-like protein 4   	False
Q8N239	Other / unclassified	Other / unclassified	KLHL34	KLH34_HUMAN	Kelch-like protein 34; ; Kelch-like protein 34	Name: KLHL34;	SKP1/BTB/POZ domain superfamily ; BTB/POZ domain ; BTB/Kelch-associated ; Kelch-type beta-propeller ; Kelch repeat type 1 IPR011333 ; IPR000210 ; IPR011705 ; IPR015915 ; IPR006652 homologous_superfamily ; domain ; repeat		q8n239 klhl34 klh34_human kelch-like protein 34; ; kelch-like protein 34 name: klhl34; skp1/btb/poz domain superfamily ; btb/poz domain ; btb/kelch-associated ; kelch-type beta-propeller ; kelch repeat type 1 ipr011333 ; ipr000210 ; ipr011705 ; ipr015915 ; ipr006652 homologous_superfamily ; domain ; repeat 	True
Q8N271	Other / unclassified	Other / unclassified	PROM2	PROM2_HUMAN	Prominin-2 precursor; ; Prominin-2 (PROM-2) (Prominin-like protein 2) (hPROML2)	Name: PROM2; Synonyms: PROML2; ORFNames: UNQ2521/PRO6014;			q8n271 prom2 prom2_human prominin-2 precursor; ; prominin-2 (prom-2) (prominin-like protein 2) (hproml2) name: prom2; synonyms: proml2; orfnames: unq2521/pro6014;  	False
Q8N283	Other / unclassified	Other / unclassified	ANKRD35	ANR35_HUMAN	Ankyrin repeat domain-containing protein 35; ; Ankyrin repeat domain-containing protein 35	Name: ANKRD35;			q8n283 ankrd35 anr35_human ankyrin repeat domain-containing protein 35; ; ankyrin repeat domain-containing protein 35 name: ankrd35;  	False
Q8N2C3	Other / unclassified	Other / unclassified	DEPDC4	DEPD4_HUMAN	DEP domain-containing protein 4				q8n2c3 depdc4 depd4_human dep domain-containing protein 4   	False
Q8N2C7	Other / unclassified	Other / unclassified	UNC80	UNC80_HUMAN	Protein unc-80 homolog				q8n2c7 unc80 unc80_human protein unc-80 homolog   	False
Q8N2E2	Other / unclassified	Other / unclassified	VWDE	VWDE_HUMAN	von Willebrand factor D and EGF domain-containing protein				q8n2e2 vwde vwde_human von willebrand factor d and egf domain-containing protein   	False
Q8N2E6	Other / unclassified	Other / unclassified	TOR2A	TOR2X_HUMAN	Prosalusin (Torsin family 2 member A) (Torsin-2A) [Cleaved into: Salusin-alpha; Salusin-beta]				q8n2e6 tor2a tor2x_human prosalusin (torsin family 2 member a) (torsin-2a) [cleaved into: salusin-alpha; salusin-beta]   	False
Q8N2F6	Other / unclassified	Other / unclassified	ARMC10	ARM10_HUMAN	Armadillo repeat-containing protein 10; ; Armadillo repeat-containing protein 10 (Splicing variant involved in hepatocarcinogenesis protein)	Name: ARMC10; Synonyms: SVH; ORFNames: PSEC0198;			q8n2f6 armc10 arm10_human armadillo repeat-containing protein 10; ; armadillo repeat-containing protein 10 (splicing variant involved in hepatocarcinogenesis protein) name: armc10; synonyms: svh; orfnames: psec0198;  	False
Q8N2G8	Other / unclassified	Other / unclassified	GHDC	GHDC_HUMAN	GH3 domain-containing protein precursor; ; GH3 domain-containing protein	Name: GHDC; Synonyms: D11LGP1E, LGP1;			q8n2g8 ghdc ghdc_human gh3 domain-containing protein precursor; ; gh3 domain-containing protein name: ghdc; synonyms: d11lgp1e, lgp1;  	False
Q8N2H4	Other / unclassified	Other / unclassified	SYS1	SYS1_HUMAN	Protein SYS1 homolog				q8n2h4 sys1 sys1_human protein sys1 homolog   	False
Q8N2M8	Other / unclassified	Other / unclassified	CLASRP	CLASR_HUMAN	CLK4-associating serine/arginine rich protein; ; CLK4-associating serine/arginine rich protein (Splicing factor, arginine/serine-rich 16) (Suppressor of white-apricot homolog 2)	Name: CLASRP; Synonyms: SFRS16, SWAP2; ORFNames: UNQ2428/PRO4988;	Suppressor of white apricot, N-terminal domain IPR019147 domain		q8n2m8 clasrp clasr_human clk4-associating serine/arginine rich protein; ; clk4-associating serine/arginine rich protein (splicing factor, arginine/serine-rich 16) (suppressor of white-apricot homolog 2) name: clasrp; synonyms: sfrs16, swap2; orfnames: unq2428/pro4988; suppressor of white apricot, n-terminal domain ipr019147 domain 	True
Q8N2N9	Other / unclassified	Other / unclassified	ANKRD36B	AN36B_HUMAN	Ankyrin repeat domain-containing protein 36B; ; Ankyrin repeat domain-containing protein 36B (CLL-associated antigen KW-1)	Name: ANKRD36B;			q8n2n9 ankrd36b an36b_human ankyrin repeat domain-containing protein 36b; ; ankyrin repeat domain-containing protein 36b (cll-associated antigen kw-1) name: ankrd36b;  	False
Q8N2Q7	Other / unclassified	Other / unclassified	NLGN1	NLGN1_HUMAN	Neuroligin-1 precursor; ; Neuroligin-1	Name: NLGN1; Synonyms: KIAA1070;			q8n2q7 nlgn1 nlgn1_human neuroligin-1 precursor; ; neuroligin-1 name: nlgn1; synonyms: kiaa1070;  	False
Q8N2R0	Other / unclassified	Other / unclassified	OSR2	OSR2_HUMAN	Protein odd-skipped-related 2				q8n2r0 osr2 osr2_human protein odd-skipped-related 2   	False
Q8N2R8	Other / unclassified	Other / unclassified	FAM43A	FA43A_HUMAN	Protein FAM43A				q8n2r8 fam43a fa43a_human protein fam43a   	False
Q8N2S1	Other / unclassified	Other / unclassified	LTBP4	LTBP4_HUMAN	Latent-transforming growth factor beta-binding protein 4 precursor; ; Latent-transforming growth factor beta-binding protein 4 (LTBP-4)	Name: LTBP4;			q8n2s1 ltbp4 ltbp4_human latent-transforming growth factor beta-binding protein 4 precursor; ; latent-transforming growth factor beta-binding protein 4 (ltbp-4) name: ltbp4;  	False
Q8N2U9	Other / unclassified	Other / unclassified	SLC66A2	S66A2_HUMAN	Solute carrier family 66 member 2 (PQ-loop repeat-containing protein 1)				q8n2u9 slc66a2 s66a2_human solute carrier family 66 member 2 (pq-loop repeat-containing protein 1)   	False
Q8N2W9	Other / unclassified	Other / unclassified	PIAS4	PIAS4_HUMAN	E3 SUMO-protein ligase PIAS4; ; E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma)	Name: PIAS4; Synonyms: PIASG;			q8n2w9 pias4 pias4_human e3 sumo-protein ligase pias4; ; e3 sumo-protein ligase pias4 (ec 2.3.2.27) (piasy) (protein inhibitor of activated stat protein 4) (protein inhibitor of activated stat protein gamma) (pias-gamma) name: pias4; synonyms: piasg;  	False
Q8N300	Other / unclassified	Other / unclassified	SVBP	SVBP_HUMAN	Small vasohibin-binding protein; ; Small vasohibin-binding protein (Coiled coil domain-containing protein 23)	Name: SVBP; Synonyms: CCDC23;			q8n300 svbp svbp_human small vasohibin-binding protein; ; small vasohibin-binding protein (coiled coil domain-containing protein 23) name: svbp; synonyms: ccdc23;  	False
Q8N302	Other / unclassified	Other / unclassified	AGGF1	AGGF1_HUMAN	Angiogenic factor with G patch and FHA domains 1; ; Angiogenic factor with G patch and FHA domains 1 (Angiogenic factor VG5Q) (hVG5Q) (G patch domain-containing protein 7) (Vasculogenesis gene on 5q protein)	Name: AGGF1; Synonyms: GPATC7, GPATCH7, VG5Q;			q8n302 aggf1 aggf1_human angiogenic factor with g patch and fha domains 1; ; angiogenic factor with g patch and fha domains 1 (angiogenic factor vg5q) (hvg5q) (g patch domain-containing protein 7) (vasculogenesis gene on 5q protein) name: aggf1; synonyms: gpatc7, gpatch7, vg5q;  	False
Q8N307	Other / unclassified	Other / unclassified	MUC20	MUC20_HUMAN	Mucin-20 precursor; ; Mucin-20 (MUC-20)	Name: MUC20; Synonyms: KIAA1359; ORFNames: UNQ2782/PRO7170;			q8n307 muc20 muc20_human mucin-20 precursor; ; mucin-20 (muc-20) name: muc20; synonyms: kiaa1359; orfnames: unq2782/pro7170;  	False
Q8N309	Other / unclassified	Other / unclassified	LRRC43	LRC43_HUMAN	Leucine-rich repeat-containing protein 43				q8n309 lrrc43 lrc43_human leucine-rich repeat-containing protein 43   	False
Q8N323	Other / unclassified	Other / unclassified	NXPE1	NXPE1_HUMAN	NXPE family member 1 (Protein FAM55A)				q8n323 nxpe1 nxpe1_human nxpe family member 1 (protein fam55a)   	False
Q8N328	Other / unclassified	Other / unclassified	PGBD3	PGBD3_HUMAN	PiggyBac transposable element-derived protein 3; ; PiggyBac transposable element-derived protein 3	Name: PGBD3;			q8n328 pgbd3 pgbd3_human piggybac transposable element-derived protein 3; ; piggybac transposable element-derived protein 3 name: pgbd3;  	False
Q8N336	Other / unclassified	Other / unclassified	ELMOD1	ELMD1_HUMAN	ELMO domain-containing protein 1				q8n336 elmod1 elmd1_human elmo domain-containing protein 1   	False
Q8N339	Other / unclassified	Other / unclassified	MT1M	MT1M_HUMAN	Metallothionein-1M (MT-1M) (Metallothionein-IM) (MT-IM)				q8n339 mt1m mt1m_human metallothionein-1m (mt-1m) (metallothionein-im) (mt-im)   	False
Q8N344	Other / unclassified	Other / unclassified	MIER2	MIER2_HUMAN	Mesoderm induction early response protein 2; ; Mesoderm induction early response protein 2 (Mi-er2)	Name: MIER2; Synonyms: KIAA1193;			q8n344 mier2 mier2_human mesoderm induction early response protein 2; ; mesoderm induction early response protein 2 (mi-er2) name: mier2; synonyms: kiaa1193;  	False
Q8N386	Other / unclassified	Other / unclassified	LRRC25	LRC25_HUMAN	Leucine-rich repeat-containing protein 25 (Monocyte and plasmacytoid-activated protein)				q8n386 lrrc25 lrc25_human leucine-rich repeat-containing protein 25 (monocyte and plasmacytoid-activated protein)   	False
Q8N387	Other / unclassified	Other / unclassified	MUC15	MUC15_HUMAN	Mucin-15 (MUC-15)				q8n387 muc15 muc15_human mucin-15 (muc-15)   	False
Q8N398	Other / unclassified	Other / unclassified	VWA5B2	VW5B2_HUMAN	von Willebrand factor A domain-containing protein 5B2				q8n398 vwa5b2 vw5b2_human von willebrand factor a domain-containing protein 5b2   	False
Q8N3C7	Other / unclassified	Other / unclassified	CLIP4	CLIP4_HUMAN	CAP-Gly domain-containing linker protein 4 (Restin-like protein 2)				q8n3c7 clip4 clip4_human cap-gly domain-containing linker protein 4 (restin-like protein 2)   	False
Q8N3H0	Other / unclassified	Other / unclassified	TAFA2	TAFA2_HUMAN	Chemokine-like protein TAFA-2				q8n3h0 tafa2 tafa2_human chemokine-like protein tafa-2   	False
Q8N3I7	Other / unclassified	Other / unclassified	BBS5	BBS5_HUMAN	BBSome complex member BBS5 (Bardet-Biedl syndrome 5 protein)				q8n3i7 bbs5 bbs5_human bbsome complex member bbs5 (bardet-biedl syndrome 5 protein)   	False
Q8N3L3	Other / unclassified	Other / unclassified	TXLNB	TXLNB_HUMAN	Beta-taxilin (Muscle-derived protein 77) (hMDP77)				q8n3l3 txlnb txlnb_human beta-taxilin (muscle-derived protein 77) (hmdp77)   	False
Q8N3S3	Other / unclassified	Other / unclassified	PHTF2	PHTF2_HUMAN	Protein PHTF2; ; Protein PHTF2	Name: PHTF2;			q8n3s3 phtf2 phtf2_human protein phtf2; ; protein phtf2 name: phtf2;  	False
Q8N3V7	Other / unclassified	Other / unclassified	SYNPO	SYNPO_HUMAN	Synaptopodin; ; Synaptopodin	Name: SYNPO; Synonyms: KIAA1029;			q8n3v7 synpo synpo_human synaptopodin; ; synaptopodin name: synpo; synonyms: kiaa1029;  	False
Q8N3X1	Other / unclassified	Other / unclassified	FNBP4	FNBP4_HUMAN	Formin-binding protein 4; ; Formin-binding protein 4 (Formin-binding protein 30)	Name: FNBP4; Synonyms: FBP30, KIAA1014;			q8n3x1 fnbp4 fnbp4_human formin-binding protein 4; ; formin-binding protein 4 (formin-binding protein 30) name: fnbp4; synonyms: fbp30, kiaa1014;  	False
Q8N3Y1	Other / unclassified	Other / unclassified	FBXW8	FBXW8_HUMAN	F-box/WD repeat-containing protein 8; ; F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29)	Name: FBXW8; Synonyms: FBW6, FBW8, FBX29, FBXO29, FBXW6;			q8n3y1 fbxw8 fbxw8_human f-box/wd repeat-containing protein 8; ; f-box/wd repeat-containing protein 8 (f-box and wd-40 domain-containing protein 8) (f-box only protein 29) name: fbxw8; synonyms: fbw6, fbw8, fbx29, fbxo29, fbxw6;  	False
Q8N3Z3	Other / unclassified	Other / unclassified	GTPBP8	GTPB8_HUMAN	GTP-binding protein 8				q8n3z3 gtpbp8 gtpb8_human gtp-binding protein 8   	False
Q8N413	Other / unclassified	Other / unclassified	SLC25A45	S2545_HUMAN	Solute carrier family 25 member 45				q8n413 slc25a45 s2545_human solute carrier family 25 member 45   	False
Q8N414	Other / unclassified	Other / unclassified	PGBD5	PGBD5_HUMAN	PiggyBac transposable element-derived protein 5 (EC 3.1.-.-) (PiggyBac domain-related protein 5) (PiggyBac transposase 5)		PiggyBac transposable element-derived protein IPR029526 domain		q8n414 pgbd5 pgbd5_human piggybac transposable element-derived protein 5 (ec 3.1.-.-) (piggybac domain-related protein 5) (piggybac transposase 5)  piggybac transposable element-derived protein ipr029526 domain 	True
Q8N431	Other / unclassified	Other / unclassified	RASGEF1C	RGF1C_HUMAN	Ras-GEF domain-containing family member 1C				q8n431 rasgef1c rgf1c_human ras-gef domain-containing family member 1c   	False
Q8N436	Other / unclassified	Other / unclassified	CPXM2	CPXM2_HUMAN	Inactive carboxypeptidase-like protein X2 precursor; ; Inactive carboxypeptidase-like protein X2	Name: CPXM2; Synonyms: CPX2; ORFNames: UNQ676/PRO1310;			q8n436 cpxm2 cpxm2_human inactive carboxypeptidase-like protein x2 precursor; ; inactive carboxypeptidase-like protein x2 name: cpxm2; synonyms: cpx2; orfnames: unq676/pro1310;  	False
Q8N456	Other / unclassified	Other / unclassified	LRRC18	LRC18_HUMAN	Leucine-rich repeat-containing protein 18				q8n456 lrrc18 lrc18_human leucine-rich repeat-containing protein 18   	False
Q8N461	Other / unclassified	Other / unclassified	FBXL16	FXL16_HUMAN	F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16)				q8n461 fbxl16 fxl16_human f-box/lrr-repeat protein 16 (f-box and leucine-rich repeat protein 16)   	False
Q8N468	Other / unclassified	Other / unclassified	SLC60A1	S60A1_HUMAN	Solute carrier family 60 member 1 (Major facilitator superfamily domain-containing protein 4) (Major facilitator superfamily domain-containing protein 4A)				q8n468 slc60a1 s60a1_human solute carrier family 60 member 1 (major facilitator superfamily domain-containing protein 4) (major facilitator superfamily domain-containing protein 4a)   	False
Q8N475	Other / unclassified	Other / unclassified	FSTL5	FSTL5_HUMAN	Follistatin-related protein 5 (Follistatin-like protein 5)				q8n475 fstl5 fstl5_human follistatin-related protein 5 (follistatin-like protein 5)   	False
Q8N485	Other / unclassified	Other / unclassified	LIX1	LIX1_HUMAN	Protein limb expression 1 homolog				q8n485 lix1 lix1_human protein limb expression 1 homolog   	False
Q8N488	Other / unclassified	Other / unclassified	RYBP	RYBP_HUMAN	RING1 and YY1-binding protein; ; RING1 and YY1-binding protein (Apoptin-associating protein 1) (APAP-1) (Death effector domain-associated factor) (DED-associated factor) (YY1 and E4TF1-associated factor 1)	Name: RYBP; Synonyms: DEDAF, YEAF1;			q8n488 rybp rybp_human ring1 and yy1-binding protein; ; ring1 and yy1-binding protein (apoptin-associating protein 1) (apap-1) (death effector domain-associated factor) (ded-associated factor) (yy1 and e4tf1-associated factor 1) name: rybp; synonyms: dedaf, yeaf1;  	False
Q8N4B4	Other / unclassified	Other / unclassified	FBXO39	FBX39_HUMAN	F-box only protein 39				q8n4b4 fbxo39 fbx39_human f-box only protein 39   	False
Q8N4B5	Other / unclassified	Other / unclassified	PRR18	PRR18_HUMAN	Proline-rich protein 18				q8n4b5 prr18 prr18_human proline-rich protein 18   	False
Q8N4C7	Other / unclassified	Other / unclassified	STX19	STX19_HUMAN	Syntaxin-19; ; Syntaxin-19	Name: STX19;			q8n4c7 stx19 stx19_human syntaxin-19; ; syntaxin-19 name: stx19;  	False
Q8N4E4	Other / unclassified	Other / unclassified	PDCL2	PDCL2_HUMAN	Phosducin-like protein 2				q8n4e4 pdcl2 pdcl2_human phosducin-like protein 2   	False
Q8N4F7	Other / unclassified	Other / unclassified	RNF175	RN175_HUMAN	RING finger protein 175; ; RING finger protein 175	Name: RNF175;			q8n4f7 rnf175 rn175_human ring finger protein 175; ; ring finger protein 175 name: rnf175;  	False
Q8N4G2	Other / unclassified	Other / unclassified	ARL14	ARL14_HUMAN	ADP-ribosylation factor-like protein 14 (ADP-ribosylation factor 7)				q8n4g2 arl14 arl14_human adp-ribosylation factor-like protein 14 (adp-ribosylation factor 7)   	False
Q8N4K4	Other / unclassified	Other / unclassified	RPRML	RPRML_HUMAN	Reprimo-like protein				q8n4k4 rprml rprml_human reprimo-like protein   	False
Q8N4P3	Other / unclassified	Other / unclassified	HDDC3	MESH1_HUMAN	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1; ; Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 (EC 3.1.7.2) (HD domain-containing protein 3) (Metazoan SpoT homolog 1) (MESH1) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)	Name: HDDC3; Synonyms: MESH1;			q8n4p3 hddc3 mesh1_human guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase mesh1; ; guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase mesh1 (ec 3.1.7.2) (hd domain-containing protein 3) (metazoan spot homolog 1) (mesh1) (penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppgpp)ase) name: hddc3; synonyms: mesh1;  	False
