canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q7Z3Z2	Other / unclassified	Other / unclassified	RD3	RD3_HUMAN	Protein RD3 (Retinal degeneration protein 3)				q7z3z2 rd3 rd3_human protein rd3 (retinal degeneration protein 3)   	False
Q7Z3Z3	Other / unclassified	Other / unclassified	PIWIL3	PIWL3_HUMAN	Piwi-like protein 3				q7z3z3 piwil3 piwl3_human piwi-like protein 3   	False
Q7Z3Z4	Other / unclassified	Other / unclassified	PIWIL4	PIWL4_HUMAN	Piwi-like protein 4				q7z3z4 piwil4 piwl4_human piwi-like protein 4   	False
Q7Z407	Other / unclassified	Other / unclassified	CSMD3	CSMD3_HUMAN	CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)				q7z407 csmd3 csmd3_human cub and sushi domain-containing protein 3 (cub and sushi multiple domains protein 3)   	False
Q7Z408	Other / unclassified	Other / unclassified	CSMD2	CSMD2_HUMAN	CUB and sushi domain-containing protein 2; ; CUB and sushi domain-containing protein 2 (CUB and sushi multiple domains protein 2)	Name: CSMD2; Synonyms: KIAA1884;			q7z408 csmd2 csmd2_human cub and sushi domain-containing protein 2; ; cub and sushi domain-containing protein 2 (cub and sushi multiple domains protein 2) name: csmd2; synonyms: kiaa1884;  	False
Q7Z412	Other / unclassified	Other / unclassified	PEX26	PEX26_HUMAN	Peroxisome assembly protein 26 (Peroxin-26)				q7z412 pex26 pex26_human peroxisome assembly protein 26 (peroxin-26)   	False
Q7Z443	Other / unclassified	Other / unclassified	PKD1L3	PK1L3_HUMAN	Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3)				q7z443 pkd1l3 pk1l3_human polycystin-1-like protein 3 (polycystin-1l3) (pc1-like 3 protein) (polycystic kidney disease protein 1-like 3)   	False
Q7Z449	Other / unclassified	Other / unclassified	CYP2U1	CP2U1_HUMAN	Cytochrome P450 2U1 (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)				q7z449 cyp2u1 cp2u1_human cytochrome p450 2u1 (long-chain fatty acid omega-monooxygenase) (ec 1.14.14.80)   	False
Q7Z4G1	Other / unclassified	Other / unclassified	COMMD6	COMD6_HUMAN	COMM domain-containing protein 6; ; COMM domain-containing protein 6	Name: COMMD6; ORFNames: MSTP076;			q7z4g1 commd6 comd6_human comm domain-containing protein 6; ; comm domain-containing protein 6 name: commd6; orfnames: mstp076;  	False
Q7Z4H4	Other / unclassified	Other / unclassified	ADM2	ADM2_HUMAN	Protein ADM2 (Intermedin) [Cleaved into: Adrenomedullin-2 (AM2) (Intermedin-long) (IMDL); Intermedin-short (IMDS)]				q7z4h4 adm2 adm2_human protein adm2 (intermedin) [cleaved into: adrenomedullin-2 (am2) (intermedin-long) (imdl); intermedin-short (imds)]   	False
Q7Z4H7	Other / unclassified	Other / unclassified	HAUS6	HAUS6_HUMAN	HAUS augmin-like complex subunit 6; ; HAUS augmin-like complex subunit 6	Name: HAUS6; Synonyms: DGT6, FAM29A, KIAA1574;			q7z4h7 haus6 haus6_human haus augmin-like complex subunit 6; ; haus augmin-like complex subunit 6 name: haus6; synonyms: dgt6, fam29a, kiaa1574;  	True
Q7Z4I7	Other / unclassified	Other / unclassified	LIMS2	LIMS2_HUMAN	LIM and senescent cell antigen-like-containing domain protein 2; ; LIM and senescent cell antigen-like-containing domain protein 2 (LIM-like protein 2) (Particularly interesting new Cys-His protein 2) (PINCH-2)	Name: LIMS2; Synonyms: PINCH2;			q7z4i7 lims2 lims2_human lim and senescent cell antigen-like-containing domain protein 2; ; lim and senescent cell antigen-like-containing domain protein 2 (lim-like protein 2) (particularly interesting new cys-his protein 2) (pinch-2) name: lims2; synonyms: pinch2;  	False
Q7Z4K8	Other / unclassified	Other / unclassified	TRIM46	TRI46_HUMAN	Tripartite motif-containing protein 46 (Gene Y protein) (GeneY) (Tripartite, fibronectin type-III and C-terminal SPRY motif protein)				q7z4k8 trim46 tri46_human tripartite motif-containing protein 46 (gene y protein) (geney) (tripartite, fibronectin type-iii and c-terminal spry motif protein)   	False
Q7Z4P5	Other / unclassified	Other / unclassified	GDF7	GDF7_HUMAN	Growth/differentiation factor 7 (GDF-7)		TGF-beta, propeptide ; Transforming growth factor-beta, C-terminal ; Cystine-knot cytokine IPR001111 ; IPR001839 ; IPR029034 domain ; homologous_superfamily		q7z4p5 gdf7 gdf7_human growth/differentiation factor 7 (gdf-7)  tgf-beta, propeptide ; transforming growth factor-beta, c-terminal ; cystine-knot cytokine ipr001111 ; ipr001839 ; ipr029034 domain ; homologous_superfamily 	True
Q7Z4S9	Other / unclassified	Other / unclassified	SH2D6	SH2D6_HUMAN	SH2 domain-containing protein 6				q7z4s9 sh2d6 sh2d6_human sh2 domain-containing protein 6   	False
Q7Z4T9	Other / unclassified	Other / unclassified	CFAP91	CFA91_HUMAN	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)				q7z4t9 cfap91 cfa91_human cilia- and flagella-associated protein 91 (cfap91) (amy-1-associating protein expressed in testis 1) (aat-1) (mycbp/amy-1-associated testis-expressed protein 1) (protein maats1)   	False
Q7Z4V5	Other / unclassified	Other / unclassified	HDGFL2 ; HDGFRP2	HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2; ; Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2)	Name: HDGFL2; Synonyms: HDGF2; HDGFRP2, HRP2; ORFNames: UNQ785/PRO1604;			q7z4v5 hdgfl2 ; hdgfrp2 hdgr2_human hepatoma-derived growth factor-related protein 2; ; hepatoma-derived growth factor-related protein 2 (hdgf-related protein 2) (hrp-2) (hepatoma-derived growth factor 2) (hdgf-2) name: hdgfl2; synonyms: hdgf2; hdgfrp2, hrp2; orfnames: unq785/pro1604;  	True
Q7Z4W2	Other / unclassified	Other / unclassified	LYZL2	LYZL2_HUMAN	Lysozyme-like protein 2 (Lysozyme-2) (EC 3.2.1.17)				q7z4w2 lyzl2 lyzl2_human lysozyme-like protein 2 (lysozyme-2) (ec 3.2.1.17)   	False
Q7Z553	Other / unclassified	Other / unclassified	MDGA2	MDGA2_HUMAN	MAM domain-containing glycosylphosphatidylinositol anchor protein 2 (MAM domain-containing protein 1)				q7z553 mdga2 mdga2_human mam domain-containing glycosylphosphatidylinositol anchor protein 2 (mam domain-containing protein 1)   	False
Q7Z572	Other / unclassified	Other / unclassified	SPATA21	SPT21_HUMAN	Spermatogenesis-associated protein 21				q7z572 spata21 spt21_human spermatogenesis-associated protein 21   	False
Q7Z5A7	Other / unclassified	Other / unclassified	TAFA5	TAFA5_HUMAN	Chemokine-like protein TAFA-5				q7z5a7 tafa5 tafa5_human chemokine-like protein tafa-5   	False
Q7Z5A8	Other / unclassified	Other / unclassified	TAFA3	TAFA3_HUMAN	Chemokine-like protein TAFA-3				q7z5a8 tafa3 tafa3_human chemokine-like protein tafa-3   	False
Q7Z5A9	Other / unclassified	Other / unclassified	TAFA1	TAFA1_HUMAN	Chemokine-like protein TAFA-1				q7z5a9 tafa1 tafa1_human chemokine-like protein tafa-1   	False
Q7Z5B4	Other / unclassified	Other / unclassified	RIC3	RIC3_HUMAN	Protein RIC-3 precursor; ; Protein RIC-3 (Resistant to inhibitor of cholinesterase 3)	Name: RIC3; ORFNames: UNQ720/PRO1385;			q7z5b4 ric3 ric3_human protein ric-3 precursor; ; protein ric-3 (resistant to inhibitor of cholinesterase 3) name: ric3; orfnames: unq720/pro1385;  	False
Q7Z5J8	Other / unclassified	Other / unclassified	ANKAR	ANKAR_HUMAN	Ankyrin and armadillo repeat-containing protein				q7z5j8 ankar ankar_human ankyrin and armadillo repeat-containing protein   	False
Q7Z5L3	Other / unclassified	Other / unclassified	C1QL2	C1QL2_HUMAN	Complement C1q-like protein 2 (C1q and tumor necrosis factor-related protein 10) (C1q/TNF-related protein 10)				q7z5l3 c1ql2 c1ql2_human complement c1q-like protein 2 (c1q and tumor necrosis factor-related protein 10) (c1q/tnf-related protein 10)   	False
Q7Z5L7	Other / unclassified	Other / unclassified	PODN	PODN_HUMAN	Podocan precursor; ; Podocan	Name: PODN; Synonyms: SLRR5A; ORFNames: UNQ293/PRO332;			q7z5l7 podn podn_human podocan precursor; ; podocan name: podn; synonyms: slrr5a; orfnames: unq293/pro332;  	False
Q7Z5L9	Membrane / receptor / extracellular	Other / unclassified	IRF2BP2	I2BP2_HUMAN	Interferon regulatory factor 2-binding protein 2; ; Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2)	Name: IRF2BP2;	Interferon regulatory factor 2-binding protein 1/2-like, zinc finger ; IRF-2BP1/2-like, middle domain ; Interferon regulatory factor 2-binding protein 1/2-like, C3HC4 zinc finger domain ; Interferon regulatory factor 2-binding protein 1/2, C3HC4-type RING finger superfamily IPR022750 ; IPR058682 ; IPR057414 ; IPR044882 domain ; homologous_superfamily		q7z5l9 irf2bp2 i2bp2_human interferon regulatory factor 2-binding protein 2; ; interferon regulatory factor 2-binding protein 2 (irf-2-binding protein 2) (irf-2bp2) name: irf2bp2; interferon regulatory factor 2-binding protein 1/2-like, zinc finger ; irf-2bp1/2-like, middle domain ; interferon regulatory factor 2-binding protein 1/2-like, c3hc4 zinc finger domain ; interferon regulatory factor 2-binding protein 1/2, c3hc4-type ring finger superfamily ipr022750 ; ipr058682 ; ipr057414 ; ipr044882 domain ; homologous_superfamily 	True
Q7Z5P9	Other / unclassified	Other / unclassified	MUC19	MUC19_HUMAN	Mucin-19 precursor; ; Mucin-19 (MUC-19)	Name: MUC19;			q7z5p9 muc19 muc19_human mucin-19 precursor; ; mucin-19 (muc-19) name: muc19;  	False
Q7Z5Q1	Cytoplasmic / trafficking / cytoskeleton	Other / unclassified	CPEB2	CPEB2_HUMAN	Cytoplasmic polyadenylation element-binding protein 2; ; Cytoplasmic polyadenylation element-binding protein 2 (CPE-BP2) (CPE-binding protein 2) (hCPEB-2)	Name: CPEB2;			q7z5q1 cpeb2 cpeb2_human cytoplasmic polyadenylation element-binding protein 2; ; cytoplasmic polyadenylation element-binding protein 2 (cpe-bp2) (cpe-binding protein 2) (hcpeb-2) name: cpeb2;  	False
Q7Z5Q5	Chromatin / transcription	Other / unclassified	POLN	DPOLN_HUMAN	DNA polymerase nu (EC 2.7.7.7)				q7z5q5 poln dpoln_human dna polymerase nu (ec 2.7.7.7)   	False
Q7Z5U6	Other / unclassified	Other / unclassified	WDR53	WDR53_HUMAN	WD repeat-containing protein 53				q7z5u6 wdr53 wdr53_human wd repeat-containing protein 53   	False
Q7Z5Y6	Other / unclassified	Other / unclassified	BMP8A	BMP8A_HUMAN	Bone morphogenetic protein 8A (BMP-8A)				q7z5y6 bmp8a bmp8a_human bone morphogenetic protein 8a (bmp-8a)   	False
Q7Z698	Other / unclassified	Other / unclassified	SPRED2	SPRE2_HUMAN	Sprouty-related, EVH1 domain-containing protein 2; ; Sprouty-related, EVH1 domain-containing protein 2 (Spred-2)	Name: SPRED2;			q7z698 spred2 spre2_human sprouty-related, evh1 domain-containing protein 2; ; sprouty-related, evh1 domain-containing protein 2 (spred-2) name: spred2;  	False
Q7Z6A9	Other / unclassified	Other / unclassified	BTLA	BTLA_HUMAN	B- and T-lymphocyte attenuator precursor; ; B- and T-lymphocyte attenuator (B- and T-lymphocyte-associated protein) (CD antigen CD272)	Name: BTLA;			q7z6a9 btla btla_human b- and t-lymphocyte attenuator precursor; ; b- and t-lymphocyte attenuator (b- and t-lymphocyte-associated protein) (cd antigen cd272) name: btla;  	False
Q7Z6G8	Other / unclassified	Other / unclassified	ANKS1B	ANS1B_HUMAN	Ankyrin repeat and sterile alpha motif domain-containing protein 1B; ; Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	Name: ANKS1B;			q7z6g8 anks1b ans1b_human ankyrin repeat and sterile alpha motif domain-containing protein 1b; ; ankyrin repeat and sterile alpha motif domain-containing protein 1b (amyloid-beta protein intracellular domain-associated protein 1) (aida-1) (e2a-pbx1-associated protein) (eb-1) name: anks1b;  	False
Q7Z6I5	Other / unclassified	Other / unclassified	SPATA12	SPT12_HUMAN	Spermatogenesis-associated protein 12 (Spermatogenesis-related protein 5)				q7z6i5 spata12 spt12_human spermatogenesis-associated protein 12 (spermatogenesis-related protein 5)   	False
Q7Z6J4	Other / unclassified	Other / unclassified	FGD2	FGD2_HUMAN	FYVE, RhoGEF and PH domain-containing protein 2; ; FYVE, RhoGEF and PH domain-containing protein 2 (Zinc finger FYVE domain-containing protein 4)	Name: FGD2; Synonyms: ZFYVE4;			q7z6j4 fgd2 fgd2_human fyve, rhogef and ph domain-containing protein 2; ; fyve, rhogef and ph domain-containing protein 2 (zinc finger fyve domain-containing protein 4) name: fgd2; synonyms: zfyve4;  	False
Q7Z6J9	Translation / ribosome / biogenesis	Other / unclassified	TSEN54	SEN54_HUMAN	tRNA-splicing endonuclease subunit Sen54; ; tRNA-splicing endonuclease subunit Sen54 (SEN54 homolog) (HsSEN54) (tRNA-intron endonuclease Sen54)	Name: TSEN54; Synonyms: SEN54;	tRNA-splicing endonuclease, subunit Sen54, N-terminal IPR024336 domain		q7z6j9 tsen54 sen54_human trna-splicing endonuclease subunit sen54; ; trna-splicing endonuclease subunit sen54 (sen54 homolog) (hssen54) (trna-intron endonuclease sen54) name: tsen54; synonyms: sen54; trna-splicing endonuclease, subunit sen54, n-terminal ipr024336 domain 	True
Q7Z6K5	Other / unclassified	Other / unclassified	ARPIN	ARPIN_HUMAN	Arpin (Arp2/3 inhibition protein)				q7z6k5 arpin arpin_human arpin (arp2/3 inhibition protein)   	True
Q7Z6L1	Other / unclassified	Other / unclassified	TECPR1	TCPR1_HUMAN	Tectonin beta-propeller repeat-containing protein 1; ; Tectonin beta-propeller repeat-containing protein 1	Name: TECPR1; Synonyms: KIAA1358;			q7z6l1 tecpr1 tcpr1_human tectonin beta-propeller repeat-containing protein 1; ; tectonin beta-propeller repeat-containing protein 1 name: tecpr1; synonyms: kiaa1358;  	False
Q7Z6M2	Other / unclassified	Other / unclassified	FBXO33	FBX33_HUMAN	F-box only protein 33; ; F-box only protein 33	Name: FBXO33; Synonyms: FBX33;			q7z6m2 fbxo33 fbx33_human f-box only protein 33; ; f-box only protein 33 name: fbxo33; synonyms: fbx33;  	False
Q7Z6W7	Other / unclassified	Other / unclassified	DNAJB7	DNJB7_HUMAN	DnaJ homolog subfamily B member 7; ; DnaJ homolog subfamily B member 7	Name: DNAJB7; Synonyms: HSC3;			q7z6w7 dnajb7 dnjb7_human dnaj homolog subfamily b member 7; ; dnaj homolog subfamily b member 7 name: dnajb7; synonyms: hsc3;  	False
Q7Z6Z6	Other / unclassified	Other / unclassified	PNPLA5	PLPL5_HUMAN	Patatin-like phospholipase domain-containing protein 5 (EC 3.1.1.3) (GS2-like protein)				q7z6z6 pnpla5 plpl5_human patatin-like phospholipase domain-containing protein 5 (ec 3.1.1.3) (gs2-like protein)   	False
Q7Z736	Other / unclassified	Other / unclassified	PLEKHH3	PKHH3_HUMAN	Pleckstrin homology domain-containing family H member 3 precursor; ; Pleckstrin homology domain-containing family H member 3 (PH domain-containing family H member 3)	Name: PLEKHH3;	PH-like domain superfamily ; Pleckstrin homology domain ; MyTH4 domain superfamily ; MyTH4 domain ; Band 4.1 domain ; FERM domain ; FERM/acyl-CoA-binding protein superfamily ; FERM superfamily, second domain ; FERM central domain IPR011993 ; IPR001849 ; IPR038185 ; IPR000857 ; IPR019749 ; IPR000299 ; IPR014352 ; IPR035963 ; IPR019748 homologous_superfamily ; domain		q7z736 plekhh3 pkhh3_human pleckstrin homology domain-containing family h member 3 precursor; ; pleckstrin homology domain-containing family h member 3 (ph domain-containing family h member 3) name: plekhh3; ph-like domain superfamily ; pleckstrin homology domain ; myth4 domain superfamily ; myth4 domain ; band 4.1 domain ; ferm domain ; ferm/acyl-coa-binding protein superfamily ; ferm superfamily, second domain ; ferm central domain ipr011993 ; ipr001849 ; ipr038185 ; ipr000857 ; ipr019749 ; ipr000299 ; ipr014352 ; ipr035963 ; ipr019748 homologous_superfamily ; domain 	True
Q7Z769	Other / unclassified	Other / unclassified	SLC35E3	S35E3_HUMAN	Solute carrier family 35 member E3 (Bladder cancer-overexpressed gene 1 protein)				q7z769 slc35e3 s35e3_human solute carrier family 35 member e3 (bladder cancer-overexpressed gene 1 protein)   	False
Q7Z7B7	Membrane / receptor / extracellular	Other / unclassified	DEFB132	DB132_HUMAN	Beta-defensin 132 (Beta-defensin 32) (BD-32) (DEFB-32) (Defensin HEL-75) (Defensin, beta 132)				q7z7b7 defb132 db132_human beta-defensin 132 (beta-defensin 32) (bd-32) (defb-32) (defensin hel-75) (defensin, beta 132)   	False
Q7Z7B8	Membrane / receptor / extracellular	Other / unclassified	DEFB128	DB128_HUMAN	Beta-defensin 128 (Beta-defensin 28) (DEFB-28) (Defensin, beta 128)				q7z7b8 defb128 db128_human beta-defensin 128 (beta-defensin 28) (defb-28) (defensin, beta 128)   	False
Q7Z7C7	Other / unclassified	Other / unclassified	STRA8	STRA8_HUMAN	Stimulated by retinoic acid gene 8 protein homolog; ; Stimulated by retinoic acid gene 8 protein homolog	Name: STRA8;			q7z7c7 stra8 stra8_human stimulated by retinoic acid gene 8 protein homolog; ; stimulated by retinoic acid gene 8 protein homolog name: stra8;  	False
Q7Z7D3	Other / unclassified	Other / unclassified	VTCN1	VTCN1_HUMAN	V-set domain-containing T-cell activation inhibitor 1 precursor; ; V-set domain-containing T-cell activation inhibitor 1 (B7 homolog 4) (B7-H4) (B7h.5) (Immune costimulatory protein B7-H4) (Protein B7S1) (T-cell costimulatory molecule B7x)	Name: VTCN1; Synonyms: B7H4; ORFNames: UNQ659/PRO1291;			q7z7d3 vtcn1 vtcn1_human v-set domain-containing t-cell activation inhibitor 1 precursor; ; v-set domain-containing t-cell activation inhibitor 1 (b7 homolog 4) (b7-h4) (b7h.5) (immune costimulatory protein b7-h4) (protein b7s1) (t-cell costimulatory molecule b7x) name: vtcn1; synonyms: b7h4; orfnames: unq659/pro1291;  	False
Q7Z7G0	Other / unclassified	Other / unclassified	ABI3BP	TARSH_HUMAN	Target of Nesh-SH3 precursor; ; Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	Name: ABI3BP; Synonyms: NESHBP, TARSH;			q7z7g0 abi3bp tarsh_human target of nesh-sh3 precursor; ; target of nesh-sh3 (tarsh) (abi gene family member 3-binding protein) (nesh-binding protein) (neshbp) name: abi3bp; synonyms: neshbp, tarsh;  	False
Q7Z7G2	Other / unclassified	Other / unclassified	CPLX4	CPLX4_HUMAN	Complexin-4 (Complexin IV) (CPX IV)				q7z7g2 cplx4 cplx4_human complexin-4 (complexin iv) (cpx iv)   	False
Q7Z7J5	Other / unclassified	Other / unclassified	DPPA2	DPPA2_HUMAN	Developmental pluripotency-associated protein 2 (Pluripotent embryonic stem cell-related gene 1 protein)		SAP domain ; Developmental pluripotency-associated protein 2/4, central domain ; Developmental pluripotency-associated protein 2/4, C-terminal domain IPR003034 ; IPR025892 ; IPR025891 domain		q7z7j5 dppa2 dppa2_human developmental pluripotency-associated protein 2 (pluripotent embryonic stem cell-related gene 1 protein)  sap domain ; developmental pluripotency-associated protein 2/4, central domain ; developmental pluripotency-associated protein 2/4, c-terminal domain ipr003034 ; ipr025892 ; ipr025891 domain 	True
Q7Z7L1	Other / unclassified	Other / unclassified	SLFN11	SLN11_HUMAN	Schlafen family member 11; ; Schlafen family member 11 (EC 3.1.-.-)	Name: SLFN11;			q7z7l1 slfn11 sln11_human schlafen family member 11; ; schlafen family member 11 (ec 3.1.-.-) name: slfn11;  	False
Q86SE8	Other / unclassified	Other / unclassified	NPM2	NPM2_HUMAN	Nucleoplasmin-2; ; Nucleoplasmin-2	Name: NPM2;			q86se8 npm2 npm2_human nucleoplasmin-2; ; nucleoplasmin-2 name: npm2;  	False
