canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
P61221	Membrane / receptor / extracellular;RNA-binding / RNP;Signaling / enzymes	Membrane / receptor / extracellular;Signaling / enzymes	ABCE1	ABCE1_HUMAN	ATP-binding cassette sub-family E member 1; ; ATP-binding cassette sub-family E member 1 (EC 3.6.5.-) (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)	Name: ABCE1; Synonyms: RLI, RNASEL1, RNASELI, RNS4I; ORFNames: OK/SW-cl.40;	P-loop containing nucleoside triphosphate hydrolase ; RNase L inhibitor RLI-like, possible metal-binding domain ; 4Fe-4S ferredoxin-type, iron-sulphur binding domain ; RLI, domain 1 ; ABC transporter-like, ATP-binding domain ; AAA+ ATPase domain IPR027417 ; IPR007209 ; IPR017896 ; IPR034348 ; IPR003439 ; IPR003593 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	p61221 abce1 abce1_human atp-binding cassette sub-family e member 1; ; atp-binding cassette sub-family e member 1 (ec 3.6.5.-) (2'-5'-oligoadenylate-binding protein) (huhp68) (rnase l inhibitor) (ribonuclease 4 inhibitor) (rns4i) name: abce1; synonyms: rli, rnasel1, rnaseli, rns4i; orfnames: ok/sw-cl.40; p-loop containing nucleoside triphosphate hydrolase ; rnase l inhibitor rli-like, possible metal-binding domain ; 4fe-4s ferredoxin-type, iron-sulphur binding domain ; rli, domain 1 ; abc transporter-like, atp-binding domain ; aaa+ atpase domain ipr027417 ; ipr007209 ; ipr017896 ; ipr034348 ; ipr003439 ; ipr003593 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
P61224	Other / unclassified	Other / unclassified	RAP1B	RAP1B_HUMAN	Ras-related protein Rap-1b precursor; ; Ras-related protein Rap-1b (EC 3.6.5.2) (GTP-binding protein smg p21B)	Name: RAP1B; ORFNames: OK/SW-cl.11;			p61224 rap1b rap1b_human ras-related protein rap-1b precursor; ; ras-related protein rap-1b (ec 3.6.5.2) (gtp-binding protein smg p21b) name: rap1b; orfnames: ok/sw-cl.11;  	False
P61225	Other / unclassified	Other / unclassified	RAP2B	RAP2B_HUMAN	Ras-related protein Rap-2b precursor; ; Ras-related protein Rap-2b (EC 3.6.5.2)	Name: RAP2B;			p61225 rap2b rap2b_human ras-related protein rap-2b precursor; ; ras-related protein rap-2b (ec 3.6.5.2) name: rap2b;  	False
P61236	Other / unclassified	Other / unclassified	YPEL3	YPEL3_HUMAN	Protein yippee-like 3				p61236 ypel3 ypel3_human protein yippee-like 3   	False
P61244	Chromatin / transcription	Other / unclassified	MAX	MAX_HUMAN	Protein max; ; Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X)	Name: MAX; Synonyms: BHLHD4;	Myc-type, basic helix-loop-helix (bHLH) domain ; Helix-loop-helix DNA-binding domain superfamily IPR011598 ; IPR036638 domain ; homologous_superfamily DNA-binding	DNA-binding	p61244 max max_human protein max; ; protein max (class d basic helix-loop-helix protein 4) (bhlhd4) (myc-associated factor x) name: max; synonyms: bhlhd4; myc-type, basic helix-loop-helix (bhlh) domain ; helix-loop-helix dna-binding domain superfamily ipr011598 ; ipr036638 domain ; homologous_superfamily dna-binding dna-binding	True
P61247	Translation / ribosome / biogenesis	Translation / initiation / elongation	RPS3A	RS3A_HUMAN	Small ribosomal subunit protein eS1; ; Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (v-fos transformation effector protein) (Fte-1)	Name: RPS3A; Synonyms: FTE1, MFTL;			p61247 rps3a rs3a_human small ribosomal subunit protein es1; ; small ribosomal subunit protein es1 (40s ribosomal protein s3a) (v-fos transformation effector protein) (fte-1) name: rps3a; synonyms: fte1, mftl;  	False
P61254	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPL26	RL26_HUMAN	Large ribosomal subunit protein uL24; ; Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	Name: RPL26;	Large ribosomal subunit protein uL2, domain 2 ; Translation protein SH3-like domain superfamily ; KOW ; Large ribosomal subunit protein uL24, KOW domain IPR014722 ; IPR008991 ; IPR005824 ; IPR041988 homologous_superfamily ; domain Ribosome / RNP structural	Ribosome / RNP structural	p61254 rpl26 rl26_human large ribosomal subunit protein ul24; ; large ribosomal subunit protein ul24 (60s ribosomal protein l26) name: rpl26; large ribosomal subunit protein ul2, domain 2 ; translation protein sh3-like domain superfamily ; kow ; large ribosomal subunit protein ul24, kow domain ipr014722 ; ipr008991 ; ipr005824 ; ipr041988 homologous_superfamily ; domain ribosome / rnp structural ribosome / rnp structural	True
P61266	Other / unclassified	Other / unclassified	STX1B	STX1B_HUMAN	Syntaxin-1B; ; Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2)	Name: STX1B; Synonyms: STX1B1, STX1B2;			p61266 stx1b stx1b_human syntaxin-1b; ; syntaxin-1b (syntaxin-1b1) (syntaxin-1b2) name: stx1b; synonyms: stx1b1, stx1b2;  	False
P61278	Other / unclassified	Other / unclassified	SST	SMS_HUMAN	Somatostatin (Growth hormone release-inhibiting factor) [Cleaved into: Somatostatin-28; Somatostatin-14 (SST-14); Neuronostatin (NST)]				p61278 sst sms_human somatostatin (growth hormone release-inhibiting factor) [cleaved into: somatostatin-28; somatostatin-14 (sst-14); neuronostatin (nst)]   	False
P61289	Proteostasis / ubiquitin / chaperone;Signaling / enzymes	Proteostasis / chaperone / proteasome;Signaling / enzymes	PSME3	PSME3_HUMAN	Proteasome activator complex subunit 3; ; Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	Name: PSME3;			p61289 psme3 psme3_human proteasome activator complex subunit 3; ; proteasome activator complex subunit 3 (11s regulator complex subunit gamma) (reg-gamma) (activator of multicatalytic protease subunit 3) (ki nuclear autoantigen) (proteasome activator 28 subunit gamma) (pa28g) (pa28gamma) name: psme3;  	False
P61296	Chromatin / transcription	Other / unclassified	HAND2	HAND2_HUMAN	Heart- and neural crest derivatives-expressed protein 2 (Class A basic helix-loop-helix protein 26) (bHLHa26) (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)				p61296 hand2 hand2_human heart- and neural crest derivatives-expressed protein 2 (class a basic helix-loop-helix protein 26) (bhlha26) (deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dhand)   	False
P61313	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPL15	RL15_HUMAN	Large ribosomal subunit protein eL15; ; Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Name: RPL15; Synonyms: EC45; ORFNames: TCBAP0781;	Ribosomal protein uL23/eL15/eS24 core domain superfamily ; Large ribosomal subunit protein eL15 core domain superfamily IPR012678 ; IPR024794 homologous_superfamily Ribosome / RNP structural	Ribosome / RNP structural	p61313 rpl15 rl15_human large ribosomal subunit protein el15; ; large ribosomal subunit protein el15 (60s ribosomal protein l15) name: rpl15; synonyms: ec45; orfnames: tcbap0781; ribosomal protein ul23/el15/es24 core domain superfamily ; large ribosomal subunit protein el15 core domain superfamily ipr012678 ; ipr024794 homologous_superfamily ribosome / rnp structural ribosome / rnp structural	True
P61326	Other / unclassified	Other / unclassified	MAGOH	MGN_HUMAN	Protein mago nashi homolog; ; Protein mago nashi homolog	Name: MAGOH; Synonyms: MAGOHA;	Mago nashi superfamily IPR036605 homologous_superfamily		p61326 magoh mgn_human protein mago nashi homolog; ; protein mago nashi homolog name: magoh; synonyms: magoha; mago nashi superfamily ipr036605 homologous_superfamily 	True
P61328	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	FGF12	FGF12_HUMAN	Fibroblast growth factor 12 (FGF-12) (Fibroblast growth factor homologous factor 1) (FHF-1) (Myocyte-activating factor)				p61328 fgf12 fgf12_human fibroblast growth factor 12 (fgf-12) (fibroblast growth factor homologous factor 1) (fhf-1) (myocyte-activating factor)   	False
P61353	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPL27	RL27_HUMAN	Large ribosomal subunit protein eL27; ; Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	Name: RPL27;	Large ribosomal subunit protein eL27 superfamily ; Translation protein SH3-like domain superfamily ; KOW ; Large ribosomal subunit protein eL27, KOW domain IPR038655 ; IPR008991 ; IPR005824 ; IPR041991 homologous_superfamily ; domain Ribosome / RNP structural	Ribosome / RNP structural	p61353 rpl27 rl27_human large ribosomal subunit protein el27; ; large ribosomal subunit protein el27 (60s ribosomal protein l27) name: rpl27; large ribosomal subunit protein el27 superfamily ; translation protein sh3-like domain superfamily ; kow ; large ribosomal subunit protein el27, kow domain ipr038655 ; ipr008991 ; ipr005824 ; ipr041991 homologous_superfamily ; domain ribosome / rnp structural ribosome / rnp structural	True
P61366	Other / unclassified	Other / unclassified	OSTN	OSTN_HUMAN	Osteocrin (Musclin) [Cleaved into: Processed Osteocrin]				p61366 ostn ostn_human osteocrin (musclin) [cleaved into: processed osteocrin]   	False
P61371	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	ISL1	ISL1_HUMAN	Insulin gene enhancer protein ISL-1; ; Insulin gene enhancer protein ISL-1 (Islet-1)	Name: ISL1;			p61371 isl1 isl1_human insulin gene enhancer protein isl-1; ; insulin gene enhancer protein isl-1 (islet-1) name: isl1;  	False
P61421	Mitochondrial / metabolism;Signaling / enzymes	Mitochondrial / metabolic enzymes;Signaling / enzymes	ATP6V0D1	VA0D1_HUMAN	V-type proton ATPase subunit d 1; ; V-type proton ATPase subunit d 1 (V-ATPase subunit d 1) (32 kDa accessory protein) (V-ATPase 40 kDa accessory protein) (V-ATPase AC39 subunit) (p39) (Vacuolar proton pump subunit d 1)	Name: ATP6V0D1; Synonyms: ATP6D, VPATPD;	V-type ATP synthase subunit C/D subunit superfamily ; V-type ATP synthase C/D subunit, domain 3 superfamily ; V-type ATPase subunit C/D IPR036079 ; IPR044911 ; IPR035067 homologous_superfamily		p61421 atp6v0d1 va0d1_human v-type proton atpase subunit d 1; ; v-type proton atpase subunit d 1 (v-atpase subunit d 1) (32 kda accessory protein) (v-atpase 40 kda accessory protein) (v-atpase ac39 subunit) (p39) (vacuolar proton pump subunit d 1) name: atp6v0d1; synonyms: atp6d, vpatpd; v-type atp synthase subunit c/d subunit superfamily ; v-type atp synthase c/d subunit, domain 3 superfamily ; v-type atpase subunit c/d ipr036079 ; ipr044911 ; ipr035067 homologous_superfamily 	True
P61457	Nuclear scaffold / pore / lamina	Nuclear scaffold / pore / lamina	PCBD1	PHS_HUMAN	Pterin-4-alpha-carbinolamine dehydratase; ; Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	Name: PCBD1; Synonyms: DCOH, PCBD;			p61457 pcbd1 phs_human pterin-4-alpha-carbinolamine dehydratase; ; pterin-4-alpha-carbinolamine dehydratase (phs) (ec 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (dimerization cofactor of hepatocyte nuclear factor 1-alpha) (dcoh) (dimerization cofactor of hnf1) (phenylalanine hydroxylase-stimulating protein) (pterin carbinolamine dehydratase) (pcd) name: pcbd1; synonyms: dcoh, pcbd;  	False
P61513	RNA-binding / RNP;Translation / ribosome / biogenesis	Translation / initiation / elongation	RPL37A	RL37A_HUMAN	Large ribosomal subunit protein eL43; ; Large ribosomal subunit protein eL43 (60S ribosomal protein L37a)	Name: RPL37A;	Large ribosomal subunit protein eL37/eL43 ; Zinc-binding ribosomal protein IPR011331 ; IPR011332 homologous_superfamily Ribosome / RNP structural	Ribosome / RNP structural	p61513 rpl37a rl37a_human large ribosomal subunit protein el43; ; large ribosomal subunit protein el43 (60s ribosomal protein l37a) name: rpl37a; large ribosomal subunit protein el37/el43 ; zinc-binding ribosomal protein ipr011331 ; ipr011332 homologous_superfamily ribosome / rnp structural ribosome / rnp structural	True
P61550	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVS71-1	ENVT1_HUMAN	Endogenous retrovirus group S71 member 1 Env polyprotein (Envelope polyprotein) (HERV-T Env protein) (HERV-T_19q13.11 provirus ancestral Env polyprotein) [Includes: Surface protein (SU); Transmembrane protein (TM)]				p61550 ervs71-1 envt1_human endogenous retrovirus group s71 member 1 env polyprotein (envelope polyprotein) (herv-t env protein) (herv-t_19q13.11 provirus ancestral env polyprotein) [includes: surface protein (su); transmembrane protein (tm)]   	False
P61565	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-21	ENK21_HUMAN	Endogenous retrovirus group K member 21 Env polyprotein (EnvK1 protein) (Envelope polyprotein) (HERV-K_12q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]				p61565 ervk-21 enk21_human endogenous retrovirus group k member 21 env polyprotein (envk1 protein) (envelope polyprotein) (herv-k_12q14.1 provirus ancestral env polyprotein) [cleaved into: surface protein (su); transmembrane protein (tm)]   	False
P61566	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-24	ENK24_HUMAN	Endogenous retrovirus group K member 24 Env polyprotein (Envelope polyprotein) (HERV-K101 envelope protein) (HERV-K_22q11.21 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]				p61566 ervk-24 enk24_human endogenous retrovirus group k member 24 env polyprotein (envelope polyprotein) (herv-k101 envelope protein) (herv-k_22q11.21 provirus ancestral env polyprotein) [cleaved into: surface protein (su); transmembrane protein (tm)]   	False
P61567	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-7	ENK7_HUMAN	Endogenous retrovirus group K member 7 Env polyprotein (Envelope polyprotein) (HERV-K(III) envelope protein) (HERV-K102 envelope protein) (HERV-K_1q22 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]				p61567 ervk-7 enk7_human endogenous retrovirus group k member 7 env polyprotein (envelope polyprotein) (herv-k(iii) envelope protein) (herv-k102 envelope protein) (herv-k_1q22 provirus ancestral env polyprotein) [cleaved into: surface protein (su); transmembrane protein (tm)]   	False
P61568	Poorly characterized / specialized	Poorly characterized / specialized	ERVK11-1	ENK11_HUMAN	Putative endogenous retrovirus group K member 11-1 Env polyprotein (Envelope polyprotein) (HERV-K_1p13.3 provirus ancestral Env polyprotein) [Includes: Truncated surface protein (SU)]				p61568 ervk11-1 enk11_human putative endogenous retrovirus group k member 11-1 env polyprotein (envelope polyprotein) (herv-k_1p13.3 provirus ancestral env polyprotein) [includes: truncated surface protein (su)]   	False
P61570	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-25	ENK25_HUMAN	Endogenous retrovirus group K member 25 Env polyprotein (Envelope polyprotein) (HERV-K_11q22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]				p61570 ervk-25 enk25_human endogenous retrovirus group k member 25 env polyprotein (envelope polyprotein) (herv-k_11q22.1 provirus ancestral env polyprotein) [cleaved into: surface protein (su); transmembrane protein (tm)]   	False
P61571	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-21	REC21_HUMAN	Endogenous retrovirus group K member 21 Rec protein (HERV-K_12q14.1 provirus Rec protein)				p61571 ervk-21 rec21_human endogenous retrovirus group k member 21 rec protein (herv-k_12q14.1 provirus rec protein)   	False
P61572	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-19	REC19_HUMAN	Endogenous retrovirus group K member 19 Rec protein (HERV-K(C19) Rec protein) (HERV-K_19q11 provirus Rec protein)				p61572 ervk-19 rec19_human endogenous retrovirus group k member 19 rec protein (herv-k(c19) rec protein) (herv-k_19q11 provirus rec protein)   	False
P61573	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-9	REC9_HUMAN	Endogenous retrovirus group K member 9 Rec protein (HERV-K(C6) Rec protein) (HERV-K109 Rec protein) (HERV-K_6q14.1 provirus Rec protein)				p61573 ervk-9 rec9_human endogenous retrovirus group k member 9 rec protein (herv-k(c6) rec protein) (herv-k109 rec protein) (herv-k_6q14.1 provirus rec protein)   	False
P61574	Other / unclassified	Other / unclassified	HERVK_113	RE113_HUMAN	Endogenous retrovirus group K member 113 Rec protein (HERV-K113 Rec protein) (HERV-K_19p13.11 provirus Rec protein)				p61574 hervk_113 re113_human endogenous retrovirus group k member 113 rec protein (herv-k113 rec protein) (herv-k_19p13.11 provirus rec protein)   	False
P61575	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-8	RECK8_HUMAN	Endogenous retrovirus group K member 8 Rec protein (HERV-K115 Rec protein) (HERV-K_8p23.1 provirus Rec protein)				p61575 ervk-8 reck8_human endogenous retrovirus group k member 8 rec protein (herv-k115 rec protein) (herv-k_8p23.1 provirus rec protein)   	False
P61576	Signaling / enzymes	Other / unclassified	HERV-K104	REC04_HUMAN	Endogenous retrovirus group K member 104 Rec protein (HERV-K104 Rec protein) (HERV-K_5q13.3 provirus Rec protein)				p61576 herv-k104 rec04_human endogenous retrovirus group k member 104 rec protein (herv-k104 rec protein) (herv-k_5q13.3 provirus rec protein)   	False
P61578	Other / unclassified	Other / unclassified	ERVK-16	REC16_HUMAN	Endogenous retrovirus group K member 16 Rec protein (HERV-K_10p14 provirus Rec protein)				p61578 ervk-16 rec16_human endogenous retrovirus group k member 16 rec protein (herv-k_10p14 provirus rec protein)   	False
P61579	Membrane / receptor / extracellular	Membrane / receptor / extracellular	ERVK-25	ERK25_HUMAN	Endogenous retrovirus group K member 25 Rec protein (Endogenous retrovirus group K member 25) (HERV-K_11q22.1 provirus Rec protein)				p61579 ervk-25 erk25_human endogenous retrovirus group k member 25 rec protein (endogenous retrovirus group k member 25) (herv-k_11q22.1 provirus rec protein)   	False
